1,8.1148,2,10,9,1,1.14,2,1,10,111
1,0.91716,2,9,10,1.5,0.08,2,1,9,99
1,1.8286,4,10,9,1,0.94,1,2,9,115
2,0.76109,4,10,10,1.5,0.81,2,1,10,251
1,1.5712,2,10,10,1,1.56,2,2,10,180
0,2.7307,2,9,8,1,5.76,1,2,9,74
1,2.5334,2,10,9,2,0.47,4,2,10,85
1,1.814,2,10,10,2,0.63,1,1,10,150
1,0.91698,2,0,0,2,1,3,1,0,100
1,0.90928,2,0,0,1.5,0,4,1,0,119
1,1.5685,2,0,0,1,0,3,1,0,111
1,2.5223,2,10,9,1,0.2,4,1,10,90
3,0.42393,6,0,0,1,0.42,1,1,0,366
1,1.938,2,9,9,1,0.99,2,1,8,111
3,5.877,4,0,0,1,0,4,1,0,136
1,2.8189,2,0,0,1,0,4,1,0,105
1,6.5959,2,10,8,1.5,0.23,4,1,10,62
1,1.161,2,10,10,1,0.43,4,1,9,150
1,2.7409,2,10,9,1,0.25,2,1,10,95
1,3.8217,2,0,0,1,0,3,1,0,80
1,0.53978,4,10,10,1,1.49,3,2,10,195
1,4.3788,2,0,0,2,0,4,1,0,65
2,1.4497,4,10,10,1,0.59,3,1,10,175
2,3.9513,4,10,9,1,1.29,1,1,10,200
3,0.63298,6,10,10,2.5,1.6,1,1,8,341
1,3.5279,3,10,10,1,1.2,4,2,10,80
1,1.074,2,10,8,1,0.03,3,1,10,89
3,1.7669,4,0,0,1,0,1,2,0,200
1,1.5199,2,10,10,1,1,2,1,10,120
1,2.0399,2,10,9,1,1.01,2,1,10,95
0,0.63688,2,9,10,1,6.07,1,1,8,120
2,2.6592,4,0,0,1.5,0,1,1,0,120
4,1.0473,4,10,10,2,0.63,2,4,10,289
1,2.4142,4,0,0,1.5,0,4,2,0,150
2,2.9845,4,0,0,1,0,1,2,0,150
1,1.804,2,10,10,1,0.95,2,1,10,111
1,3.6029,2,0,0,1,0,4,1,0,100
2,2.1227,3,10,9,1,0.37,2,1,10,105
1,1.9382,2,10,10,1,1.35,2,1,10,100
1,2.2262,2,10,10,1,0.97,1,1,10,69
1,0.98113,2,0,0,1,0,2,2,0,200
1,1.2398,2,9,9,1,0.18,4,1,10,90
1,5.9979,2,0,0,1,0,4,2,0,65
2,1.3284,4,0,0,1,1,1,1,0,115
2,0.58601,2,10,9,1,4.78,1,1,9,139
2,0.37677,4,8,10,2,1.15,1,1,8,150
1,2.2335,2,10,9,1,0.79,3,1,10,97
1,1.8523,2,10,8,1,0.87,1,1,10,130
2,1.7164,4,10,10,1,0.25,4,1,10,125
1,2.9224,2,10,10,1,0.36,4,1,10,195
1,4.2611,1,9,9,1,2.13,1,1,9,37
3,2.5505,6,10,8,1.5,0.71,2,6,10,276
2,1.4614,4,10,9,1,1.27,2,2,10,150
1,1.4217,2,0,0,0.5,0,1,1,0,79
1,0.57062,2,10,10,1,9.47,1,2,10,139
1,4.7489,2,8,10,1,0.16,3,1,10,85
3,0.45369,4,10,10,1,0.34,2,2,10,226
1,2.7978,2,10,9,1,2.07,4,1,10,73
2,2.4541,3,0,0,1,0,1,3,0,110
1,2.555,3,10,9,1,2.76,2,2,10,111
3,3.3744,4,10,9,1,0.26,1,4,10,130
1,1.3746,3,10,9,1,0.89,2,2,10,146
1,1.7621,2,10,10,1,1,2,1,10,72
2,2.1086,3,10,9,1,0.94,1,2,10,114
1,2.801,2,10,10,1,0.09,1,1,10,90
2,2.8024,2,10,9,1,1.7,2,1,10,110
0,1.8622,4,10,10,1,1.9,2,2,10,210
3,3.7799,8,9,9,2,1.55,1,6,9,325
1,2.4659,2,9,9,1,0.09,1,1,7,120
1,1.7652,2,10,10,1,0.2,1,1,10,90
1,1.1748,2,10,10,1,0.62,1,1,10,120
1,0.95986,2,0,0,1,0,1,1,0,100
1,1.7926,2,10,10,1,0.32,1,1,10,74
1,3.2267,2,0,0,1,0,2,1,0,58
1,3.6772,4,10,9,1,3.8,2,1,10,89
2,3.1317,4,0,0,2,0,2,2,0,75
2,2.1847,3,10,10,1,0.23,4,1,10,130
3,0.48364,6,10,10,1.5,0.48,2,6,10,320
0,6.1636,2,10,10,1,0.99,3,1,10,65
2,2.8033,4,9,8,1,4,1,1,9,150
2,3.7005,3,10,9,1,0.54,3,1,10,130
1,1.9238,2,10,9,1,1.22,2,1,10,70
1,1.5283,4,10,9,1,0.95,4,1,10,150
1,2.8189,2,0,0,1,0,4,1,0,100
1,3.9616,2,0,0,1,0,4,1,0,60
0,7.9156,2,9,8,1,3.6,3,1,10,85
1,2.4933,4,0,0,1.5,0,4,1,0,151
1,0.61444,2,10,10,1,3.35,3,2,10,85
1,1.3521,2,10,10,1,1,1,2,10,80
1,1.5212,2,10,9,1,0.16,4,0,10,90
2,2.0781,3,9,9,1,0.54,2,3,10,159
1,0.59666,3,10,10,1,1.42,3,2,10,111
1,1.8209,1,10,10,1,0.88,4,1,10,50
0,1.8411,2,10,10,1,3,3,2,10,111
1,2.3534,2,10,9,1,1.21,3,2,10,130
1,2.4279,3,10,9,1,1.45,2,2,10,136
3,1.4284,6,10,9,1,0.35,2,1,10,290
1,3.8782,2,10,9,1,0.74,1,2,10,105
0,2.4372,2,10,10,1,1.55,1,1,10,65
1,8.4894,2,0,0,1,0,3,1,0,100
1,1.4563,1,10,10,1,0.35,1,1,10,60
1,3.0931,2,10,8,1,2.75,1,1,10,95
1,2.3223,3,10,9,1,0.61,3,2,10,93
2,3.0094,4,10,10,1,0.94,2,1,9,120
1,0.67724,2,10,10,1,0.82,3,1,10,108
1,3.7349,4,10,9,1,1.85,1,3,10,139
3,4.529,4,10,8,1,0.76,3,4,9,99
0,4.1167,2,0,0,1,0,1,1,0,79
3,1.9769,4,0,0,1,0,4,1,0,150
1,2.6498,2,10,9,1,0.6,1,0,9,95
1,2.2978,2,0,0,1,0,1,1,0,69
2,1.3735,4,10,10,2,1.14,1,2,10,300
1,2.9697,2,10,9,1,1.14,3,0,10,60
1,3.0654,2,10,6,1,1,1,1,10,100
1,1.2253,2,10,10,1,0.41,4,1,10,175
2,1.3412,4,0,0,2,0,1,1,0,200
1,3.0201,2,10,9,1,3.62,2,2,10,95
2,2.0273,5,10,9,1,0.56,2,4,10,200
1,1.8556,2,10,10,1,2.27,1,2,10,85
1,10,2,10,9,1,0.61,2,1,10,40
1,6.4345,2,10,10,0.5,0.49,3,1,10,149
1,1.4263,3,10,9,1,1.04,3,1,10,146
1,3.8181,2,10,9,0.5,6.29,1,1,9,45
1,2.1852,2,10,10,1,0.85,4,1,10,111
1,2.0783,2,10,10,1,1.48,1,1,9,129
1,5.5077,2,10,9,1,1.3,2,1,9,65
1,5.9285,2,10,8,1.5,3.61,2,1,9,49
2,3.2582,4,0,0,2,0,4,1,0,250
2,2.2433,3,10,0,1,0.16,4,2,0,130
1,1.0528,2,10,10,1,1.15,4,1,10,90
1,7.3846,2,10,10,1,0.12,2,2,10,125
2,2.7565,3,0,0,1,0,3,1,0,95
1,10,2,10,9,2,4,1,1,10,80
0,0.91519,2,10,10,1,3.41,1,1,10,120
1,3.0077,2,10,10,1,2.47,3,1,10,80
1,1.3838,2,10,9,1,0.82,3,1,10,99
1,1.9284,3,10,10,1,0.57,2,1,10,136
1,1.4026,2,10,10,1,0.51,2,1,10,191
1,3.3255,3,10,9,1,1.31,1,2,10,129
0,1.5174,2,10,10,1,1.2,3,1,10,102
2,3.0757,4,10,9,1,0.21,4,4,10,120
1,2.9389,2,10,9,1,8.76,1,1,10,65
2,2.2622,6,10,9,1,7.72,1,4,10,191
3,2.2809,8,9,9,2,2.05,1,6,9,406
2,0.19608,4,10,10,1.5,1.8,1,2,9,276
1,3.4631,4,10,10,1,0.14,4,1,10,94
1,4.2017,2,10,8,1,3.09,1,1,10,65
1,2.2654,3,10,9,1,1.38,1,2,10,99
3,3.8376,5,10,10,1,0.44,4,1,10,140
1,0.86794,2,10,10,1,0.73,3,1,10,149
1,1.4092,1,9,9,1,0.93,3,0,10,73
2,2.5559,4,9,9,1,0.19,1,2,8,75
1,2.9796,2,10,10,1,0.32,3,1,10,90
0,0.26743,2,10,10,1,1.18,2,1,10,99
1,0.28917,2,10,10,1,1.96,3,2,10,114
1,0.93863,4,10,10,1,0.93,2,2,8,160
1,2.3161,2,9,9,1,2.78,1,1,10,99
2,4.2215,2,0,0,1,0,4,2,0,49
1,2.3289,2,10,10,1,0.2,3,1,10,120
1,1.1805,2,10,10,1.5,0.54,3,2,10,199
1,7.4832,2,0,0,1,0,4,1,0,55
3,1.4962,6,0,0,1,0,1,4,0,150
1,2.5319,2,10,9,1,0.61,4,1,10,80
1,3.0471,2,9,8,1,0.87,2,2,9,100
1,1.9513,1,9,9,1,0.53,1,1,10,35
0,0.9826,4,10,10,1,2,1,2,10,108
1,1.5368,2,10,9,1,0.65,2,1,10,251
1,0.2948,3,10,10,1,1.46,3,2,10,150
1,2.1845,2,10,10,1,0.45,4,1,9,120
2,2.6437,4,10,10,1.5,1.53,1,4,10,200
1,1.6658,2,10,6,1,1,2,1,8,130
1,1.7958,2,10,10,1,0.19,1,1,10,111
1,0.53912,2,9,10,1,1.24,1,1,9,122
1,0.38908,2,10,9,1,1,1,1,10,99
1,3.5072,5,10,6,1,0.11,3,1,10,30
4,3.3488,5,0,0,2,0,4,1,0,175
2,1.1309,4,9,9,1.5,3.7,1,2,9,149
2,3.2775,4,10,10,1,0.62,4,1,10,195
1,4.1374,2,0,0,1,0,1,1,0,79
1,2.2414,2,9,9,1,1.38,1,1,9,120
1,1.5575,2,10,10,1,0.8,2,1,10,150
1,2.5822,2,10,10,1,0.16,4,1,10,78
2,2.0601,4,10,9,1.5,0.16,1,2,9,75
2,1.8804,4,0,0,1,0,2,2,0,181
1,4.7957,2,8,6,1,0.61,3,1,8,85
2,2.3917,4,10,9,1,0.51,2,1,10,195
3,1.941,6,0,0,2,0,4,1,0,451
1,3.5468,2,10,10,1,0.22,1,2,10,90
2,1.3132,4,9,10,2,2.88,1,1,9,230
1,2.6708,2,10,9,1,2.63,3,1,10,120
1,3.4612,2,9,9,1,0.54,2,1,9,69
2,0.93502,4,10,10,1,1,2,2,10,125
1,3.7435,3,0,0,1,0.05,2,2,0,95
1,3.0599,2,10,10,1,0.75,1,1,7,20
4,6.7719,5,0,0,1,0,4,1,0,199
1,3.7217,3,9,8,1,0.33,2,4,10,125
3,3.6689,4,0,0,1.5,0,3,1,0,120
1,2.7031,2,10,10,1.5,0.31,2,1,10,91
1,4.9627,2,10,10,1,2.59,3,1,10,65
1,2.9996,3,10,9,1,2.62,1,2,10,85
1,1.852,2,10,10,1.5,4.37,1,1,10,69
2,3.7096,3,10,9,1,1.44,1,2,10,99
1,1.1512,1,0,0,1,0,4,1,0,45
2,2.5106,4,10,9,1,0.08,3,2,10,120
1,1.335,2,10,10,1,0.31,4,1,10,75
1,2.8781,2,9,9,1,0.33,3,1,10,100
2,1.816,4,10,10,1,0.31,1,1,10,251
1,2.4216,2,10,9,1.5,0.6,3,1,10,111
2,1.2843,4,9,9,1,3.36,2,2,9,120
3,1.602,5,0,0,1,0,4,5,0,160
2,3.1099,4,10,9,1,2.86,1,2,10,140
7,2.334,16,10,9,3,0.71,3,15,10,401
2,1.3437,4,9,10,1,2.33,2,1,10,150
4,3.2893,4,10,10,1,0.72,1,4,10,100
2,3.7855,5,10,9,1,2.79,1,3,10,99
1,5.8264,4,9,9,1,3.21,2,1,9,50
2,1.2074,4,10,10,1.5,0.26,4,2,9,160
1,2.2026,4,0,0,2,0,4,1,0,100
1,3.422,3,10,9,1,2.13,3,2,10,95
1,2.0739,2,0,0,1,0,4,1,0,90
2,1.3369,4,10,10,1,1.54,1,3,9,150
1,3.806,2,10,9,1,0.23,3,2,10,150
2,2.2303,3,10,9,1,6,1,1,10,146
2,1.2184,2,9,10,1,0.2,3,0,9,160
0,1.7242,2,9,10,1,1.43,3,1,10,85
1,2.7895,5,9,9,1,2.31,1,1,9,171
2,1.0504,6,10,10,1.5,0.71,3,3,10,175
1,0.26639,2,0,0,1,0,1,1,0,160
1,1.3478,2,10,9,1.5,0.27,3,2,10,130
1,2.3778,2,10,10,1,1.99,2,1,10,69
1,3.1867,2,8,8,1,0.51,1,1,8,75
2,3.0547,6,10,9,1,0.86,2,2,10,120
1,1.8743,3,4,10,1.5,0.16,1,1,6,150
1,1.5194,2,8,9,1,5.29,1,1,9,124
1,2.6913,2,10,9,1,1.14,2,1,10,85
1,2.7892,4,10,9,1,0.34,3,1,10,115
2,2.1608,4,10,10,1,0.43,4,1,10,150
1,3.3047,2,0,0,1,0,3,1,0,146
1,1.5747,2,10,10,1,3.69,2,2,10,75
1,8.148,4,0,0,1,0,4,2,0,93
1,2.7428,2,0,0,1,0,4,1,0,81
1,6.3562,2,9,7,1,0.73,1,1,9,62
1,3.0312,2,9,9,1,1.76,2,1,9,99
1,1.7498,3,10,10,1,1,2,1,10,100
2,3.6657,4,9,9,1,0.6,2,4,10,160
2,2.3312,6,10,10,1,4.04,3,1,10,149
1,2.0037,2,10,10,1,1.73,2,1,9,139
1,2.4101,4,10,10,1,0.32,2,1,10,115
3,3.9741,7,10,9,1,0.49,2,4,10,195
2,1.8824,4,10,10,1,0.18,2,2,10,195
2,4.8502,3,9,7,1,4.14,2,1,9,111
1,3.7942,2,10,9,1,0.7,4,1,10,69
1,2.2957,2,10,9,1,1.76,4,1,10,55
2,1.1846,4,0,0,1,0,4,1,0,321
1,2.1761,3,10,9,1,3.28,1,2,10,90
2,0.61322,4,9,10,2,2.65,1,1,9,99
1,1.6143,2,10,10,1,1.9,2,1,10,100
0,2.3286,2,10,10,1,0.33,1,2,10,136
2,3.1623,4,9,9,1,1.25,3,2,9,95
1,2.2405,2,0,0,1,0,4,1,0,120
1,1.6593,2,10,10,1,0.75,1,1,10,90
1,2.7075,3,10,9,1,2.14,3,1,9,125
1,2.5604,2,10,10,1,0.31,4,1,10,120
2,1.344,6,10,10,1,2.12,2,4,10,218
1,7.5256,4,10,9,1.5,3.52,1,1,10,130
2,3.527,4,10,10,1,0.22,1,0,10,155
2,2.1852,2,0,0,1,0,2,1,0,89
1,2.4858,2,10,9,1,0.13,4,1,10,105
2,7.2145,4,0,0,1,0,1,1,0,115
1,2.1583,3,10,10,1,0.29,4,1,10,65
2,2.5016,3,10,8,1,0.95,2,1,10,111
1,2.1801,4,9,9,1,0.17,1,2,10,70
1,7.1923,4,10,9,1,1.3,2,2,10,74
1,2.4781,2,9,10,1,2.59,3,1,10,90
1,3.9158,2,10,9,2,1.89,1,2,10,206
2,0.43132,4,0,0,2,0,3,1,0,350
2,2.466,4,0,0,1,0,4,1,0,139
0,2.843,2,10,10,1,2,2,1,10,90
1,1.2588,2,10,10,1,0.47,2,2,10,220
3,4.6837,4,10,8,1,0.35,1,2,9,195
1,2.2155,2,10,8,1,0.27,4,1,10,111
2,3.7839,3,10,9,1.5,1.01,2,2,10,119
1,1.1593,4,9,10,1,2.79,2,1,9,206
1,2.0256,2,0,0,1,0,1,1,0,79
1,3.7498,2,10,10,1,2.9,2,0,10,120
1,3.7704,2,10,10,1.5,0.09,4,1,10,50
2,0.58621,4,10,10,1.5,2.49,3,4,9,219
1,2.6341,2,10,10,1,0.55,2,1,10,90
2,1.0658,4,10,10,1,0.36,2,2,10,191
1,2.9889,3,10,8,1,2.39,3,2,9,125
1,1.6412,2,10,10,1,0.77,2,1,10,150
1,2.7921,2,0,0,1,0,4,1,0,70
2,2.1231,2,10,9,1,0.23,3,2,10,115
2,1.7706,4,9,9,1.5,0.55,1,2,7,208
1,3.7084,2,8,8,1,0.16,4,1,8,90
1,2.8626,2,9,9,1,1.73,2,0,10,79
1,2.2413,4,6,8,1,0.21,4,1,8,100
2,2.9768,4,0,0,1,0,4,1,0,160
2,1.4531,5,10,10,1,0.45,3,4,10,226
2,4.0596,4,10,9,1,0.7,2,2,10,111
1,0.73779,2,10,10,1,0.78,3,1,10,155
1,2.6025,2,10,9,1,1.98,1,1,10,115
1,2.9244,3,10,8,1,0.85,1,2,10,78
2,2.8334,4,10,9,1,0.17,3,1,9,149
1,3.2722,2,9,8,1.5,0.42,3,1,9,50
1,1.7731,2,8,9,1,0.36,4,1,7,99
2,2.9695,3,10,9,1,0.4,2,2,10,89
2,1.3176,4,10,9,1,0.71,1,4,10,150
0,1.8685,2,10,10,1,0.16,4,1,10,150
1,3.0924,2,10,10,1,1,2,1,10,50
1,2.8578,2,10,9,1,0.55,4,1,10,105
1,0.75228,4,10,10,1,2.54,1,4,10,150
1,3.0581,1,9,9,1,0.58,1,1,9,80
1,1.4893,2,0,0,1.5,0,1,1,0,120
1,2.028,3,10,10,1,0.85,2,2,10,59
1,2.0622,4,10,10,1,1.02,2,2,10,195
2,3.4017,4,10,8,1,1.55,3,1,9,160
2,4.8045,4,10,10,1,0.07,1,1,10,159
1,2.2148,2,10,9,1,3.55,3,1,9,105
1,1.4443,2,10,10,1.5,1.78,2,1,10,110
0,1.5135,2,8,10,1,0.05,4,1,10,95
2,1.8904,2,10,10,1,0.13,4,1,10,95
3,5.6267,5,10,10,1.5,0.47,2,1,10,251
1,0.35109,1,10,10,1.5,1.5,2,1,8,90
2,1.9046,7,10,8,1,0.42,1,2,9,140
0,1.6595,2,10,10,1,6,1,1,10,96
1,0.99413,4,8,10,1,0.27,4,2,8,100
3,3.4792,6,0,0,1,0,4,1,0,300
1,1.4773,2,10,10,1,0.36,4,1,8,99
1,1.4188,2,0,0,1,0,3,1,0,70
1,1.9818,4,9,10,1,0.44,4,2,9,120
1,4.1793,2,9,8,1,1.77,3,1,9,98
1,2.181,2,9,9,1,0.62,3,2,10,136
2,1.5005,2,0,0,1,0,4,1,0,171
1,2.7894,2,10,9,1,0.43,3,1,10,100
1,1.3885,2,10,10,1,0.12,1,1,10,70
1,2.7238,4,10,8,1,0.34,1,2,10,99
1,0.86397,2,10,10,1,1,2,1,10,100
1,2.7847,2,8,6,0.5,0.13,4,1,2,79
1,3.0695,2,0,0,1,0,4,1,0,50
1,2.0712,2,10,10,1,0.62,2,1,10,115
3,4.0984,4,10,9,1,0.3,4,4,10,140
1,5.6128,4,9,9,1,1.81,2,2,9,70
1,2.1582,2,10,10,1,0.36,3,1,10,120
1,1.0045,2,10,10,1,2.1,3,2,10,100
1,1.4772,2,9,10,1,0.6,4,0,10,140
1,2.3617,2,0,0,1,0,2,1,0,111
1,2.5914,2,0,0,1,0,1,1,0,80
1,1.0746,3,10,10,1,1.26,3,2,10,130
1,2.8344,2,10,10,1,0.17,3,1,10,80
1,3.0576,4,0,0,1,0,1,2,0,75
2,2.9289,3,10,10,1.5,0.33,4,1,10,150
3,10,6,10,10,2,0.42,3,4,9,171
1,5.2915,2,9,9,1,4.46,3,1,9,68
4,2.8351,6,10,10,2.5,1.76,1,2,9,120
3,3.5985,4,0,0,1,0,3,1,0,111
1,1.4308,2,10,9,1,1.79,1,0,10,195
1,1.1182,2,10,10,1.5,0.7,4,1,9,90
2,0.74744,4,2,6,1.5,0.32,1,2,2,203
1,0.76248,1,10,10,1,2.71,3,1,10,85
4,7.8476,4,10,10,1,1.2,2,0,9,159
2,3.1159,4,10,10,1,0.43,2,3,10,111
1,2.6406,2,10,9,1,0.44,4,2,10,120
3,1.2551,4,10,10,2.5,0.77,1,4,10,297
1,3.572,2,9,9,1,0.33,2,1,9,65
2,3.4033,4,10,10,1,0.42,3,2,10,105
2,2.5941,4,10,10,1.5,0.16,4,2,10,120
1,3.1586,2,8,8,1,0.62,3,1,8,30
1,2.1047,2,10,10,1,1,1,1,10,100
1,3.3596,2,10,9,1,0.93,2,2,10,300
1,2.9111,2,9,10,1,1.05,3,2,9,50
1,1.3928,2,9,9,1.5,1.58,2,1,9,95
1,2.8768,2,0,0,1,0,4,1,0,130
1,0.59754,2,10,10,1,1.53,1,2,10,100
1,5.096,2,0,0,1,0,4,1,0,125
4,5.0433,6,10,9,1.5,0.38,2,1,10,130
1,1.826,2,10,10,1,0.27,4,1,10,150
1,1.7089,4,9,10,2,1.07,2,1,10,150
2,0.90846,4,9,10,1.5,3.53,1,2,9,189
3,3.5372,4,9,9,1,0.26,4,1,9,160
3,1.8943,4,10,10,1.5,0.64,1,2,10,110
2,0.66597,4,9,10,1.5,4.29,2,1,10,289
1,2.3616,2,10,10,1,1.39,3,1,10,125
1,2.0911,2,10,10,1,1.49,2,1,10,75
3,1.9773,6,10,9,1,0.74,2,4,10,175
1,3.0309,2,8,9,1,0.28,2,1,9,129
1,2.4487,2,10,10,1,1,1,1,10,89
1,2.4587,4,10,9,1,1.1,1,2,10,120
1,2.6001,2,7,7,1,1.76,2,1,9,89
0,2.0118,2,9,10,1,0.95,2,1,9,99
1,2.3547,2,10,10,1,0.19,2,1,10,130
