accommodates,bathrooms,cleaning_fee,distance_to_dam,bedrooms,minimum_nights,review_scores_location,beds,reviews_per_month,review_scores_communication
1.6,2.6875,2.28205128205,1.76081359423,1.9,1.03603603604,10.0,1.5625,1.16163265306,10.0
1.6,2.13,1.64102564103,2.38491246138,1.9,1.00900900901,9.1,1.5625,3.37306122449,10.0
1.6,2.13,1.0,2.78578784758,1.9,1.01801801802,9.1,1.5625,3.08653061224,9.1
3.4,2.13,1.51282051282,6.86791967044,1.9,1.0,7.3,2.6875,1.91836734694,8.2
1.6,2.13,1.89743589744,1.37229660144,1.9,1.00900900901,10.0,1.5625,2.09469387755,10.0
2.8,3.25,1.64102564103,1.6596292482,2.8,1.00900900901,10.0,2.13,1.94040816327,10.0
1.6,2.13,1.38461538462,4.50283213182,1.9,1.01801801802,1.0,1.5625,1.73469387755,1.0
2.8,2.13,1.89743589744,2.40576725026,2.8,1.01801801802,10.0,2.13,1.13224489796,10.0
1.6,2.13,1.76923076923,2.79042224511,1.9,1.00900900901,10.0,1.5625,1.28653061224,10.0
1.6,2.13,2.02564102564,4.80097837281,1.9,1.01801801802,1.0,1.5625,1.0,1.0
1.6,2.13,1.30769230769,3.23455200824,1.9,1.00900900901,1.0,1.5625,1.0,1.0
2.8,2.13,1.64102564103,6.93434603502,2.8,1.04504504505,1.0,2.13,1.0,1.0
4.0,2.13,1.0,3.80072090628,1.9,1.01801801802,1.0,4.38,1.0,1.0
2.8,2.13,1.51282051282,3.98223480947,2.8,1.0,1.0,2.13,1.73469387755,1.0
1.6,2.13,1.89743589744,1.55844490216,1.0,1.00900900901,10.0,2.13,2.69714285714,10.0
2.2,2.13,1.76923076923,3.3535015448,2.8,1.02702702703,9.1,2.6875,1.13959183673,10.0
1.6,2.13,1.0,2.8877445932,1.0,1.01801801802,9.1,1.5625,1.22775510204,10.0
1.6,2.13,1.51282051282,2.29067971164,1.9,1.01801801802,10.0,1.5625,3.76979591837,10.0
1.6,2.13,1.46153846154,3.49716786818,1.9,1.01801801802,1.0,1.5625,1.0,1.0
2.8,2.13,1.51282051282,2.65988671473,2.8,1.00900900901,10.0,2.13,1.73469387755,10.0
2.8,2.13,2.15384615385,1.43022657055,2.8,1.05405405405,10.0,2.6875,2.21959183673,10.0
1.6,2.13,1.64102564103,2.98352214212,1.9,1.0,9.1,1.5625,3.1306122449,10.0
2.8,2.13,2.02564102564,2.93486096807,2.8,1.01801801802,1.0,2.13,1.0,1.0
1.6,2.13,1.38461538462,2.89237899073,1.9,1.0,10.0,1.5625,2.52816326531,10.0
2.8,2.13,1.0,1.34217301751,1.9,1.00900900901,10.0,3.25,4.15918367347,10.0
2.8,2.13,3.05128205128,1.71910401648,3.7,1.01801801802,1.0,2.6875,1.0,1.0
3.4,2.13,2.02564102564,2.77574665294,3.7,1.00900900901,1.0,3.8125,1.0,1.0
2.8,2.6875,2.28205128205,2.59346035015,2.8,1.00900900901,10.0,2.13,1.43346938776,10.0
1.6,2.13,1.0,2.96343975283,1.9,1.0,1.0,2.13,1.0,1.0
1.6,2.13,1.76923076923,3.00283213182,1.9,1.00900900901,10.0,1.5625,1.68326530612,10.0
2.8,2.13,1.89743589744,2.79428424305,2.8,1.00900900901,9.1,2.13,2.15346938776,10.0
2.8,2.6875,2.92307692308,3.58135942327,3.7,1.00900900901,1.0,3.25,1.0,1.0
1.6,2.13,1.76923076923,3.03218331617,1.9,1.0,8.2,1.5625,2.65306122449,10.0
1.6,2.13,1.0,2.45829042225,1.0,1.01801801802,9.1,1.5625,1.67591836735,10.0
2.8,2.13,2.02564102564,3.84165808445,3.7,1.0,10.0,2.6875,1.52897959184,10.0
1.6,2.13,1.0,3.20983522142,1.9,1.00900900901,10.0,2.13,3.84326530612,10.0
1.6,2.13,1.38461538462,4.97554067971,1.9,1.0,9.1,1.5625,2.90285714286,10.0
2.8,3.25,1.89743589744,3.50025746653,2.8,1.00900900901,10.0,2.13,1.36734693878,10.0
1.6,1.5625,1.38461538462,3.72039134912,1.9,1.00900900901,9.1,2.13,1.67591836735,10.0
1.6,2.13,1.12820512821,5.07286302781,1.9,1.0,9.1,2.13,6.45142857143,10.0
2.8,2.13,1.0,2.008753862,1.9,1.03603603604,9.1,2.13,1.51428571429,10.0
1.0,2.13,1.51282051282,3.5411946447,1.9,1.01801801802,8.2,1.5625,1.12489795918,10.0
1.6,2.13,1.51282051282,5.42198764161,2.8,1.00900900901,9.1,2.13,2.24163265306,10.0
2.8,2.13,2.02564102564,2.99742533471,2.8,1.01801801802,9.1,2.6875,2.4693877551,10.0
1.6,1.0,1.0,2.70005149331,1.9,1.0,10.0,1.0,1.03673469388,10.0
1.6,2.13,2.0,3.45545829042,1.9,1.00900900901,1.0,1.5625,1.0,1.0
3.4,2.13,2.28205128205,3.08084449022,3.7,1.02702702703,10.0,3.8125,1.76408163265,10.0
1.6,2.13,1.0,3.00823892894,1.9,1.0,1.0,1.5625,1.0,1.0
1.6,2.13,1.0,1.59011328527,1.0,4.27927927928,10.0,1.5625,1.24979591837,10.0
2.8,2.13,1.76923076923,2.45674562307,2.8,1.0,9.1,1.5625,2.44,9.1
2.8,2.13,1.0,1.56694129763,1.9,1.01801801802,10.0,2.6875,2.86612244898,10.0
1.6,2.13,2.15384615385,3.06848609681,1.9,1.00900900901,9.1,1.5625,1.08816326531,9.1
2.8,2.13,1.0,2.89392378991,1.0,1.00900900901,9.1,3.25,3.61551020408,10.0
2.2,2.13,1.76923076923,1.89830072091,1.9,1.0,9.1,1.5625,1.44081632653,9.1
1.6,2.13,1.0,2.27214212152,1.9,1.00900900901,10.0,1.5625,1.6612244898,10.0
1.6,2.13,1.64102564103,1.73532440783,1.9,1.05405405405,1.0,1.5625,1.0,1.0
2.2,2.13,1.51282051282,2.18254376931,2.8,1.03603603604,10.0,2.6875,1.32326530612,10.0
1.6,2.13,2.28205128205,2.44515962925,1.9,1.01801801802,10.0,1.5625,1.15428571429,10.0
3.4,2.13,1.64102564103,3.07312049434,3.7,1.01801801802,10.0,3.8125,1.61714285714,10.0
1.6,2.13,2.02564102564,2.22888774459,1.9,1.00900900901,9.1,1.5625,1.75673469388,10.0
1.6,2.13,1.0,3.18743563337,1.0,1.00900900901,10.0,1.5625,1.73469387755,9.1
2.8,3.8125,2.41025641026,3.53810504634,2.8,1.08108108108,1.0,2.13,1.0,1.0
1.6,2.13,1.51282051282,2.69541709578,2.8,1.01801801802,9.1,2.13,1.21306122449,10.0
2.8,2.13,2.28205128205,2.22966014418,2.8,1.00900900901,1.0,3.8125,1.0,1.0
2.8,2.13,1.89743589744,2.71704428424,1.9,1.00900900901,8.2,2.13,1.15428571429,6.4
2.8,2.6875,1.0,2.05664263646,1.9,1.00900900901,10.0,3.25,4.79102040816,10.0
1.6,3.25,3.02564102564,2.42584963955,2.8,1.01801801802,1.0,1.5625,1.0,1.0
2.8,2.6875,2.28205128205,3.17662203913,3.7,1.00900900901,10.0,2.6875,1.6612244898,10.0
1.6,2.13,1.76923076923,3.01982492276,1.9,1.01801801802,8.2,1.5625,1.73469387755,10.0
1.6,2.13,1.38461538462,2.72090628218,1.9,1.02702702703,9.1,1.5625,1.56571428571,10.0
1.6,2.13,1.89743589744,2.3964984552,1.9,1.01801801802,10.0,1.5625,1.19836734694,10.0
1.6,2.13,1.0,2.83753861998,2.8,1.01801801802,8.2,1.5625,1.78612244898,9.1
1.6,2.13,1.51282051282,2.00566426365,1.9,1.00900900901,10.0,1.5625,1.16163265306,9.1
1.6,2.13,1.76923076923,3.40139031926,1.9,1.0,9.1,1.5625,1.69795918367,10.0
1.6,2.13,1.25641025641,3.1464984552,1.9,1.0,9.1,1.5625,2.7706122449,10.0
1.6,2.13,1.76923076923,1.90370751802,1.0,1.00900900901,10.0,2.13,3.73306122449,10.0
1.6,3.25,1.0,2.87075180227,1.9,1.00900900901,9.1,1.5625,3.29959183673,9.1
1.6,2.13,1.76923076923,2.07054582904,1.9,1.01801801802,10.0,1.5625,1.57306122449,10.0
2.2,2.13,2.28205128205,4.01004119464,2.8,1.02702702703,8.2,2.13,1.11020408163,9.1
2.8,2.6875,2.15384615385,1.61096807415,2.8,1.01801801802,10.0,3.25,1.24979591837,10.0
1.6,2.13,1.38461538462,1.87976313079,1.9,1.00900900901,10.0,1.5625,1.66857142857,10.0
1.6,2.13,1.0,2.07209062822,1.0,1.01801801802,9.1,1.5625,1.12489795918,10.0
2.8,2.13,2.28205128205,2.6166323378,2.8,1.00900900901,10.0,2.13,1.50693877551,10.0
2.8,2.13,1.89743589744,2.31462409887,2.8,1.00900900901,1.0,2.13,1.0,1.0
2.8,2.6875,2.66666666667,1.9307415036,2.8,1.05405405405,10.0,2.6875,1.6612244898,9.1
2.8,2.13,1.76923076923,8.65834191555,2.8,1.0,8.2,2.6875,4.67346938776,10.0
1.6,2.13,1.38461538462,6.06462409887,1.9,1.00900900901,7.3,1.5625,1.67591836735,10.0
1.6,2.13,1.64102564103,3.12178166838,1.0,1.01801801802,8.2,1.5625,2.87346938776,9.1
5.2,3.25,1.64102564103,3.90731204943,4.6,1.03603603604,10.0,5.5,1.03673469388,10.0
1.6,2.13,1.89743589744,2.30458290422,1.9,1.00900900901,10.0,1.5625,1.16163265306,10.0
2.2,2.13,2.02564102564,2.33779608651,1.9,1.0,10.0,1.5625,1.73469387755,10.0
1.6,2.13,1.89743589744,2.53630278064,1.9,1.01801801802,10.0,1.5625,1.63918367347,10.0
1.6,2.13,1.64102564103,3.47476828012,1.9,1.00900900901,1.0,1.5625,1.0,1.0
2.8,2.13,1.51282051282,2.6807415036,2.8,1.00900900901,9.1,2.13,1.27918367347,10.0
2.8,2.13,1.89743589744,2.65293511843,2.8,1.00900900901,7.3,2.13,2.4693877551,10.0
1.6,2.13,1.76923076923,1.60478887745,1.9,1.01801801802,10.0,1.5625,1.27183673469,10.0
1.6,2.13,1.76923076923,2.48455200824,1.9,1.0,9.1,1.5625,2.08,10.0
1.6,2.13,1.89743589744,2.96035015448,1.9,1.00900900901,9.1,1.5625,1.36734693878,10.0
2.8,3.25,2.28205128205,3.65937178167,3.7,1.00900900901,9.1,3.25,2.24897959184,10.0
2.2,2.13,1.76923076923,2.1640061792,2.8,1.02702702703,9.1,2.13,1.78612244898,9.1
1.6,1.5625,1.0,3.017507724,1.9,1.00900900901,1.0,2.13,1.0,1.0
1.6,2.13,2.02564102564,1.995623069,1.0,1.00900900901,10.0,1.5625,4.35755102041,10.0
2.8,2.13,1.89743589744,2.41735324408,2.8,1.01801801802,10.0,2.13,1.92571428571,10.0
1.6,2.13,2.28205128205,2.62821833162,1.9,1.00900900901,1.0,1.5625,1.0,1.0
2.2,2.13,1.0,2.85607621009,1.9,1.00900900901,9.1,2.13,4.53387755102,10.0
1.6,2.13,1.0,6.67250257467,1.9,1.0,8.2,1.5625,1.44081632653,9.1
1.6,2.13,2.28205128205,3.12950566426,1.9,1.01801801802,1.0,1.5625,1.0,1.0
1.6,2.13,1.0,2.4420700309,1.0,1.03603603604,10.0,1.5625,1.73469387755,10.0
3.4,2.13,1.0,2.4482492276,2.8,1.0,9.1,3.25,1.3306122449,10.0
2.8,2.6875,1.89743589744,1.92996910402,1.9,1.00900900901,10.0,2.13,2.12408163265,9.1
2.8,2.13,1.0,3.89340885685,3.7,1.00900900901,9.1,2.6875,1.43346938776,9.1
1.6,2.13,1.76923076923,3.39134912461,1.9,1.00900900901,9.1,1.5625,2.19020408163,10.0
2.8,2.13,1.51282051282,2.91168898043,2.8,1.00900900901,10.0,2.13,1.26448979592,10.0
2.8,2.6875,1.89743589744,4.33135942327,2.8,1.00900900901,9.1,2.13,3.52,9.1
1.6,2.13,1.0,4.22167868177,1.9,1.00900900901,8.2,2.13,1.72,10.0
1.6,2.13,1.76923076923,3.90576725026,1.9,1.0,1.0,1.5625,1.0,1.0
2.8,2.13,2.02564102564,4.17224510814,2.8,1.05405405405,1.0,2.13,1.0,1.0
2.8,2.13,1.89743589744,2.14855818744,2.8,1.00900900901,9.1,2.13,1.77142857143,10.0
1.6,2.13,1.64102564103,2.77265705458,1.9,1.01801801802,9.1,1.5625,1.25714285714,9.1
1.6,2.13,1.89743589744,1.2263130793,1.9,1.00900900901,10.0,1.5625,1.31591836735,6.4
1.6,2.13,1.38461538462,1.80097837281,1.9,1.00900900901,10.0,1.5625,2.89551020408,9.1
1.6,2.13,1.51282051282,2.11071060762,1.9,1.0,10.0,1.5625,2.52081632653,9.1
2.2,2.13,2.02564102564,4.06565396498,2.8,1.0,10.0,2.13,1.91102040816,10.0
1.6,1.5625,1.38461538462,2.81745623069,1.9,1.00900900901,9.1,1.5625,2.21959183673,10.0
3.4,3.25,1.76923076923,7.45030895984,3.7,1.03603603604,10.0,3.25,1.36,10.0
1.6,2.13,2.28205128205,2.67610710608,1.9,1.00900900901,9.1,1.5625,1.56571428571,10.0
1.6,2.13,3.02564102564,2.03192584964,1.9,1.01801801802,10.0,1.5625,1.92571428571,10.0
2.8,2.13,1.89743589744,3.86869207003,2.8,1.02702702703,9.1,2.13,1.63183673469,10.0
1.6,2.13,1.51282051282,2.53012358393,1.0,1.00900900901,10.0,1.5625,2.32244897959,10.0
2.8,2.13,2.53846153846,2.74253347065,3.7,1.00900900901,10.0,3.25,1.73469387755,10.0
2.8,2.13,1.89743589744,3.72966014418,2.8,1.00900900901,9.1,2.13,1.34530612245,10.0
2.8,2.13,1.76923076923,1.44335736354,1.9,1.00900900901,10.0,2.6875,1.74204081633,10.0
1.6,2.6875,1.89743589744,2.72167868177,1.9,1.00900900901,9.1,1.5625,1.35265306122,10.0
1.6,2.13,1.76923076923,2.74871266735,1.9,1.0,9.1,1.5625,1.20571428571,10.0
1.6,2.13,1.0,3.76364572606,1.9,1.0,1.0,1.5625,1.0,1.0
1.6,2.13,1.76923076923,2.55484037075,1.9,1.00900900901,10.0,1.5625,2.4693877551,10.0
2.8,2.6875,2.02564102564,4.33908341916,3.7,1.01801801802,1.0,2.13,1.0,1.0
1.6,2.13,1.64102564103,2.27523171988,1.9,1.00900900901,9.1,1.5625,4.6293877551,10.0
2.8,3.25,1.89743589744,2.70777548919,3.7,1.00900900901,1.0,3.25,1.0,1.0
1.6,2.13,1.89743589744,2.85607621009,1.9,1.00900900901,10.0,1.5625,2.01387755102,10.0
1.6,2.13,1.38461538462,3.83779608651,1.9,1.00900900901,9.1,1.5625,2.19020408163,10.0
1.6,2.13,1.0,5.88697219361,1.0,1.02702702703,9.1,1.5625,2.69714285714,10.0
1.6,1.0,1.0,4.60710607621,1.9,1.01801801802,6.4,2.13,1.08081632653,10.0
1.6,2.13,1.89743589744,2.96343975283,1.9,1.00900900901,10.0,1.5625,1.22775510204,10.0
1.6,2.13,1.64102564103,2.28372811535,1.9,1.00900900901,9.1,1.5625,1.40408163265,10.0
2.8,2.13,1.89743589744,2.47760041195,2.8,1.00900900901,10.0,2.13,1.81551020408,10.0
2.2,2.13,1.0,2.33393408857,1.9,1.0,10.0,1.5625,4.5412244898,10.0
2.8,2.13,2.53846153846,1.34217301751,3.7,1.00900900901,10.0,3.25,3.99755102041,10.0
2.8,2.13,1.0,2.53630278064,2.8,1.0,9.1,2.13,2.29306122449,10.0
2.8,2.13,1.0,4.14675592173,3.7,1.06306306306,1.0,3.25,1.0,1.0
1.6,2.13,1.20512820513,2.75489186406,1.9,1.11711711712,8.2,1.5625,1.09551020408,10.0
2.8,2.13,2.28205128205,2.60195674562,2.8,1.00900900901,9.1,2.13,2.17551020408,10.0
2.8,2.13,2.28205128205,2.89083419156,2.8,1.01801801802,10.0,2.13,2.0212244898,10.0
2.2,2.13,1.89743589744,3.30638516993,2.8,1.0,9.1,2.13,3.2187755102,10.0
1.6,2.13,1.89743589744,2.51776519053,1.9,1.00900900901,10.0,1.5625,1.89632653061,9.1
2.8,2.13,1.76923076923,3.19670442842,1.9,1.0,7.3,2.13,2.83673469388,9.1
2.8,2.13,2.28205128205,2.09526261586,1.9,1.00900900901,8.2,1.5625,3.27755102041,8.2
1.6,2.13,1.38461538462,2.59423274974,1.9,1.0,9.1,1.5625,1.83755102041,10.0
1.6,2.13,1.0,4.77471678682,1.9,1.0,9.1,1.5625,5.37142857143,10.0
1.6,2.13,1.64102564103,1.19232749743,1.0,1.02702702703,10.0,2.13,1.86693877551,10.0
1.6,2.13,1.25641025641,4.06951596292,1.9,1.0,9.1,1.5625,2.1387755102,9.1
1.6,2.13,1.0,3.02600411946,1.9,1.01801801802,9.1,1.5625,1.73469387755,10.0
2.8,2.13,3.05128205128,3.81771369722,2.8,1.00900900901,9.1,2.13,1.44081632653,9.1
1.6,2.13,2.02564102564,2.06591143151,1.9,1.01801801802,10.0,1.5625,2.93959183673,10.0
4.0,2.13,2.92307692308,3.53038105046,3.7,1.01801801802,8.2,4.38,1.40408163265,10.0
1.6,2.13,2.0,3.79454170958,1.9,1.01801801802,1.0,1.5625,1.0,1.0
1.6,2.13,1.64102564103,1.80097837281,1.9,1.01801801802,10.0,1.5625,1.34530612245,10.0
1.6,2.13,2.15384615385,2.73867147271,1.9,1.00900900901,1.0,1.5625,1.0,1.0
2.8,2.13,1.76923076923,2.89701338826,1.9,1.0,1.0,2.6875,1.0,1.0
2.8,2.6875,1.0,1.91606591143,2.8,1.0,9.1,3.25,2.44734693878,10.0
1.6,3.25,1.0,4.86972193615,1.9,1.0,9.1,1.5625,1.55836734694,10.0
1.6,2.13,1.64102564103,3.23918640577,1.9,1.01801801802,9.1,1.5625,2.20489795918,10.0
7.6,2.13,1.0,3.26776519053,6.4,1.00900900901,8.2,7.75,3.12326530612,9.1
2.2,2.13,1.64102564103,3.81694129763,2.8,1.00900900901,9.1,2.13,1.28653061224,10.0
1.6,2.13,1.51282051282,2.6096807415,1.0,1.01801801802,9.1,1.5625,2.40326530612,10.0
4.0,3.25,2.79487179487,3.8061277034,4.6,1.01801801802,10.0,4.38,1.23510204082,10.0
1.6,2.13,1.0,3.4570030896,1.9,1.01801801802,1.0,1.5625,1.0,1.0
1.6,2.13,1.51282051282,3.32415036045,1.9,1.01801801802,9.1,1.5625,1.59510204082,10.0
2.8,2.6875,2.28205128205,2.64057672503,2.8,1.02702702703,10.0,2.6875,1.38204081633,10.0
5.2,3.25,1.0,2.74794026777,3.7,1.01801801802,9.1,4.38,2.50612244898,9.1
1.6,2.13,1.76923076923,2.95726055613,1.9,1.0,10.0,1.5625,1.15428571429,10.0
4.0,2.6875,2.92307692308,5.7973738414,2.8,1.05405405405,1.0,2.13,1.0,1.0
1.0,2.13,1.0,3.00592173018,1.9,1.04504504505,8.2,1.5625,1.22775510204,9.1
2.8,2.13,1.89743589744,2.0280638517,2.8,1.01801801802,10.0,2.6875,1.13959183673,10.0
1.6,2.13,2.66666666667,2.75643666323,1.9,1.01801801802,10.0,2.13,1.65387755102,10.0
1.6,2.13,1.64102564103,3.1789392379,1.9,1.0,9.1,1.5625,1.56571428571,10.0
2.8,2.13,2.0,2.90628218332,2.8,1.02702702703,9.1,2.13,1.7787755102,9.1
2.2,2.13,1.64102564103,2.21884654995,1.9,1.00900900901,9.1,2.6875,1.74204081633,10.0
1.6,2.13,1.89743589744,2.95339855819,1.9,1.00900900901,10.0,1.5625,1.7493877551,10.0
1.6,2.13,1.0,3.50720906282,1.9,1.00900900901,8.2,1.5625,1.09551020408,10.0
1.6,2.13,1.51282051282,2.97579814624,1.9,1.01801801802,8.2,1.5625,1.11020408163,10.0
2.2,2.13,1.76923076923,1.22090628218,1.9,1.00900900901,10.0,1.5625,3.20408163265,10.0
1.6,2.13,1.64102564103,2.7263130793,1.9,1.01801801802,9.1,1.5625,1.36734693878,10.0
2.8,2.13,2.28205128205,2.8429454171,2.8,1.01801801802,10.0,2.13,1.77142857143,10.0
2.8,2.6875,1.89743589744,3.29479917611,2.8,1.00900900901,9.1,3.25,1.38204081633,10.0
4.0,3.25,1.0,4.52832131823,4.6,1.0,1.0,3.25,1.0,1.0
1.6,2.13,1.76923076923,1.98635427394,1.9,1.01801801802,10.0,2.13,3.40979591837,10.0
1.6,2.13,2.02564102564,3.02136972194,1.9,1.00900900901,10.0,1.5625,1.33795918367,10.0
1.0,2.13,1.51282051282,2.87538619979,1.9,1.00900900901,10.0,1.5625,1.43346938776,10.0
1.6,2.6875,1.41025641026,4.49356333677,1.9,1.00900900901,10.0,1.5625,1.83755102041,10.0
1.6,2.13,1.51282051282,2.05046343975,1.9,1.01801801802,10.0,1.5625,3.20408163265,10.0
1.6,2.13,1.0,5.57955715757,1.9,1.02702702703,10.0,1.5625,1.31591836735,10.0
1.6,2.13,1.0,2.43820803296,1.9,1.0,10.0,1.5625,1.79346938776,10.0
1.0,2.13,1.0,1.77394438723,1.9,1.0,10.0,1.5625,3.44653061224,10.0
2.8,3.25,2.02564102564,1.43640576725,2.8,1.01801801802,10.0,2.13,1.72734693878,10.0
1.6,2.13,1.0,3.71112255407,1.9,1.0,9.1,1.5625,1.72,10.0
1.6,2.13,1.38461538462,2.64134912461,1.9,1.01801801802,1.0,1.5625,1.0,1.0
2.8,2.13,2.53846153846,1.7306900103,2.8,1.0,10.0,2.13,1.95510204082,10.0
1.6,2.13,1.89743589744,3.82157569516,1.9,1.00900900901,1.0,1.5625,1.0,1.0
2.2,2.13,1.51282051282,2.45597322348,1.9,1.01801801802,9.1,2.13,1.27918367347,9.1
2.8,2.6875,2.28205128205,1.65885684861,2.8,1.01801801802,10.0,2.13,1.96244897959,10.0
1.6,2.13,1.64102564103,3.73970133883,1.9,1.00900900901,9.1,1.5625,3.27755102041,10.0
2.2,2.13,1.38461538462,4.82878475798,1.9,1.0,10.0,2.13,3.16,10.0
2.8,2.13,2.25641025641,6.86869207003,2.8,1.00900900901,1.0,2.6875,1.0,1.0
1.6,2.13,2.02564102564,3.09938208033,1.9,1.00900900901,10.0,1.5625,1.07346938776,10.0
2.2,2.13,1.64102564103,3.03450051493,1.9,1.02702702703,9.1,2.13,1.60979591837,10.0
2.8,3.25,2.53846153846,3.27935118435,2.8,1.00900900901,10.0,2.13,1.44816326531,10.0
1.6,2.13,1.89743589744,1.23326467559,1.0,1.00900900901,1.0,1.5625,1.0,1.0
2.8,2.13,1.89743589744,3.70494335736,1.9,1.00900900901,9.1,2.13,1.95510204082,9.1
4.0,2.13,2.53846153846,1.21627188465,1.9,1.00900900901,10.0,2.6875,1.21306122449,10.0
2.8,2.13,1.0,4.07183316169,2.8,1.00900900901,1.0,2.13,1.0,1.0
1.6,2.13,2.53846153846,2.06977342945,1.9,1.00900900901,10.0,2.13,1.37469387755,10.0
2.2,2.13,2.0,3.55895983522,1.9,1.0,8.2,1.5625,2.39591836735,10.0
2.8,2.13,2.28205128205,5.52548918641,3.7,1.11711711712,1.0,3.25,1.0,1.0
1.6,2.13,1.0,3.20829042225,1.9,1.0,9.1,1.5625,5.10693877551,10.0
2.8,3.8125,1.89743589744,2.17559217302,3.7,1.00900900901,1.0,2.6875,1.0,1.0
1.6,2.13,1.89743589744,2.45983522142,1.9,1.00900900901,10.0,1.5625,1.58775510204,9.1
2.8,2.13,2.28205128205,2.26441812564,2.8,1.01801801802,10.0,3.25,1.88163265306,10.0
1.6,2.13,1.89743589744,2.24356333677,1.9,1.00900900901,10.0,1.5625,1.17632653061,10.0
1.6,2.13,1.38461538462,3.04917610711,2.8,1.00900900901,9.1,1.5625,1.25714285714,10.0
2.8,2.13,1.51282051282,3.03063851699,2.8,1.00900900901,10.0,2.13,1.84489795918,10.0
1.6,2.13,1.38461538462,2.44438722966,1.9,1.00900900901,10.0,1.5625,1.29387755102,10.0
1.6,2.13,1.0,2.79273944387,1.9,1.01801801802,10.0,1.5625,1.42612244898,10.0
1.6,2.13,1.0,2.86688980433,2.8,1.00900900901,10.0,1.5625,1.28653061224,10.0
1.6,2.13,2.02564102564,1.88439752832,1.9,1.01801801802,1.0,1.5625,1.0,1.0
1.6,2.13,2.28205128205,3.23995880536,1.9,1.05405405405,1.0,1.5625,1.0,1.0
1.6,2.13,2.53846153846,1.33058702369,1.9,1.00900900901,10.0,2.13,1.60979591837,9.1
1.6,2.13,1.48717948718,2.95417095778,1.9,1.0,10.0,1.5625,3.05714285714,10.0
2.2,2.13,1.38461538462,4.10813594233,2.8,1.00900900901,9.1,2.13,1.6612244898,10.0
4.0,2.6875,2.53846153846,2.43589083419,3.7,1.01801801802,10.0,3.25,1.59510204082,10.0
1.6,2.13,1.25641025641,3.10092687951,2.8,1.00900900901,1.0,1.5625,1.0,1.0
1.6,2.13,1.51282051282,1.88980432544,1.9,1.01801801802,10.0,1.5625,2.99102040816,10.0
1.6,2.13,1.64102564103,3.76905252317,1.9,1.0,1.0,1.5625,1.0,1.0
1.6,2.13,1.25641025641,5.34783728115,2.8,1.00900900901,1.0,3.25,1.0,1.0
2.8,2.13,1.0,4.491246138,2.8,1.00900900901,8.2,2.13,1.48489795918,10.0
1.6,2.13,2.02564102564,2.43202883625,1.9,1.02702702703,9.1,1.5625,1.47755102041,10.0
1.6,2.13,1.89743589744,3.65473738414,1.9,1.01801801802,9.1,1.5625,1.83755102041,10.0
1.6,2.13,1.0,2.49304840371,1.9,1.0,1.0,1.5625,1.0,1.0
1.6,2.13,1.0,2.25514933059,1.9,1.01801801802,10.0,1.5625,1.89632653061,10.0
1.6,2.13,1.51282051282,2.54943357364,1.9,1.00900900901,9.1,1.5625,2.30775510204,10.0
2.8,2.13,1.0,1.36534500515,2.8,1.05405405405,10.0,3.25,1.60979591837,10.0
2.8,2.13,1.89743589744,4.22708547889,1.0,1.00900900901,8.2,2.13,3.41714285714,8.2
2.2,2.13,1.51282051282,1.8859423275,2.8,1.01801801802,10.0,2.6875,1.64653061224,10.0
1.6,2.13,2.15384615385,2.09062821833,1.9,1.00900900901,1.0,1.5625,1.0,1.0
1.6,2.13,1.64102564103,3.27935118435,1.9,1.01801801802,9.1,1.5625,2.63836734694,10.0
1.6,2.13,1.0,2.12538619979,1.9,1.01801801802,9.1,1.5625,2.05795918367,10.0
1.6,2.13,1.0,2.38491246138,1.9,1.00900900901,9.1,1.5625,1.23510204082,8.2
2.2,2.6875,2.02564102564,2.70314109166,1.9,1.00900900901,10.0,2.13,1.24979591837,10.0
2.2,2.13,2.02564102564,3.41297631308,1.9,1.00900900901,10.0,2.13,2.11673469388,9.1
2.8,3.25,1.48717948718,6.71807415036,1.9,1.0,10.0,1.5625,1.73469387755,10.0
2.8,2.13,2.53846153846,5.10375901133,2.8,1.00900900901,9.1,2.13,2.92489795918,10.0
1.6,2.13,1.76923076923,1.29505664264,1.9,1.03603603604,1.0,1.5625,1.73469387755,1.0
2.8,2.6875,2.15384615385,2.06359423275,2.8,1.00900900901,10.0,2.13,2.47673469388,10.0
1.6,2.13,1.64102564103,2.92481977343,1.9,1.00900900901,10.0,1.5625,3.09387755102,10.0
1.6,2.13,1.0,2.09140061792,1.9,1.0,9.1,1.5625,1.73469387755,10.0
1.6,2.13,1.0,3.96601441813,1.0,1.01801801802,10.0,2.13,1.55102040816,10.0
2.8,2.13,1.0,3.01596292482,2.8,1.04504504505,1.0,2.13,1.0,1.0
1.6,2.13,1.76923076923,2.29454170958,1.9,1.00900900901,10.0,1.5625,1.94775510204,10.0
2.8,2.13,1.51282051282,3.27703398558,1.9,1.00900900901,9.1,1.5625,1.81551020408,9.1
2.2,2.13,1.0,2.53089598352,2.8,1.0,1.0,1.5625,1.0,1.0
1.6,2.13,1.76923076923,1.65422245108,1.9,1.0,1.0,1.5625,1.0,1.0
2.8,2.6875,10.0,1.66967044284,2.8,1.00900900901,10.0,2.6875,3.20408163265,10.0
2.8,2.13,1.0,1.33908341916,1.9,1.00900900901,10.0,3.25,1.73469387755,8.2
1.6,2.13,1.64102564103,3.26699279094,1.9,1.00900900901,9.1,1.5625,1.34530612245,9.1
