"accommodates" "bathrooms" "cleaning_fee" "distance_to_dam" "bedrooms" "prices"
2.2 2.125 1.64102564102564 4.02317198764161 1.9 150
1.6 2.125 1.25641025641026 3.84243048403708 1.9 69
1.6 2.125 1.64102564102564 1.89830072090628 1.9 111
2.8 2.125 2.28205128205128 1.96936148300721 3.7 129
2.8 2.125 2.02564102564103 1.54454170957775 1.9 195
1.6 2.125 1.64102564102564 3.29634397528321 1.9 105
1.6 2.125 1.76923076923077 2.62744593202884 1.9 110
2.8 2.125 2.28205128205128 2.00952626158599 1.9 171
1.6 2.125 1 2.63594232749743 1.9 110
2.8 2.125 1 3.28553038105046 2.8 160
1.6 2.6875 1.51282051282051 3.49330587023687 1.9 115
1.6 2.125 1.64102564102564 3.2832131822863 1.9 69
1.6 2.6875 1.38461538461538 4.92996910401648 1.9 46
1 2.125 1 2.50926879505664 1.9 70
1.6 2.125 1.25641025641026 3.06076210092688 1.9 70
2.8 2.125 1.8974358974359 4.4572605561277 1.9 120
1.6 2.125 1.51282051282051 1.79402677651905 1 90
1.6 2.125 1 2.50463439752832 1.9 115
4 3.25 2.28205128205128 2.72245108135942 4.6 181
4 2.6875 1 1.85118434603502 3.7 220
2.8 2.125 2.25641025641026 2.92173017507724 2.8 149
1.6 2.125 1.8974358974359 2.78347064881565 1.9 99
2.8 2.125 2.92307692307692 2.66529351184346 5.5 199
1 2.125 1.51282051282051 3.03990731204943 1.9 85
2.2 2.125 2.28205128205128 1.62487126673532 2.8 198
1.6 2.125 1.64102564102564 2.47991761071061 1.9 150
1.6 2.125 1.51282051282051 2.5115859938208 1.9 115
1.6 2.125 1.51282051282051 1.51828012358393 1.9 85
3.4 2.6875 2.28205128205128 6.96060762100927 4.6 150
1.6 2.125 1.8974358974359 2.14160659114315 1.9 150
1.6 2.125 1.51282051282051 3.20288362512873 1.9 100
1.6 2.125 1.64102564102564 2.70545829042225 1.9 69
2.8 2.125 1.97435897435897 4.63414006179197 1 60
2.8 2.125 2.28205128205128 3.54119464469619 2.8 195
2.8 2.125 1.51282051282051 2.92173017507724 2.8 100
1.6 2.125 1.8974358974359 2.65756951596293 2.8 95
3.4 3.25 1.64102564102564 5.67070030895984 3.7 150
1.6 2.125 1.38461538461538 3.16580844490216 1.9 65
1.6 2.125 1.38461538461538 1.91065911431514 1.9 90
2.8 2.125 1.76923076923077 2.13233779608651 2.8 104
2.8 2.125 2.28205128205128 2.81513903192585 1.9 111
2.2 2.125 1.12820512820513 7.32518022657055 1.9 30
2.8 2.125 2.15384615384615 2.54016477857878 1.9 140
2.8 2.6875 1.64102564102564 2.03733264675592 2.8 140
2.8 2.125 2.41025641025641 2.98120494335736 3.7 175
1.6 2.125 1 6.57054582904223 1.9 100
1.6 2.125 1 2.79505664263646 1.9 70
1.6 2.125 1.51282051282051 3.01596292481977 1.9 120
2.8 3.25 2.79487179487179 2.10993820803296 2.8 200
2.8 2.6875 2.28205128205128 1.63722966014418 2.8 299
1.6 2.125 1 2.52857878475798 1.9 99
1.6 2.125 1 3.02986611740474 1.9 50
2.8 2.125 2.02564102564103 1.55072090628218 2.8 133
1.6 2.125 1 3.36277033985582 1.9 120
2.8 2.125 1.64102564102564 5.42507723995881 1.9 71
2.2 2.125 1.64102564102564 2.81050463439753 1.9 111
1.6 2.125 1.64102564102564 3.17584963954686 1.9 125
1.6 2.125 1.76923076923077 2.02188465499485 2.8 120
1.6 2.125 1.38461538461538 3.36663233779609 1.9 60
1.6 2.125 1.8974358974359 2.63439752832132 1.9 120
1.6 2.6875 2.15384615384615 2.40267765190525 1 136
1.6 2.125 1.8974358974359 3.69026776519053 1.9 99
2.2 2.125 1 3.076982492276 1.9 125
1.6 2.125 1.38461538461538 2.97966014418126 1.9 55
1 2.6875 1.25641025641026 4.44953656024717 1.9 30
1.6 2.125 1.64102564102564 2.2389289392379 1.9 85
2.8 2.6875 1.8974358974359 2.09835221421215 2.8 86
1.6 2.125 1.76923076923077 3.31565396498455 1.9 85
2.2 2.6875 1.38461538461538 3.51029866117405 1.9 70
1.6 2.125 1.8974358974359 1.89598352214212 1 100
4 2.125 2.28205128205128 2.54788877445932 3.7 251
1.6 2.125 1.64102564102564 3.31024716786818 1.9 99
1.6 2.125 1.51282051282051 2.85453141091658 1.9 136
2.8 2.125 1 3.33187435633368 1.9 150
1.6 2.125 1.51282051282051 3.04685890834192 1.9 65
2.2 2.125 1.64102564102564 2.26828012358393 2.8 140
2.8 2.6875 1.64102564102564 2.53939237899073 2.8 155
2.2 2.125 1.8974358974359 2.27445932028836 2.8 129
2.8 2.125 1 2.06668383110196 2.8 175
2.8 2.125 2.28205128205128 1.68666323377961 2.8 159
4 2.125 1 2.08908341915551 3.7 290
3.4 2.125 2.02564102564103 6.49794026776519 2.8 150
2.8 2.125 1 1.74073120494336 1.9 99
1.6 2.125 2.15384615384615 3.58135942327497 1 75
2.8 2.125 2.66666666666667 1.7832131822863 2.8 180
1 2.125 1 3.80998970133883 1.9 35
1.6 2.125 2.02564102564103 1.15988671472709 1.9 90
1.6 2.125 2.28205128205128 1.21163748712667 1 149
1.6 2.125 1.64102564102564 3.1619464469619 1.9 90
1.6 2.125 1.76923076923077 2.04196704428424 1.9 70
3.4 2.125 1 1.61405767250257 2.8 300
1.6 2.125 1 2.81127703398558 1.9 75
1.6 2.125 1.51282051282051 3.19670442842431 1.9 95
1.6 2.125 1 2.62899073120494 1.9 210
1.6 2.125 1.76923076923077 2.53861997940268 1.9 100
1.6 2.125 1 2.0442842430484 1.9 120
2.8 2.125 1 2.43820803295572 2.8 111
1.6 2.125 1.8974358974359 2.31616889804325 1.9 111
2.8 2.125 2 3.39907312049434 1.9 75
1.6 2.6875 2.02564102564103 3.38285272914521 1.9 99
1.6 2.125 1.51282051282051 3.24613800205973 1.9 69
2.8 2.125 1.76923076923077 2.86302780638517 2.8 70
1.6 2.125 2.02564102564103 2.90550978372812 1.9 95
2.2 2.125 1.8974358974359 1.94541709577755 1.9 120
2.8 2.125 1 1.85195674562307 2.8 171
1.6 2.125 1.64102564102564 2.51853759011329 1.9 90
2.2 2.125 1.38461538461538 3.88414006179197 2.8 75
2.8 2.125 1 2.64443872296601 1.9 95
1 2.125 1.64102564102564 5.10375901132853 1.9 80
1.6 2.125 1 3.42378990731205 1.9 80
1.6 2.125 2.02564102564103 3.15499485066941 1.9 80
1.6 2.125 1.38461538461538 3.57209062821833 1.9 75
2.8 3.25 2.02564102564103 2.96189495365602 3.7 200
1.6 2.125 1.76923076923077 4.00926879505664 1.9 111
1.6 2.125 1 2.7726570545829 1.9 169
2.8 2.125 1.76923076923077 1.27420185375901 1 120
1.6 2.125 1.38461538461538 2.60581874356334 1.9 150
2.8 2.125 1.76923076923077 2.51235839340886 1 100
1.6 2.125 1.38461538461538 2.42584963954686 1.9 79
2.8 2.125 2.28205128205128 2.80664263645726 3.7 200
1.6 2.125 1 2.45829042224511 1.9 80
2.8 3.25 1.8974358974359 1.7600411946447 3.7 400
5.2 2.125 1 2.54788877445932 4.6 251
1.6 2.125 1 2.19258496395469 1.9 149
1.6 2.125 1.8974358974359 3.46163748712667 1.9 111
2.8 2.125 2.28205128205128 1.93692070030896 1.9 181
2.8 2.125 2.15384615384615 3.20442842430484 1.9 100
1.6 2.125 1.51282051282051 3.29479917610711 1.9 99
2.8 2.125 2.02564102564103 2.10839340885685 2.8 185
1.6 2.125 1.25641025641026 3.61302780638517 1.9 85
2.8 2.6875 1.51282051282051 1.77703398558187 2.8 251
2.8 2.6875 1.8974358974359 2.42662203913491 2.8 103
1.6 2.125 2.15384615384615 3.7173017507724 1.9 80
1.6 2.125 1.51282051282051 3.2716271884655 1.9 71
1.6 2.6875 1.8974358974359 2.55097837281153 1.9 129
1.6 2.125 1.51282051282051 2.15937178166838 1.9 82
1.6 2.125 1.76923076923077 2.73558187435633 1.9 112
1.6 2.125 1.76923076923077 2.07749742533471 1.9 121
1.6 2.125 1.76923076923077 2.370236869207 1.9 115
1.6 2.125 1 2.63208032955716 1.9 125
1.6 2.125 2.28205128205128 2.62590113285273 1.9 115
2.8 2.125 1 2.66143151390319 2.8 149
1.6 2.125 1.46153846153846 4.16529351184346 1.9 94
2.8 2.125 1.76923076923077 3.73661174047374 2.8 120
3.4 3.25 2.53846153846154 2.56333676622039 3.7 296
4 3.25 2.92307692307692 2.8576210092688 3.7 251
1.6 2.125 1 2.16555097837281 1.9 136
1.6 2.125 1.51282051282051 3.50566426364573 1.9 110
2.8 2.125 1.8974358974359 3.25077239958805 3.7 111
2.8 2.6875 1.38461538461538 4.6851184346035 2.8 140
1.6 2.125 1 3.9235324407827 1.9 100
1.6 2.125 2.41025641025641 7.27729145211123 1.9 72
1.6 2.125 1.64102564102564 4.05020597322348 1.9 45
1.6 2.6875 2.28205128205128 3.40756951596292 1.9 108
2.2 2.125 1.25641025641026 3.36045314109166 1.9 50
2.8 2.125 2.41025641025641 1.2610710607621 2.8 276
1.6 2.125 1 2.11766220391349 1.9 125
2.8 2.125 1.76923076923077 3.68795056642637 2.8 85
1.6 2.125 1.76923076923077 3.67945417095778 1.9 105
1.6 2.125 1.61538461538462 3.54814624098867 1.9 75
2.8 2.125 2.02564102564103 2.82904222451081 2.8 130
1.6 2.125 1.61538461538462 3.46549948506694 1.9 99
1.6 2.125 1.76923076923077 1.32749742533471 1.9 140
1.6 2.125 2.28205128205128 1.4456745623069 1.9 245
2.2 2.125 1.74358974358974 2.73558187435633 1.9 99
1.6 2.125 1.76923076923077 2.88928939237899 1.9 97
2.8 2.125 2.15384615384615 2.52626158599382 2.8 136
2.8 2.125 1 1.15988671472709 1.9 175
1.6 2.6875 1.76923076923077 2.3903192584964 1.9 125
2.8 2.125 1.76923076923077 1.21549948506694 2.8 191
4 2.125 3.05128205128205 2.94026776519053 3.7 213
1.6 2.125 1 2.79737384140062 1.9 70
1.6 2.125 1.64102564102564 1.99871266735324 1.9 100
4 2.125 1.8974358974359 4.2062306900103 2.8 100
3.4 2.125 2.28205128205128 2.53784757981462 3.7 150
1 2.6875 1 6.96987641606591 1.9 70
2.8 2.125 1.8974358974359 3.3913491246138 2.8 99
2.8 2.125 1.94871794871795 2.98738414006179 2.8 175
1.6 2.125 1.76923076923077 2.05046343975283 1.9 100
2.8 2.6875 3.05128205128205 2.23043254376931 3.7 220
2.8 2.125 1 2.92327497425335 2.8 181
1.6 2.125 1.64102564102564 4.40550978372812 1.9 80
1.6 2.125 1.76923076923077 4.15911431513903 1.9 89
1.6 2.125 2.02564102564103 2.27291452111226 1.9 130
1.6 2.125 1 3.52651905252317 1.9 120
1.6 2.125 1.38461538461538 2.02420185375901 1.9 88
1.6 2.125 1.8974358974359 2.78501544799176 1 74
1.6 2.6875 1.8974358974359 2.80818743563337 1.9 79
2.8 2.6875 1.8974358974359 1.80406797116375 1.9 99
2.8 2.125 1 4.68666323377961 2.8 140
1.6 2.125 2.28205128205128 2.30690010298661 1.9 95
4 2.125 2.53846153846154 1.46961894953656 2.8 339
2.8 2.125 1.76923076923077 1.49433573635427 1.9 219
2.8 2.125 1.64102564102564 2.65988671472709 2.8 150
2.8 2.6875 1.64102564102564 3.20133882595263 2.8 125
1.6 2.125 1 3.04608650875386 1.9 115
2.8 3.25 1.8974358974359 1.43099897013388 2.8 229
2.8 2.125 1.51282051282051 3.45236869207003 2.8 145
2.8 2.125 1.64102564102564 3.91735324407827 2.8 120
1.6 2.125 1.38461538461538 2.42971163748713 1.9 90
1.6 2.125 1 3.01287332646756 1.9 120
1.6 2.125 1.76923076923077 2.10684860968074 1.9 150
1.6 2.125 1.58974358974359 2.46215242018538 1.9 55
1.6 2.125 1.76923076923077 2.98583934088569 1.9 130
2.8 2.125 2.02564102564103 1.31900102986612 1.9 160
4 2.6875 3.17948717948718 1.8697219361483 3.7 248
2.8 2.125 1.76923076923077 1.29737384140062 1.9 99
2.8 2.125 1.38461538461538 7.10118434603502 1.9 25
1.6 2.125 1.25641025641026 2.86380020597322 1.9 60
2.2 2.6875 2.02564102564103 2.84912461380021 2.8 169
2.8 2.125 2.66666666666667 1.97631307929969 2.8 241
1.6 2.125 1 3.07312049433574 1 68
1.6 2.125 1 2.76570545829042 1.9 100
2.2 2.125 1 3.05149330587024 1.9 111
6.4 3.25 2.92307692307692 2.4667868177137 5.5 367
1.6 2.125 2.02564102564103 3.0437693099897 1.9 100
2.8 2.125 1.51282051282051 2.86611740473738 2.8 120
1.6 2.125 1.64102564102564 3.43846549948507 1.9 85
1.6 2.125 1.64102564102564 4.08882595262616 1 75
1 2.125 1 2.12306900102987 1.9 50
1.6 2.125 1.64102564102564 2.65834191555098 1.9 146
1.6 3.25 1.51282051282051 1.47116374871267 1.9 175
1.6 2.125 1 3.35890834191555 1.9 70
1.6 2.125 1 2.16709577754892 1.9 100
2.2 2.125 1 2.73712667353244 1.9 100
1.6 2.125 2.15384615384615 2.96961894953656 1.9 129
2.8 2.6875 1 1.55612770339856 2.8 175
1.6 2.125 1.8974358974359 2.01802265705458 1.9 99
2.8 3.25 2.53846153846154 2.75798146240989 3.7 181
2.8 2.6875 1.38461538461538 3.87409886714727 2.8 99
2.8 2.125 2.28205128205128 3.46086508753862 2.8 70
1.6 2.125 2.28205128205128 3.34346035015448 1.9 159
2.8 3.25 2.02564102564103 1.85118434603502 3.7 200
2.8 2.125 1.76923076923077 3.57363542739444 1.9 80
2.8 2.125 1.64102564102564 3.2816683831102 1.9 111
2.8 2.125 2.02564102564103 2.50077239958805 2.8 150
3.4 2.125 2.15384615384615 1.46343975283213 2.8 208
2.8 2.6875 2.53846153846154 2.64830072090628 2.8 220
1.6 2.125 1.51282051282051 1.78784757981462 1.9 95
1.6 2.125 1 2.75952626158599 1.9 55
1.6 2.125 1.64102564102564 3.81076210092688 1.9 125
1.6 2.125 1.8974358974359 1.40087538619979 1.9 129
2.2 2.125 1.48717948717949 3.8686920700309 1.9 79
2.8 2.125 2.28205128205128 1.36302780638517 1.9 146
2.8 2.125 1 1.56307929969104 1.9 120
5.2 3.25 1 2.6745623069001 4.6 280
1.6 2.125 1 3.77754891864058 1.9 50
1.6 2.125 1.8974358974359 3.7937693099897 1.9 95
1.6 2.125 1.51282051282051 1.86894953656025 1.9 125
1.6 2.125 1 2.7711122554068 1.9 100
1.6 2.125 1.51282051282051 3.08934088568486 1.9 90
1.6 2.125 1 4.89057672502575 1.9 40
2.8 2.6875 2.28205128205128 1.71755921730175 1.9 165
1.6 2.125 1.64102564102564 3.38053553038105 1.9 120
4 2.125 2.02564102564103 3.28398558187436 4.6 401
4 2.125 1 1.38928939237899 1.9 391
1.6 2.125 1 3.10324407826983 1.9 95
2.8 2.125 1.8974358974359 2.39495365602472 2.8 155
1.6 2.125 1.51282051282051 2.71472708547889 1.9 140
1.6 2.125 1.25641025641026 2.51930998970134 1.9 96
1.6 2.125 1.25641025641026 3.95288362512873 1.9 59
1.6 2.125 1.51282051282051 5.47064881565397 1.9 75
1.6 2.125 1.64102564102564 3.75205973223481 1.9 100
2.2 2.125 1 3.75437693099897 2.8 70
1.6 2.6875 1.51282051282051 3.31333676622039 1.9 75
1.6 2.125 1.76923076923077 2.88002059732235 1.9 85
1.6 2.125 1 2.03733264675592 1.9 130
2.2 2.125 2.28205128205128 4.17687950566426 1.9 99
1.6 2.6875 1.64102564102564 3.40061791967044 1.9 80
1.6 2.125 1 1.69593202883625 1.9 70
2.8 3.8125 1.8974358974359 3.99845520082389 3.7 120
2.8 2.6875 1 3.57131822863028 3.7 130
2.2 2.125 1.38461538461538 2.99356333676622 2.8 200
1.6 2.125 1.8974358974359 4.25334706488157 1.9 100
1.6 2.125 1.64102564102564 2.17636457260556 1.9 146
2.8 2.125 3.56410256410256 3.62924819773429 2.8 136
1.6 2.125 1.8974358974359 6.29634397528321 1.9 150
1.6 2.125 1 2.48300720906282 1.9 111
1.6 2.125 2.28205128205128 3.19361483007209 1.9 120
1.6 2.125 1.76923076923077 1.93537590113285 1.9 210
1.6 2.125 1 4.23094747682801 1 80
1.6 2.125 1.76923076923077 2.58496395468589 1.9 111
1.6 2.125 1.8974358974359 2.82826982492276 1.9 150
1.6 2.125 2.02564102564103 2.50386199794027 1.9 120
2.8 2.6875 1.8974358974359 2.49768280123584 1.9 120
2.8 2.125 1.8974358974359 3.20211122554068 2.8 115
1.6 2.125 1 2.30921730175077 1.9 80
1 2.125 1.25641025641026 2.29454170957775 1.9 55
2.2 2.125 1.76923076923077 2.76029866117405 2.8 100
1.6 2.125 2.15384615384615 1.99639546858908 1.9 150
1.6 2.125 1.8974358974359 2.09062821833162 1.9 150
2.8 2.125 2.02564102564103 2.86997940267765 2.8 199
2.8 2.125 2.02564102564103 1.96549948506694 2.8 160
1.6 2.125 1.8974358974359 2.543254376931 1.9 100
2.8 3.8125 1.8974358974359 1.34680741503605 3.7 235
2.2 2.125 2.28205128205128 3.72039134912461 1.9 146
1.6 2.125 2.15384615384615 2.27909371781668 1.9 150
2.8 2.125 2.15384615384615 1.69438722966014 1 165
3.4 3.25 1 2.82440782698249 3.7 250
2.8 2.125 1.25641025641026 2.57955715756952 1 75
3.4 2.125 2.28205128205128 2.60041194644696 3.7 175
1.6 2.125 1 1.94232749742533 1.9 125
2.8 2.125 1.64102564102564 2.08058702368692 2.8 168
2.8 2.125 1 3.30792996910402 1.9 150
2.8 2.125 1 3.54814624098867 2.8 169
3.4 3.25 2.28205128205128 3.51184346035015 2.8 276
2.2 2.125 2.02564102564103 2.91323377960865 1.9 84
2.8 2.125 2.25641025641026 2.67147270854789 2.8 180
1.6 2.125 2.53846153846154 2.09912461380021 1.9 134
2.2 2.125 1 2.51390319258496 1.9 180
2.8 2.125 2.28205128205128 3.04763130792997 3.7 150
1.6 2.125 1 2.62512873326468 1.9 73
2.8 2.125 1.76923076923077 2.21807415036045 3.7 181
1.6 2.125 1.8974358974359 2.9788877445932 1.9 79
1.6 2.125 1 1.66426364572606 1.9 251
1.6 2.125 1.84615384615385 2.83676622039135 1.9 110
1.6 2.125 1.51282051282051 1.66271884654995 1.9 164
1.6 2.125 1.64102564102564 3.52497425334706 1.9 52
1.6 2.125 1.8974358974359 2.6081359423275 1.9 136
1.6 2.125 1.76923076923077 4.08032955715757 1.9 59
2.8 2.125 1 3.68795056642637 2.8 150
1.6 2.125 1.76923076923077 1.9994850669413 1.9 150
1.6 2.125 1.12820512820513 4.18537590113285 1.9 50
1.6 2.125 2.15384615384615 2.70391349124614 1 111
2.8 3.25 2.53846153846154 3.59449021627188 4.6 276
1.6 2.125 1 1.68048403707518 2.8 181
1.6 3.25 1.17948717948718 7.76622039134913 1.9 40
2.8 2.125 1.64102564102564 3.69412976313079 3.7 115
1.6 2.125 1 2.00180226570546 1.9 99
1.6 2.125 1.76923076923077 2.92636457260556 1.9 125
2.8 2.125 1 1.17996910401648 2.8 169
1.6 2.125 2.28205128205128 2.68923789907312 1.9 99
1.6 2.125 1.38461538461538 3.25849639546859 1.9 70
2.2 2.125 1.76923076923077 2.45597322348095 2.8 120
2.2 2.125 1 3.45391349124614 1.9 100
2.8 2.125 1 1.72373841400618 1 300
1.6 2.125 1.64102564102564 2.17945417095778 1.9 100
1.6 2.6875 1.8974358974359 2.00643666323378 1.9 111
1.6 2.125 1.64102564102564 2.94026776519053 1.9 125
1.6 2.125 1.8974358974359 1.77317198764161 1.9 219
2.2 2.125 1.8974358974359 2.08908341915551 1.9 79
2.2 2.125 1 6.89649845520082 2.8 80
1.6 2.125 1.64102564102564 3.00669412976313 1.9 80
2.8 2.125 1 1.18151390319258 1.9 120
2.2 2.125 2.15384615384615 3.55973223480947 3.7 81
2.2 2.125 1 3.83007209062822 2.8 99
1.6 2.125 1.64102564102564 2.87075180226571 1.9 110
1.6 2.125 1 2.09603501544799 1 86
2.2 2.125 1.76923076923077 2.42044284243048 2.8 150
2.2 1.5625 1.64102564102564 2.93022657054583 1 60
1.6 2.125 1 3.13954685890834 1.9 99
2.8 2.6875 2.92307692307692 2.67765190525232 2.8 250
1.6 2.125 2.02564102564103 2.21343975283213 1.9 80
2.8 2.125 2.28205128205128 3.15113285272915 3.7 125
1.6 2.125 1.51282051282051 4.11354273944387 1.9 130
1 2.125 1 3.00978372811535 1.9 37
1.6 2.125 1 3.51493305870237 1.9 100
1.6 2.125 2.02564102564103 2.74253347064882 1.9 79
2.8 2.125 2.53846153846154 3.17430484037075 2.8 149
2.2 2.125 1.74358974358974 2.16864057672503 1.9 120
1.6 2.125 1 2.75180226570546 1 89
1.6 2.125 1.8974358974359 2.58110195674562 1 111
2.2 2.125 1.8974358974359 2.00952626158599 1.9 120
1.6 2.125 1 1.84886714727085 1.9 120
2.8 3.25 2.15384615384615 2.22039134912461 2.8 300
1.6 2.125 1.64102564102564 3.12873326467559 1.9 140
2.8 2.125 2.02564102564103 4.2378990731205 2.8 130
1.6 2.125 1.64102564102564 2.86225540679712 2.8 95
5.2 3.25 2.92307692307692 3.29866117404737 5.5 245
1.6 2.125 1 1.52368692070031 1.9 105
1.6 2.125 2.02564102564103 3.0321833161689 1.9 90
1.6 2.125 1 7.07260556127703 1.9 115
1.6 2.125 1.46153846153846 2.03038105046344 1.9 80
5.2 3.25 1 1.87899073120494 4.6 496
1.6 2.125 1 2.10993820803296 1.9 181
1.6 2.125 1 1.54685890834192 1.9 80
2.8 2.125 2.92307692307692 3.62615859938208 2.8 219
2.8 2.125 1.76923076923077 2.31694129763131 2.8 200
1.6 2.125 1 1.63800205973223 1.9 60
2.2 2.125 1.76923076923077 3.11405767250257 1.9 146
1.6 2.125 2.02564102564103 1.69902162718847 1.9 99
1.6 2.125 1 1.69052523171988 1.9 237
2.8 2.125 1 2.90859938208033 2.8 136
1.6 2.125 1.76923076923077 4.21009268795057 1 95
1.6 2.125 1.8974358974359 2.4667868177137 1.9 111
2.8 2.125 2.28205128205128 1.33676622039135 3.7 226
1.6 2.125 1.25641025641026 7.13053553038105 1.9 75
2.2 2.125 1.76923076923077 2.22425334706488 1.9 100
2.8 2.125 2.28205128205128 2.41117404737384 1.9 139
2.8 2.125 1.8974358974359 1.5970648815654 1.9 146
1.6 2.125 1.38461538461538 2.3918640576725 1.9 95
2.8 2.125 1.25641025641026 2.09526261585994 1.9 124
1.6 2.125 1.64102564102564 2.93254376930999 1.9 84
1.6 1.5625 1.51282051282051 3.48558187435633 1 90
1.6 2.125 1 3.86560247167868 1.9 80
1.6 2.125 1.76923076923077 2.65061791967044 2.8 99
4 2.6875 2.41025641025641 2.69927909371782 2.8 216
1.6 2.125 1.76923076923077 2.81668383110196 2.8 95
1.6 2.125 1.8974358974359 2.35092687950566 1.9 85
2.8 2.125 1 5.38259526261586 1.9 55
2.8 2.6875 1.51282051282051 5.00720906282183 2.8 149
2.8 2.125 1.8974358974359 2.39804325437693 2.8 120
1.6 2.6875 2.28205128205128 3.61380020597322 1.9 111
2.8 3.25 2.02564102564103 2.32080329557158 3.7 149
1.6 2.125 1 2.73326467559217 1.9 125
1.6 2.125 1 3.6408341915551 1.9 111
1.6 2.6875 1.76923076923077 2.85684860968074 1.9 111
1.6 2.125 2 3.47245108135942 1.9 89
1.6 2.125 2.02564102564103 2.47296601441813 1.9 89
2.8 2.6875 2.02564102564103 2.84140061791967 3.7 181
1.6 2.125 1 2.38800205973223 1.9 100
2.8 2.125 1.64102564102564 1.62100926879506 1.9 175
3.4 3.25 2.53846153846154 3.6624613800206 4.6 140
2.8 2.125 1.8974358974359 2.9557157569516 3.7 150
1.6 2.125 1.51282051282051 1.82955715756952 1.9 111
2.8 2.125 2.28205128205128 4.58547888774459 3.7 125
1.6 2.125 1 2.84140061791967 1.9 125
4 3.25 1 2.18254376930999 3.7 401
1.6 2.125 2.02564102564103 1.26570545829042 1.9 156
2.8 3.25 2.02564102564103 4.55303810504634 3.7 70
2.8 2.125 2.02564102564103 3.21369721936148 2.8 175
1.6 1 1 2.98661174047374 1.9 90
2.8 2.125 2.28205128205128 2.72013388259526 2.8 120
1.6 2.125 1.76923076923077 3.54196704428424 1.9 47
2.8 2.125 1 2.49227600411946 2.8 126
2.8 2.125 1 3.06694129763131 2.8 150
1.6 2.125 1.76923076923077 2.08908341915551 1.9 99
1.6 2.125 1 2.34938208032956 1.9 50
2.8 2.125 1.51282051282051 3.30020597322348 1.9 100
2.8 2.125 1 3.10169927909372 1.9 130
2.8 2.125 1.8974358974359 1.61174047373841 2.8 200
2.2 2.125 2.02564102564103 2.64289392378991 2.8 111
2.2 2.6875 1.64102564102564 3.80998970133883 1.9 110
2.8 2.125 1.51282051282051 3.64624098867147 3.7 130
3.4 2.6875 2.53846153846154 3.79994850669413 3.7 200
1.6 2.125 1.64102564102564 3.7389289392379 1.9 94
2.8 2.125 1.76923076923077 2.76956745623069 3.7 200
4 2.6875 4.2051282051282 6.64006179196705 3.7 300
1.6 2.125 1.8974358974359 3.15036045314109 1.9 110
1 2.125 1 1.94155509783728 1.9 79
1.6 2.125 1.38461538461538 5.94258496395469 1.9 60
1.6 2.6875 1.8974358974359 2.02497425334706 1.9 120
5.2 2.6875 1 2.89933058702369 4.6 421
4 2.125 1.76923076923077 3.25849639546859 2.8 55
1.6 2.125 2.02564102564103 1.89675592173018 2.8 226
1.6 2.125 1 3.74433573635427 2.8 140
1.6 2.125 1.8974358974359 3.4029351184346 1.9 95
1.6 2.125 1 1.23635427394439 1.9 120
2.8 2.125 2.28205128205128 5.33856848609681 2.8 120
2.8 2.125 1 3.26390319258496 2.8 125
1.6 2.125 1 2.10221421215242 1.9 66
2.8 3.25 2.92307692307692 3.16658084449022 3.7 260
1.6 2.6875 1.64102564102564 2.24665293511843 1.9 160
1.6 2.125 2.66666666666667 1.79016477857878 1.9 130
2.8 2.125 1 8.26982492276004 3.7 65
2.8 2.6875 2.02564102564103 2.73635427394439 2.8 160
2.8 2.125 3.56410256410256 1.6186920700309 2.8 300
2.2 2.125 2.15384615384615 2.75334706488157 1.9 146
1.6 2.125 1 3.05226570545829 1.9 50
1.6 2.125 1.25641025641026 3.28244078269825 1.9 99
2.8 2.125 2.28205128205128 1.61560247167868 2.8 238
2.8 2.6875 2.02564102564103 1.18151390319258 2.8 350
1.6 2.125 1 2.73403707518023 1.9 90
1.6 2.125 1.76923076923077 1.47657054582904 1.9 113
1.6 2.125 1 2.6081359423275 1 111
1.6 2.125 1 3.47013388259526 1.9 100
1.6 2.125 1.76923076923077 2.33934088568486 1.9 75
3.4 2.125 1.76923076923077 3.0870236869207 3.7 200
1.6 2.125 1.51282051282051 1.99639546858908 1.9 79
1.6 2.125 1.51282051282051 3.29093717816684 1.9 65
1.6 2.125 1 1.87821833161689 1.9 175
3.4 3.8125 2.53846153846154 2.10375901132853 3.7 251
1.6 2.125 1.8974358974359 2.81745623069001 1.9 139
1.6 2.125 1.8974358974359 2.75798146240989 1.9 120
1 2.125 1.64102564102564 1.62873326467559 1.9 125
1.6 2.125 1 2.77188465499485 1.9 99
2.8 2.6875 1.8974358974359 3.06076210092688 2.8 146
2.8 2.125 2.92307692307692 6.12796086508754 2.8 150
1.6 2.125 2.28205128205128 1.62409886714727 1.9 150
2.8 2.125 1.64102564102564 1.44412976313079 1.9 124
1.6 2.125 1.51282051282051 1.42250257466529 1.9 100
1.6 2.125 1 3.53192584963955 1.9 185
2.8 2.125 1.8974358974359 3.71035015447992 2.8 155
2.8 2.125 2.41025641025641 1.79634397528321 2.8 181
1.6 2.125 1 2.58728115345005 1.9 95
1.6 2.125 1 3.54042224510814 1.9 49
1.6 2.125 2.02564102564103 2.33856848609681 1.9 90
1.6 2.125 1 3.17507723995881 1.9 85
1.6 2.125 1.38461538461538 9.02677651905252 1.9 40
2.8 3.25 2.53846153846154 1.88748712667353 4.6 451
2.8 2.125 1.8974358974359 3.29016477857879 2.8 79
