0,95.0
1,60.0
2,45.0
3,35.0
4,39.0
5,80.0
6,191.0
7,129.0
8,120.0
9,111.0
10,251.0
11,45.0
12,150.0
13,30.0
14,99.0
15,40.0
16,40.0
17,29.0
18,45.0
19,30.0
20,55.0
21,130.0
22,69.0
23,49.0
24,80.0
25,52.0
26,85.0
27,30.0
28,35.0
29,100.0
30,70.0
31,50.0
32,79.0
33,120.0
34,65.0
35,45.0
36,55.0
37,120.0
38,40.0
39,36.0
40,50.0
41,27.0
42,65.0
43,77.0
44,75.0
45,99.0
46,50.0
47,89.0
48,45.0
49,100.0
50,50.0
51,98.0
52,60.0
53,45.0
54,30.0
55,140.0
56,55.0
57,75.0
58,80.0
59,50.0
60,45.0
61,93.0
62,45.0
63,115.0
64,45.0
65,75.0
66,110.0
67,30.0
68,99.0
69,70.0
70,50.0
71,65.0
72,49.0
73,75.0
74,60.0
75,99.0
76,70.0
77,90.0
78,220.0
79,90.0
80,120.0
81,45.0
82,74.0
83,102.0
84,64.0
85,125.0
86,150.0
87,70.0
88,100.0
89,150.0
90,65.0
91,100.0
92,69.0
93,120.0
94,85.0
95,130.0
96,181.0
97,90.0
98,160.0
99,75.0
100,90.0
101,90.0
102,226.0
103,68.0
104,200.0
105,70.0
106,80.0
107,360.0
108,79.0
109,85.0
110,85.0
111,65.0
112,150.0
113,150.0
114,99.0
115,60.0
116,65.0
117,80.0
118,150.0
119,69.0
120,208.0
121,140.0
122,55.0
123,95.0
124,300.0
125,111.0
126,65.0
127,120.0
128,55.0
129,171.0
130,69.0
131,75.0
132,175.0
133,120.0
134,255.0
135,175.0
136,200.0
137,60.0
138,69.0
139,149.0
140,168.0
141,68.0
142,50.0
143,139.0
144,78.0
145,91.0
146,60.0
147,146.0
148,55.0
149,100.0
150,100.0
151,81.0
152,140.0
153,100.0
154,125.0
155,60.0
156,120.0
157,50.0
158,120.0
159,165.0
160,149.0
161,125.0
162,80.0
163,55.0
164,180.0
165,169.0
166,120.0
167,95.0
168,63.0
169,149.0
170,80.0
171,70.0
172,74.0
173,90.0
174,37.0
175,65.0
176,140.0
177,175.0
178,175.0
179,50.0
180,140.0
181,140.0
182,149.0
183,65.0
184,56.0
185,150.0
186,62.0
187,75.0
188,190.0
189,45.0
190,150.0
191,125.0
192,100.0
193,49.0
194,226.0
195,80.0
196,200.0
197,181.0
198,99.0
199,78.0
200,46.0
201,53.0
202,62.0
203,90.0
204,85.0
205,60.0
206,226.0
207,120.0
208,130.0
209,80.0
210,85.0
211,250.0
212,87.0
213,112.0
214,150.0
215,251.0
216,91.0
217,130.0
218,55.0
219,38.0
220,46.0
221,80.0
222,59.0
223,195.0
224,95.0
225,100.0
226,58.0
227,511.0
228,59.0
229,100.0
230,139.0
231,75.0
232,89.0
233,99.0
234,69.0
235,300.0
236,220.0
237,150.0
238,40.0
239,74.0
240,120.0
241,100.0
242,100.0
243,35.0
244,90.0
245,85.0
246,49.0
247,100.0
248,75.0
249,60.0
250,150.0
251,100.0
252,75.0
253,112.0
254,45.0
255,150.0
256,111.0
257,191.0
258,79.0
259,70.0
260,65.0
261,149.0
262,70.0
263,55.0
264,45.0
265,175.0
266,70.0
267,70.0
268,195.0
269,40.0
270,50.0
271,140.0
272,195.0
273,80.0
274,79.0
275,70.0
276,55.0
277,40.0
278,100.0
279,175.0
280,70.0
281,90.0
282,75.0
283,90.0
284,49.0
285,74.0
286,90.0
287,111.0
288,81.0
289,125.0
290,85.0
291,152.0
292,120.0
293,70.0
294,175.0
295,75.0
296,40.0
297,80.0
298,95.0
299,65.0
300,58.0
301,52.0
302,219.0
303,45.0
304,62.0
305,65.0
306,85.0
307,100.0
308,150.0
309,80.0
310,149.0
311,220.0
312,139.0
313,65.0
314,77.0
315,149.0
316,171.0
317,200.0
318,80.0
319,80.0
320,99.0
321,114.0
322,210.0
323,95.0
324,70.0
325,100.0
326,50.0
327,180.0
328,149.0
329,99.0
330,149.0
331,50.0
332,200.0
333,105.0
334,36.0
335,181.0
336,65.0
337,93.0
338,95.0
339,64.0
340,65.0
341,65.0
342,195.0
343,70.0
344,47.0
345,216.0
346,50.0
347,59.0
348,40.0
349,65.0
350,120.0
351,100.0
352,111.0
353,50.0
354,120.0
355,150.0
356,35.0
357,110.0
358,72.0
359,62.0
360,59.0
361,99.0
362,49.0
363,49.0
364,241.0
365,75.0
366,60.0
367,50.0
368,191.0
369,40.0
370,100.0
371,37.0
372,95.0
373,160.0
374,80.0
375,300.0
376,95.0
377,49.0
378,155.0
379,81.0
380,70.0
381,110.0
382,50.0
383,85.0
384,136.0
385,110.0
386,60.0
387,150.0
388,30.0
389,70.0
390,89.0
391,70.0
392,75.0
393,70.0
394,79.0
395,140.0
396,150.0
397,95.0
398,45.0
399,140.0
400,100.0
401,146.0
402,85.0
403,150.0
404,85.0
405,50.0
406,85.0
407,90.0
408,99.0
409,55.0
410,111.0
411,71.0
412,100.0
413,45.0
414,111.0
415,75.0
416,120.0
417,79.0
418,74.0
419,501.0
420,50.0
421,110.0
422,100.0
423,70.0
424,95.0
425,105.0
426,140.0
427,125.0
428,100.0
429,130.0
430,60.0
431,155.0
432,80.0
433,60.0
434,50.0
435,70.0
436,70.0
437,150.0
438,100.0
439,150.0
440,105.0
441,90.0
442,451.0
443,436.0
444,69.0
445,95.0
446,149.0
447,60.0
448,60.0
449,95.0
450,50.0
451,75.0
452,65.0
453,99.0
454,115.0
455,87.0
456,175.0
457,99.0
458,68.0
459,95.0
460,70.0
461,175.0
462,146.0
463,150.0
464,200.0
465,111.0
466,80.0
467,85.0
468,181.0
469,75.0
470,100.0
471,175.0
472,73.0
473,45.0
474,80.0
475,85.0
476,55.0
477,115.0
478,89.0
479,69.0
480,125.0
481,70.0
482,125.0
483,78.0
