host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_identity_verified,accommodates,bathrooms,bedrooms,beds,amenities,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month,distance_to_dam,has_metro
3,100,24,1.0,1,2,1.0,1.0,1.0,18,10.0,1,0.0,4,30,12,34,64,64,13,91.0,10.0,10.0,9.0,10.0,9.0,10.0,0,0,1,3.33,3.15703487402,0
1,100,100,133.0,1,2,1.0,1.0,1.0,20,30.0,1,0.0,3,30,0,0,0,0,6,93.0,10.0,9.0,9.0,10.0,10.0,9.0,1,2,128,0.71,1.94146504404,0
2,67,100,1.0,1,3,1.0,1.0,2.0,10,0,1,0.0,1,30,0,0,0,185,3,93.0,9.0,10.0,10.0,10.0,9.0,9.0,0,0,1,0.39,3.01917248047,0
4,0,0,1.0,1,1,1.0,1.0,1.0,5,20.0,1,0.0,3,3,0,0,0,0,4,95.0,10.0,9.0,10.0,9.0,10.0,10.0,0,0,1,0.65,0.709525201619,0
2,93,97,24.0,1,4,1.5,2.0,2.0,14,50.0,1,0.0,2,30,0,0,5,168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,22,0.0,1.16670141686,0
1,99,100,13.0,1,2,1.0,1.0,1.0,7,0,1,0.0,3,15,0,0,0,0,6,97.0,9.0,10.0,10.0,10.0,9.0,9.0,1,1,11,0.65,1.25627322641,0
1,100,50,3.0,1,4,2.0,2.0,6.0,16,50.0,2,50.0,1,30,29,59,89,364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,0.0,6.00568371485,0
1,90,100,1.0,1,2,1.0,1.0,1.0,14,30.0,1,0.0,3,30,2,2,2,247,3,100.0,9.0,9.0,9.0,10.0,10.0,9.0,0,2,1,0.26,2.00384341619,0
4,0,0,1.0,1,2,1.0,1.0,1.0,12,20.0,1,0.0,4,30,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,0.3,2.55197211402,0
1,100,100,35.0,0,4,1.5,2.0,4.0,18,75.0,2,25.0,2,30,13,43,64,158,6,77.0,10.0,9.0,7.0,9.0,9.0,7.0,1,2,33,0.55,1.77055226949,0
1,100,100,1.0,0,4,1.0,1.0,4.0,15,30.0,1,0.0,2,28,1,4,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,5.27122666357,0
2,100,29,1.0,0,8,1.5,4.0,4.0,13,0,4,50.0,1,30,29,59,86,146,13,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,1,1,0.71,2.47714634659,0
2,100,0,3.0,1,2,1.5,0.0,1.0,11,0,1,0.0,3,30,0,0,0,184,5,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,1,0.13,1.37411302916,0
3,50,100,1.0,1,1,1.0,1.0,1.0,11,10.0,1,15.0,2,30,0,0,0,52,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,1.35,3.40618045735,1
4,0,0,11.0,1,2,0.5,1.0,2.0,7,0,2,0.0,2,30,0,0,1,276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,8,0.0,2.62969434378,0
2,90,33,3.0,1,2,1.0,1.0,1.0,14,30.0,1,0.0,1,30,9,9,9,255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,0.0,1.54153544522,0
4,0,0,1.0,1,2,1.0,1.0,1.0,11,0,1,0.0,1,30,11,23,24,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3.90012051199,0
1,100,78,1.0,1,3,1.0,2.0,2.0,16,50.0,1,25.0,3,30,4,4,4,68,12,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,2.55,2.11669518342,0
4,0,0,1.0,1,2,1.0,2.0,1.0,16,35.0,1,0.0,2,30,0,3,3,3,7,91.0,9.0,8.0,10.0,10.0,9.0,9.0,0,1,1,0.66,2.86124452665,0
1,100,95,9.0,1,2,1.0,1.0,1.0,12,0,1,0.0,4,30,19,40,40,232,5,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2,8,0.33,1.21462734238,0
3,100,88,1.0,1,5,1.0,3.0,4.0,13,50.0,1,0.0,5,21,10,14,14,14,2,90.0,9.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0.17,1.8495912923,0
4,0,0,2.0,0,4,1.0,1.0,1.0,7,30.0,2,25.0,1,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,2.41240641227,0
2,91,90,3.0,1,4,1.0,1.0,1.0,9,30.0,1,30.0,1,30,22,47,50,50,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,3,1.0,7.99347081815,0
2,89,67,1.0,1,4,1.0,2.0,2.0,13,20.0,4,30.0,2,30,0,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,3.25081955495,0
1,100,100,1.0,1,3,1.0,2.0,2.0,12,40.0,2,15.0,3,30,4,8,20,107,34,95.0,10.0,10.0,10.0,10.0,10.0,9.0,1,2,1,5.8,1.76362494681,0
2,100,0,1.0,1,2,1.0,1.0,1.0,11,25.0,2,25.0,3,30,0,3,3,3,11,95.0,10.0,10.0,9.0,10.0,9.0,9.0,0,1,1,0.5,2.2529682571,0
3,100,50,1.0,1,2,1.0,1.0,1.0,21,25.0,1,0.0,3,30,0,0,0,0,19,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,0.73,0.867942187149,0
3,67,100,1.0,0,2,1.0,2.0,1.0,12,0,1,0.0,7,30,12,31,32,307,2,100.0,10.0,10.0,10.0,9.0,10.0,10.0,1,0,1,1.03,3.04192369581,0
4,18,100,1.0,0,2,1.0,1.0,1.0,9,0,1,0.0,1,30,0,0,0,0,3,100.0,9.0,8.0,10.0,10.0,9.0,10.0,0,0,1,1.76,2.29570571285,0
3,80,83,1.0,0,2,1.0,1.0,1.0,6,25.0,1,0.0,1,30,30,60,90,365,6,83.0,10.0,8.0,10.0,10.0,8.0,8.0,0,0,1,0.57,3.65709598287,0
2,100,57,1.0,0,2,1.0,1.0,1.0,12,30.0,1,0.0,2,30,0,6,12,92,24,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,1.09,1.41277719086,0
4,0,0,1.0,0,2,1.0,0.0,2.0,15,15.0,1,60.0,1,30,30,60,90,365,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,7.65216272601,0
1,100,100,1.0,1,4,1.0,3.0,3.0,11,50.0,2,20.0,3,30,0,0,0,46,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,0.31,2.92490069141,0
2,100,100,2.0,0,2,0.5,1.0,2.0,7,22.0,2,22.0,3,30,5,11,35,82,20,91.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1,2,1.76,2.23299325029,0
4,0,0,1.0,1,2,1.0,1.0,1.0,7,20.0,1,0.0,3,20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3.32694354813,0
1,100,95,1.0,0,2,1.0,1.0,1.0,11,40.0,1,0.0,2,30,0,7,30,305,45,93.0,9.0,10.0,10.0,10.0,10.0,9.0,0,2,1,2.88,2.50169022968,1
1,99,98,103.0,1,4,1.5,1.0,2.0,14,35.0,1,15.0,2,30,0,0,0,0,7,89.0,9.0,9.0,9.0,9.0,9.0,9.0,1,1,98,1.89,0.144183546155,0
3,100,100,1.0,1,4,1.0,3.0,3.0,12,0,4,0.0,3,30,0,0,0,0,3,100.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0.25,3.45520159254,0
1,100,50,1.0,1,2,1.0,1.0,1.0,14,55.0,1,0.0,1,30,0,12,17,46,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,1.03,2.64730409134,1
1,100,100,1.0,1,2,1.5,1.0,2.0,17,15.0,1,0.0,2,7,2,5,6,237,100,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1,1,1,4.37,1.85204519347,1
4,0,0,1.0,0,2,1.0,1.0,1.0,11,30.0,1,0.0,5,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,2.7767619168,0
3,100,0,1.0,1,4,1.5,1.0,1.0,14,35.0,1,35.0,2,30,12,33,36,285,6,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2,1,0.12,3.42609951838,0
1,99,98,103.0,1,2,1.0,1.0,1.0,13,35.0,1,0.0,2,30,29,29,29,29,12,80.0,9.0,8.0,8.0,9.0,10.0,8.0,1,1,98,1.87,1.12044643624,0
1,100,100,1.0,1,2,1.0,1.0,1.0,17,0,1,0.0,2,7,0,0,7,15,25,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,1,1,5.21,3.62185701992,1
1,100,100,1.0,1,2,1.0,1.0,1.0,10,0,1,0.0,3,30,0,0,0,0,3,93.0,10.0,10.0,9.0,9.0,8.0,9.0,0,2,1,0.76,4.06686637284,0
2,99,90,44.0,1,2,1.0,1.0,1.0,11,45.0,1,0.0,4,30,0,0,0,0,8,98.0,10.0,10.0,10.0,10.0,9.0,9.0,0,2,34,0.6,0.908324256881,0
2,100,67,1.0,1,2,1.0,1.0,1.0,15,30.0,1,0.0,3,30,0,21,51,51,5,100.0,10.0,10.0,10.0,10.0,9.0,8.0,0,2,1,0.33,2.1808935394,0
4,46,60,2.0,0,7,1.0,3.0,3.0,14,50.0,2,19.0,2,30,24,51,81,356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0.0,3.66648239315,0
1,100,100,133.0,1,4,1.5,2.0,3.0,20,50.0,2,40.0,3,30,14,44,74,106,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,2,128,1.05,0.782634834871,0
1,100,100,1.0,1,4,1.0,2.0,3.0,17,25.0,1,0.0,2,14,0,5,12,12,1,100.0,0.0,0.0,0.0,10.0,10.0,10.0,0,2,1,1.0,4.87564480031,1
2,100,86,1.0,0,4,1.0,2.0,2.0,11,40.0,2,0.0,3,30,0,0,0,0,33,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1,1,2.31,1.96658363226,0
1,100,100,35.0,0,12,4.0,7.0,12.0,20,75.0,8,25.0,2,30,18,29,45,299,6,83.0,9.0,9.0,10.0,9.0,9.0,9.0,1,2,33,1.34,2.66063044528,0
2,98,93,77.0,1,2,1.0,1.0,1.0,10,79.0,1,0.0,4,30,2,29,59,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,35,0.0,1.37924242747,0
1,100,100,1.0,1,2,1.0,1.0,1.0,16,27.0,1,10.0,1,30,1,15,22,77,38,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,0.96,1.49233987637,1
1,99,100,166.0,1,4,1.0,2.0,3.0,12,49.0,1,0.0,2,30,0,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,156,0.0,7.61568851365,0
2,80,100,1.0,0,2,1.0,1.0,1.0,8,30.0,1,0.0,2,30,6,6,6,6,2,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,1,0.23,2.16060948223,0
2,100,93,2.0,0,4,1.0,1.0,2.0,15,0,2,20.0,3,30,5,7,18,285,25,94.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,2,2.2,1.71171658247,0
3,80,92,1.0,0,3,1.0,0.0,2.0,13,25.0,1,0.0,3,30,21,27,54,329,33,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,1,2.17,2.30180062604,0
1,100,100,1.0,0,4,1.0,2.0,2.0,12,0,2,25.0,4,16,0,5,5,204,17,95.0,9.0,10.0,10.0,10.0,10.0,10.0,0,1,1,1.07,1.91787277308,1
3,100,89,1.0,1,2,1.0,1.0,1.0,15,0,1,0.0,3,30,3,9,18,272,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,3.12,2.14666114041,0
1,100,100,1.0,0,3,1.0,1.0,3.0,20,25.0,1,0.0,3,30,0,0,0,178,10,96.0,10.0,10.0,10.0,10.0,8.0,9.0,0,2,1,1.62,3.22904202785,0
1,100,100,2.0,1,4,1.0,2.0,2.0,14,40.0,2,40.0,2,30,0,0,0,0,5,96.0,10.0,10.0,10.0,10.0,8.0,9.0,0,2,2,0.45,3.7751209379,1
1,100,100,1.0,1,2,1.0,1.0,1.0,1,25.0,1,0.0,3,30,11,18,48,323,12,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,2,1,0.79,3.51028189008,0
1,100,83,3.0,0,1,1.0,1.0,1.0,1,0,1,0.0,3,30,0,0,0,185,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0.0,3.86077666227,0
2,100,100,3.0,1,4,1.0,0.0,2.0,13,35.0,2,15.0,2,6,16,16,16,16,9,89.0,10.0,9.0,10.0,9.0,7.0,9.0,0,2,3,5.74,5.14526740573,0
3,100,0,1.0,1,2,1.0,1.0,1.0,8,25.0,1,0.0,3,7,0,0,0,0,6,84.0,10.0,10.0,10.0,10.0,8.0,10.0,0,1,1,0.36,2.46546422994,0
2,100,100,1.0,1,6,1.0,2.0,2.0,19,30.0,2,25.0,2,30,0,2,2,22,19,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1,1,0.86,3.05470137589,0
1,100,50,23.0,1,2,0.0,1.0,2.0,1,0,1,0.0,1,30,6,18,30,288,23,89.0,9.0,10.0,9.0,10.0,9.0,9.0,0,2,23,0.88,2.36237108998,0
1,100,100,1.0,1,3,1.0,1.0,1.0,17,39.0,2,35.0,1,21,1,5,11,94,18,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0.55,1.68559796955,0
2,90,50,1.0,1,4,1.0,2.0,2.0,19,40.0,1,0.0,2,30,30,60,90,182,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,0.35,4.1066860051,0
1,100,100,35.0,0,4,2.5,3.0,4.0,23,75.0,2,25.0,2,30,9,9,21,201,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,33,0.0,3.40800721164,0
3,80,0,4.0,1,2,1.0,1.0,1.0,10,10.0,1,0.0,2,30,0,0,0,0,4,90.0,9.0,8.0,10.0,10.0,10.0,9.0,0,1,3,0.22,2.45734866047,0
2,98,93,77.0,1,2,1.0,1.0,1.0,5,79.0,1,0.0,3,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,35,0.0,2.57445869804,0
3,80,100,1.0,0,2,1.0,1.0,1.0,7,0,1,0.0,2,30,2,6,7,253,169,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,2,1,4.84,5.1166933652,0
3,100,75,1.0,1,2,1.0,1.0,1.0,16,38.0,2,0.0,2,30,16,20,20,20,4,89.0,9.0,7.0,10.0,10.0,10.0,10.0,0,2,1,0.09,1.42411230465,0
2,91,100,1.0,0,3,1.0,1.0,1.0,12,0,1,20.0,1,14,1,17,33,301,412,93.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1,1,8.13,3.169921599,1
4,0,0,1.0,0,8,1.0,3.0,5.0,16,0,4,29.0,2,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,3.30779641127,0
2,90,64,1.0,1,2,1.0,1.0,1.0,10,25.0,2,120.0,3,14,0,0,0,246,59,96.0,10.0,9.0,10.0,10.0,10.0,9.0,0,1,1,1.32,1.04751153409,0
1,100,100,1.0,0,2,1.0,1.0,1.0,11,35.0,1,0.0,2,30,0,0,0,0,4,95.0,10.0,10.0,9.0,10.0,10.0,9.0,0,1,1,1.9,2.64661894028,0
2,100,80,1.0,1,4,1.0,2.0,3.0,13,0,1,0.0,3,16,1,1,1,1,2,90.0,9.0,8.0,9.0,10.0,9.0,9.0,0,0,1,0.91,2.38190828802,0
1,100,100,1.0,1,2,1.0,1.0,1.0,16,15.0,1,0.0,2,10,3,10,13,227,68,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,6.09,1.59893728934,0
3,100,100,1.0,1,2,1.0,1.0,1.0,13,30.0,1,0.0,3,30,3,3,3,3,1,100.0,10.0,8.0,10.0,8.0,10.0,8.0,0,2,1,0.16,2.75572288955,0
3,100,75,2.0,1,4,1.5,2.0,3.0,20,25.0,2,10.0,3,30,0,0,18,34,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,2,0.62,1.36136622861,0
3,100,82,1.0,1,2,1.5,1.0,2.0,14,20.0,1,0.0,1,4,2,2,2,2,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,2.0,1.96734029191,0
4,0,0,1.0,0,3,1.0,1.0,1.0,15,0,2,50.0,1,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.717280568145,0
1,100,36,1.0,1,2,1.0,1.0,1.0,14,0,2,0.0,3,30,12,42,68,339,30,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,1.44,2.09121850269,1
2,100,67,1.0,1,2,1.0,1.0,1.0,9,25.0,0,0.0,3,9,0,0,0,0,9,98.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,1,1.47,2.27318760796,0
2,88,100,1.0,1,4,1.0,2.0,2.0,20,50.0,3,10.0,3,30,0,7,10,10,13,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0.96,3.9936434258,0
1,100,99,3.0,0,2,0.0,1.0,1.0,12,0,1,0.0,2,30,4,7,10,236,23,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,3,0.32,0.664290412097,0
2,100,94,1.0,0,2,1.0,1.0,1.0,14,35.0,1,0.0,2,30,0,0,0,0,19,80.0,9.0,8.0,7.0,8.0,8.0,8.0,0,1,1,1.72,3.16452958328,0
2,90,100,1.0,1,4,1.0,2.0,2.0,19,50.0,2,40.0,3,30,7,34,60,108,11,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,5.08,1.99524239521,0
3,100,0,1.0,1,5,1.0,2.0,3.0,15,0,4,20.0,5,30,0,0,0,64,5,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,0.14,1.81929206064,0
1,100,50,1.0,0,2,1.0,1.0,1.0,17,39.0,1,0.0,3,14,12,42,72,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,3.63573884378,0
2,100,33,1.0,1,2,1.0,0.0,1.0,15,25.0,1,0.0,5,30,19,44,74,349,18,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,0.8,1.47547046218,1
1,100,0,1.0,0,2,1.0,1.0,1.0,10,30.0,1,0.0,3,30,21,21,21,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,2.26601010575,0
3,100,75,1.0,0,5,1.0,4.0,5.0,17,50.0,6,5.0,2,30,18,42,42,66,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.28,6.248410175,0
2,100,96,3.0,1,2,1.0,1.0,2.0,20,30.0,1,0.0,1,30,5,12,36,308,42,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,3,4.85,0.523191557544,0
2,83,67,1.0,0,5,1.0,3.0,3.0,20,40.0,1,0.0,7,14,15,15,15,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,8.33053080517,0
1,100,97,1.0,1,2,1.0,1.0,1.0,14,15.0,1,10.0,2,5,0,0,2,2,15,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,6.16,0.929193297929,0
2,100,100,1.0,0,2,1.0,1.0,1.0,13,0,1,0.0,3,30,0,0,0,0,2,90.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,1,0.62,3.19921437346,0
3,56,82,1.0,1,2,1.0,1.0,1.0,11,0,1,0.0,1,30,5,23,49,324,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,1.0,2.66927680212,0
4,29,75,1.0,0,4,1.0,1.0,2.0,10,35.0,1,0.0,2,12,2,2,2,227,1,80.0,6.0,4.0,8.0,6.0,8.0,6.0,0,0,1,0.21,2.2413394039,0
1,100,100,1.0,1,2,1.0,1.0,1.0,18,27.0,2,50.0,1,21,0,7,20,259,161,95.0,10.0,10.0,10.0,9.0,9.0,9.0,1,1,1,3.78,3.52478681611,0
4,0,0,1.0,1,3,1.0,1.0,2.0,10,20.0,2,10.0,3,30,0,0,0,0,3,93.0,9.0,8.0,10.0,10.0,9.0,9.0,0,0,1,0.34,2.75762828696,0
1,100,100,1.0,1,2,1.0,0.0,2.0,8,15.0,2,25.0,3,30,0,0,0,0,86,87.0,9.0,8.0,9.0,10.0,9.0,9.0,0,0,1,5.89,2.72218924687,0
4,0,0,1.0,0,3,1.0,3.0,3.0,14,50.0,1,0.0,6,14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,7.50435909802,0
2,100,100,1.0,1,2,1.0,1.0,2.0,14,25.0,0,0.0,1,14,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,2.87520560009,0
4,0,0,1.0,1,2,1.0,2.0,2.0,9,25.0,1,0.0,3,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,2.1811452876,0
4,13,100,1.0,0,2,1.0,1.0,1.0,8,35.0,1,7.0,2,30,2,2,29,29,16,89.0,9.0,8.0,10.0,10.0,9.0,9.0,0,2,1,0.34,1.70818892763,0
1,100,94,1.0,0,2,1.0,1.0,1.0,12,38.0,1,0.0,3,30,7,28,58,333,70,90.0,10.0,9.0,10.0,10.0,10.0,9.0,0,2,1,4.61,2.31305512146,0
2,95,97,1.0,0,2,1.0,1.0,2.0,16,0,1,0.0,1,30,4,15,30,300,40,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,1,6.12,2.7159994254,0
2,100,100,1.0,1,2,1.0,1.0,1.0,16,10.0,1,0.0,1,7,2,7,13,13,1,100.0,8.0,8.0,10.0,10.0,8.0,10.0,0,0,1,1.0,1.75920513985,0
1,100,100,1.0,0,4,1.0,2.0,2.0,15,35.0,2,35.0,2,30,3,12,17,17,4,95.0,9.0,10.0,9.0,10.0,10.0,8.0,0,1,1,1.41,3.32982498834,1
3,88,80,2.0,1,4,1.0,2.0,2.0,17,35.0,2,10.0,4,30,0,0,0,116,4,90.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2,2,1.62,3.74359735373,0
2,93,100,1.0,0,5,1.0,1.0,3.0,14,0,4,35.0,2,30,17,45,72,347,6,87.0,9.0,9.0,10.0,10.0,8.0,8.0,0,1,1,2.54,1.3447609971,1
2,90,88,1.0,1,2,1.0,1.0,1.0,15,50.0,2,0.0,5,30,10,36,66,341,14,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0.55,4.0571616755,1
3,100,100,1.0,1,2,1.0,1.0,1.0,11,0,1,15.0,2,30,0,0,0,0,2,100.0,9.0,9.0,10.0,10.0,8.0,9.0,0,0,1,0.21,1.93878239749,0
3,92,100,1.0,0,1,1.0,1.0,1.0,14,10.0,1,0.0,2,30,14,40,70,70,12,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0,0,1,4.5,4.79317876147,0
2,90,72,1.0,1,2,1.0,1.0,1.0,8,35.0,2,75.0,1,30,12,27,28,296,15,100.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,1,0.41,1.737687824,0
4,0,0,1.0,0,2,1.0,1.0,2.0,4,0,1,0.0,1,30,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0.33,0.205670694414,0
1,99,100,166.0,1,2,1.0,1.0,1.0,15,39.0,1,0.0,2,30,0,0,0,0,4,85.0,10.0,10.0,10.0,9.0,9.0,8.0,1,1,156,4.0,2.3183784975,0
1,96,100,5.0,1,2,1.0,1.0,2.0,10,18.0,2,40.0,2,30,8,13,13,15,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,3,1.0,1.3521089823,0
4,0,0,1.0,0,2,1.0,1.0,1.0,8,40.0,2,15.0,4,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,5.99794285971,0
4,0,0,1.0,1,2,1.0,1.0,1.0,11,20.0,2,100.0,5,30,16,34,34,34,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,1,0.35,1.83658730732,0
3,75,100,1.0,0,2,1.0,0.0,2.0,13,35.0,1,12.0,2,30,2,5,8,23,31,97.0,10.0,10.0,9.0,9.0,10.0,10.0,0,1,1,2.21,1.81368840875,0
2,100,100,1.0,0,2,1.0,1.0,1.0,13,45.0,1,0.0,3,21,7,33,40,44,22,94.0,9.0,9.0,9.0,9.0,10.0,9.0,0,2,1,0.49,1.01007185037,0
2,100,78,1.0,1,3,1.0,1.0,1.0,9,20.0,1,0.0,3,14,0,4,4,71,21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,0.57,1.92836088526,0
4,0,0,1.0,0,2,1.0,1.0,1.0,10,30.0,1,0.0,4,30,0,0,0,183,17,96.0,10.0,10.0,10.0,9.0,9.0,9.0,0,1,1,0.44,4.10839749623,0
4,0,0,1.0,1,4,1.5,2.0,3.0,12,40.0,1,0.0,3,30,17,38,57,329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,2.00933810856,0
3,100,100,1.0,0,2,1.0,1.0,1.0,13,0,1,0.0,5,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.77189138265,0
1,100,100,1.0,1,2,1.5,1.0,1.0,13,20.0,1,0.0,2,30,26,26,26,26,29,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,1,1,1.67,1.55703154793,0
4,0,0,0.0,0,2,1.0,1.0,1.0,16,35.0,1,0.0,2,30,2,2,8,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,3.45962019367,0
4,0,0,1.0,1,2,1.0,1.0,1.0,11,0,1,0.0,5,30,3,32,32,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3.00943313461,0
3,100,93,3.0,0,2,1.0,1.0,1.0,10,25.0,1,0.0,2,30,14,26,36,117,8,89.0,10.0,9.0,10.0,10.0,9.0,9.0,0,1,3,0.27,3.41834661795,0
4,0,0,1.0,0,2,1.0,1.0,2.0,22,30.0,2,35.0,1,30,0,0,0,125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,2.60373122694,0
1,100,40,1.0,0,5,2.0,3.0,5.0,21,0,1,0.0,2,12,1,3,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,1.83341884698,0
3,73,82,1.0,1,4,1.0,2.0,2.0,15,0,3,0.0,1,30,0,0,2,91,6,97.0,10.0,9.0,10.0,10.0,9.0,10.0,0,1,1,0.48,1.81921913249,0
4,0,0,1.0,0,2,1.0,1.0,1.0,6,40.0,1,0.0,4,14,0,0,0,0,27,96.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2,1,0.55,1.27276812589,0
1,100,100,4.0,1,2,1.0,1.0,1.0,13,10.0,1,10.0,2,30,8,29,53,202,22,91.0,9.0,9.0,10.0,9.0,10.0,9.0,1,2,4,3.0,1.52867586702,0
