host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count,host_identity_verified,accommodates,bathrooms,bedrooms,beds,amenities,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,calculated_host_listings_count,reviews_per_month,distance_to_dam,has_metro
2,100,100,1.0,0,2,1.0,1.0,2.0,14,40.0,1,0.0,6,28,26,26,26,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,3.0700041422,0
1,100,0,1.0,1,2,1.0,0.0,2.0,11,0,1,0.0,2,7,0,0,0,237,4,95.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0.5,5.78047766909,0
2,100,0,1.0,0,2,1.0,1.0,2.0,10,25.0,2,0.0,2,5,21,51,81,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3.20826591386,0
3,90,57,1.0,1,2,1.0,1.0,1.0,17,25.0,1,20.0,2,7,0,30,57,332,29,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,1.58,2.44434519452,0
2,100,80,1.0,1,4,1.0,2.0,2.0,23,30.0,2,30.0,3,30,0,0,21,21,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,0.39,1.7728659047,0
4,0,0,1.0,1,3,1.0,2.0,2.0,10,40.0,2,75.0,1,30,0,0,19,294,1,80.0,8.0,8.0,10.0,10.0,10.0,8.0,0,0,1,0.1,1.03689495233,0
4,0,0,1.0,1,4,1.0,2.0,4.0,20,20.0,3,10.0,3,30,0,0,0,107,2,0.0,9.0,8.0,10.0,10.0,7.0,9.0,0,2,1,0.06,3.9066453835,0
1,99,100,166.0,1,4,1.5,2.0,2.0,13,44.0,1,0.0,2,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,156,0.0,4.88863179687,0
3,100,0,1.0,0,3,1.0,1.0,1.0,12,10.0,1,0.0,1,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.10962815052,0
1,100,75,1.0,1,2,1.0,1.0,1.0,11,30.0,1,0.0,2,30,19,30,60,60,11,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,1.48,0.554730903051,1
1,86,100,2.0,1,2,1.0,1.0,1.0,11,15.0,1,0.0,3,30,1,1,3,15,14,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0,2,1,1.44,5.02660434651,0
1,100,100,1.0,1,8,1.0,2.0,8.0,7,60.0,5,50.0,5,30,21,44,69,212,3,87.0,9.0,8.0,10.0,10.0,9.0,8.0,0,2,1,1.02,1.13965745915,1
4,0,0,1.0,1,2,1.0,0.0,1.0,16,40.0,1,0.0,1,30,0,4,12,18,13,94.0,10.0,9.0,10.0,10.0,8.0,9.0,0,2,1,1.12,3.42113936454,0
2,100,50,1.0,1,5,1.0,2.0,5.0,18,35.0,2,18.0,7,21,9,26,26,286,8,90.0,8.0,8.0,8.0,9.0,10.0,8.0,0,2,1,0.29,2.41354186727,1
1,100,100,1.0,0,2,1.0,1.0,1.0,10,0,1,0.0,2,4,0,1,2,172,32,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,0,1,1.5,7.67619546094,0
1,100,100,1.0,0,4,1.0,4.0,8.0,19,100.0,1,0.0,2,14,21,46,54,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,1.5041790903,0
4,0,0,1.0,0,2,1.0,1.0,1.0,7,0,1,0.0,2,7,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.25,1.91400552838,0
2,100,100,1.0,0,2,1.0,1.0,1.0,17,25.0,1,0.0,4,30,9,35,65,164,19,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0.62,2.21833808897,0
2,100,100,1.0,1,7,1.5,3.0,7.0,20,35.0,1,0.0,2,30,8,11,17,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,10.0,1
1,100,100,1.0,0,4,1.0,2.0,2.0,21,35.0,1,0.0,2,30,30,53,53,53,5,96.0,10.0,10.0,9.0,10.0,10.0,9.0,0,1,1,4.05,0.41819086776,0
4,0,0,1.0,1,2,1.0,1.0,1.0,8,15.0,1,0.0,5,7,0,0,0,0,2,90.0,9.0,8.0,8.0,9.0,7.0,8.0,0,0,1,0.21,4.07932997905,0
2,100,100,1.0,1,4,1.0,0.0,1.0,24,45.0,2,40.0,3,30,9,9,9,72,3,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2,1,0.38,1.41002852426,0
1,100,98,48.0,1,4,1.5,2.0,2.0,10,35.0,2,30.0,2,30,4,4,4,4,29,92.0,10.0,9.0,8.0,9.0,10.0,9.0,0,1,46,2.25,1.13852947636,0
2,100,33,1.0,1,5,1.5,3.0,4.0,17,60.0,4,25.0,2,14,12,12,15,51,22,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,0.61,1.61875128826,0
2,100,56,5.0,0,3,1.5,1.0,3.0,15,60.0,2,15.0,1,30,30,60,90,365,3,87.0,9.0,9.0,8.0,7.0,8.0,7.0,0,2,5,1.25,9.25432354711,1
4,40,35,1.0,1,4,1.0,2.0,2.0,15,30.0,2,25.0,2,30,30,60,90,365,16,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,1,0.75,4.84250106899,0
1,100,100,2.0,1,6,2.0,3.0,4.0,19,80.0,1,0.0,7,30,5,24,42,317,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,2,1.02,1.7528435252,0
2,100,100,1.0,1,3,1.0,1.0,1.0,14,50.0,1,30.0,1,30,12,13,43,318,3,100.0,9.0,9.0,10.0,10.0,9.0,9.0,0,2,1,2.5,2.90990145887,0
4,0,0,1.0,0,4,1.0,3.0,3.0,17,50.0,2,15.0,3,14,0,0,0,158,14,96.0,9.0,8.0,10.0,10.0,10.0,9.0,0,1,1,0.46,1.11273828383,0
4,0,0,1.0,1,4,1.0,2.0,3.0,21,0,1,0.0,4,15,0,13,16,16,5,95.0,10.0,10.0,10.0,10.0,9.0,8.0,0,1,1,0.45,3.23375269939,0
1,100,65,4.0,1,5,1.0,3.0,6.0,12,33.0,1,35.0,2,30,17,42,44,237,2,90.0,8.0,8.0,9.0,10.0,9.0,9.0,0,0,3,2.0,3.1912788333,0
1,100,100,3.0,1,4,1.5,4.0,8.0,4,0,4,100.0,7,30,23,25,38,313,42,90.0,9.0,9.0,9.0,10.0,10.0,9.0,1,2,3,2.64,1.16229988696,0
1,80,67,1.0,1,2,1.0,1.0,1.0,9,20.0,2,0.0,2,30,0,0,0,0,6,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,1,0.63,2.18461836816,0
3,100,92,1.0,1,2,1.0,1.0,1.0,14,25.0,1,0.0,3,15,20,39,39,222,22,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,1,0.83,3.98226260704,1
3,100,0,1.0,1,4,1.0,1.0,1.0,19,40.0,2,35.0,2,30,7,7,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,2.82130320362,0
1,100,100,1.0,1,2,1.0,1.0,1.0,13,30.0,0,0.0,2,10,0,3,11,140,54,94.0,10.0,10.0,10.0,10.0,9.0,9.0,1,2,1,2.38,3.85854974163,0
2,100,67,1.0,0,2,1.0,1.0,1.0,9,60.0,1,0.0,4,30,0,0,1,275,3,100.0,10.0,10.0,9.0,10.0,10.0,9.0,0,1,1,0.09,2.08109358421,0
2,100,100,1.0,0,3,2.0,2.0,2.0,13,35.0,2,20.0,3,30,0,3,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,2.64650232828,0
4,0,0,1.0,0,2,1.0,1.0,1.0,14,30.0,1,0.0,3,18,0,0,0,0,4,100.0,10.0,9.0,10.0,10.0,9.0,10.0,0,2,1,0.44,1.82216164547,0
3,96,40,1.0,1,6,2.0,3.0,7.0,17,50.0,1,40.0,2,30,27,52,78,349,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0.52,2.59229146911,0
4,0,0,1.0,0,2,1.0,1.0,1.0,11,10.0,1,0.0,2,30,23,53,83,173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,3.78691626674,0
2,100,100,1.0,1,4,1.0,1.0,4.0,21,45.0,2,40.0,2,30,5,14,23,103,71,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,2.49,2.01216262313,0
1,100,75,1.0,1,3,1.0,2.0,3.0,13,40.0,2,25.0,2,30,7,7,7,252,39,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1,1,1.07,1.79512722012,0
2,80,100,1.0,1,3,2.0,2.0,3.0,15,35.0,2,32.0,5,30,15,33,56,326,45,94.0,9.0,9.0,10.0,10.0,9.0,9.0,0,2,1,0.75,3.01191122561,0
4,0,0,1.0,0,2,1.0,1.0,1.0,8,0,1,0.0,1,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,6.05351644144,0
4,0,0,1.0,0,3,1.0,2.0,2.0,12,0,1,0.0,5,30,0,0,0,184,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3.77352865198,0
2,100,0,1.0,0,2,1.0,1.0,1.0,15,35.0,2,25.0,3,30,2,5,5,160,4,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,0.32,1.68526285639,0
3,100,67,1.0,1,2,1.0,1.0,1.0,9,25.0,1,0.0,3,20,5,15,15,191,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,0.43,0.512648117607,1
2,100,100,1.0,0,4,1.0,2.0,3.0,13,50.0,0,0.0,3,30,0,0,0,154,17,92.0,9.0,9.0,9.0,9.0,9.0,8.0,0,1,1,0.64,3.31132873309,0
1,100,86,1.0,1,4,1.0,3.0,5.0,17,65.0,4,0.0,2,11,12,24,45,317,72,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,2.11,1.58727988322,0
1,100,100,1.0,1,5,1.0,2.0,3.0,20,30.0,4,30.0,3,30,2,4,4,257,58,88.0,9.0,9.0,9.0,9.0,9.0,9.0,1,1,1,0.96,5.78343610606,0
1,100,100,1.0,0,2,1.0,1.0,1.0,14,35.0,1,0.0,2,30,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,1.0,1.77608196008,0
2,100,90,1.0,1,2,1.0,1.0,1.0,14,0,1,0.0,3,7,0,0,0,188,70,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,1.74,1.25155916682,0
1,100,100,2.0,0,4,1.0,2.0,3.0,15,30.0,3,20.0,2,30,2,2,2,185,1,80.0,10.0,10.0,10.0,10.0,8.0,6.0,0,1,2,0.12,3.23088421221,0
4,0,0,1.0,1,2,1.0,1.0,1.0,17,50.0,1,0.0,2,5,23,53,56,56,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.242448175543,1
2,96,92,10.0,0,3,1.0,1.0,3.0,16,10.0,2,30.0,1,30,4,4,4,170,19,93.0,10.0,10.0,9.0,9.0,9.0,9.0,0,0,10,1.18,0.395037607082,0
1,100,100,1.0,0,2,1.0,1.0,1.0,8,25.0,1,0.0,1,30,30,60,90,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.982819957867,0
2,100,0,1.0,1,2,1.0,1.0,1.0,11,20.0,1,0.0,2,22,11,13,41,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,2.7723098622,0
1,100,100,1.0,1,2,1.0,1.0,1.0,21,35.0,1,0.0,2,30,22,22,22,22,3,93.0,9.0,9.0,9.0,10.0,10.0,9.0,0,1,1,0.49,3.37203523804,0
4,0,0,2.0,1,2,1.0,1.0,1.0,20,0,1,0.0,3,14,0,0,0,0,3,80.0,10.0,9.0,9.0,10.0,8.0,9.0,0,0,1,0.16,4.18182369216,1
3,100,67,1.0,0,2,1.5,1.0,1.0,14,50.0,2,20.0,2,30,16,33,58,58,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,0.68,3.44261951807,0
1,100,100,1.0,0,2,1.0,1.0,1.0,15,35.0,1,15.0,2,30,3,18,48,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,1.97858760608,0
3,100,100,1.0,0,2,1.0,1.0,1.0,10,0,1,0.0,1,30,5,14,14,259,5,92.0,10.0,8.0,10.0,10.0,10.0,9.0,0,1,1,3.49,2.22693457327,0
3,70,25,1.0,1,4,1.0,2.0,2.0,18,45.0,4,50.0,3,30,30,60,90,365,7,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,0.46,8.04382686401,0
1,100,100,1.0,1,2,1.0,2.0,1.0,18,20.0,2,20.0,1,30,11,41,62,62,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,2.0,1.37700722536,0
4,0,0,1.0,0,2,1.0,1.0,2.0,17,0,1,0.0,1,30,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.14,3.01125716725,0
1,100,100,1.0,0,3,1.0,0.0,3.0,13,30.0,2,35.0,2,30,7,24,43,86,6,93.0,10.0,10.0,9.0,10.0,10.0,9.0,0,2,1,2.12,0.245162135741,0
4,0,0,1.0,1,4,1.0,2.0,2.0,17,35.0,1,0.0,2,30,5,22,22,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,1.4506241906,0
4,0,0,2.0,0,2,1.0,1.0,1.0,17,40.0,1,0.0,2,30,23,53,83,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,0.0,1.60405346027,0
2,92,64,1.0,1,6,2.0,2.0,6.0,18,30.0,4,50.0,1,30,18,37,37,125,62,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,2,1,1.56,2.41011530853,0
3,60,100,1.0,0,2,1.0,1.0,1.0,12,0,2,0.0,3,30,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,8.0,8.0,0,0,1,0.52,3.82344953906,0
3,75,100,1.0,1,4,1.5,3.0,6.0,16,0,1,0.0,3,30,8,16,23,214,3,100.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,1,0.48,2.32671050822,0
1,100,100,1.0,0,1,1.0,1.0,1.0,15,20.0,1,0.0,1,30,12,32,32,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,2.55471722124,1
4,0,0,1.0,0,3,1.0,1.0,2.0,13,20.0,2,40.0,5,30,0,0,0,0,30,93.0,10.0,9.0,9.0,10.0,10.0,9.0,0,0,1,1.08,0.574224703096,0
1,100,71,23.0,1,3,1.0,1.0,1.0,14,50.0,2,45.0,3,30,0,16,27,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,0.0,2.73982983898,0
3,100,100,1.0,1,2,2.0,1.0,1.0,11,0,1,0.0,2,30,3,5,5,8,4,95.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,1,2.79,3.13755294421,1
1,100,0,4.0,1,2,1.0,1.0,2.0,20,0,1,0.0,2,30,0,0,0,190,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,0.0,7.05530709055,0
1,100,100,1.0,0,2,1.0,1.0,1.0,7,15.0,0,0.0,2,30,0,0,0,0,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0,0,1,1,0.62,2.35516408926,0
1,100,100,2.0,0,2,1.0,1.0,1.0,15,0,1,0.0,2,30,4,18,33,289,18,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,2,0.35,2.65855166271,1
1,100,100,1.0,0,2,1.0,1.0,1.0,6,15.0,2,10.0,2,7,0,2,3,3,16,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,1,1,0.67,1.73513453957,0
2,100,100,1.0,0,4,1.0,2.0,2.0,12,25.0,1,0.0,2,30,0,0,0,0,1,80.0,10.0,8.0,8.0,10.0,8.0,8.0,0,2,1,0.38,3.01632280474,0
1,100,87,2.0,1,3,1.5,1.0,2.0,22,10.0,2,30.0,2,30,27,36,55,55,4,90.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,1,1.9,6.01937898525,1
3,100,0,1.0,1,2,1.5,1.0,2.0,9,15.0,1,20.0,1,30,1,1,1,276,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0.55,0.447645326509,1
2,100,100,1.0,0,2,1.0,1.0,1.0,7,35.0,1,0.0,3,30,3,3,3,3,2,90.0,10.0,9.0,10.0,10.0,10.0,9.0,0,2,1,0.32,3.14556992331,0
3,89,60,1.0,0,5,1.0,2.0,3.0,11,0,2,0.0,3,30,0,5,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,3.26668116546,0
1,100,80,1.0,0,4,2.0,3.0,4.0,15,125.0,1,0.0,5,30,0,2,32,63,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,1.63,0.821070023442,0
1,100,100,1.0,0,4,1.5,2.0,4.0,20,70.0,4,30.0,2,30,17,17,35,310,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,1.65,7.27350495575,0
3,57,98,6.0,1,4,1.0,1.0,4.0,22,0,1,30.0,3,30,30,60,90,365,2,80.0,10.0,10.0,10.0,10.0,10.0,8.0,0,2,4,0.11,6.23434495624,0
2,100,100,1.0,0,2,1.0,1.0,1.0,13,15.0,1,0.0,2,7,16,16,16,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,2.93943451764,0
4,0,0,11.0,1,2,0.5,1.0,2.0,7,0,2,0.0,2,30,0,0,1,276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,8,0.0,2.36582459132,0
1,100,75,1.0,1,2,1.0,1.0,1.0,21,15.0,0,0.0,2,30,4,10,21,207,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0.52,1.82911526873,0
4,0,0,1.0,1,5,1.0,3.0,3.0,14,50.0,1,0.0,5,30,0,0,0,0,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,1,0.17,6.93370740843,0
2,100,100,1.0,0,4,1.0,2.0,2.0,16,50.0,2,15.0,3,30,0,1,3,15,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0,1,1.67,2.18612651011,0
1,100,100,1.0,1,2,1.5,1.0,1.0,17,30.0,2,0.0,4,10,0,8,10,194,17,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,0.44,2.39105465858,0
1,100,100,4.0,1,2,1.0,1.0,1.0,11,25.0,0,0.0,2,30,0,0,0,215,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3,0.0,3.11564251957,0
2,100,100,1.0,1,1,1.0,1.0,1.0,14,0,1,0.0,1,30,6,6,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,10.0,1
1,100,100,1.0,0,4,1.0,1.0,2.0,10,35.0,2,30.0,2,30,0,0,0,0,9,93.0,10.0,9.0,8.0,9.0,8.0,8.0,0,1,1,0.99,2.52746550611,0
1,100,100,1.0,1,4,1.0,1.0,2.0,13,10.0,1,20.0,2,30,0,0,0,0,6,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,1,1.67,1.59478941283,0
1,100,100,1.0,1,2,1.0,1.0,1.0,16,0,0,0.0,4,30,0,0,0,149,21,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,1,1,0.95,2.40289611807,0
1,100,40,1.0,1,4,1.0,2.0,2.0,8,19.0,4,19.0,2,30,0,0,29,29,1,100.0,10.0,10.0,8.0,10.0,10.0,8.0,0,1,1,0.52,2.00401187455,1
3,100,0,1.0,0,2,1.0,1.0,1.0,10,25.0,1,0.0,6,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,3.48068462804,0
2,95,58,1.0,1,2,1.0,1.0,1.0,14,30.0,1,0.0,3,30,11,26,44,311,13,94.0,10.0,9.0,9.0,10.0,10.0,9.0,0,0,1,2.64,0.865500033547,0
2,83,75,1.0,1,2,1.0,1.0,1.0,7,0,1,0.0,3,30,0,0,0,184,9,93.0,10.0,10.0,10.0,10.0,9.0,10.0,0,2,1,0.25,3.91304256538,1
1,100,88,1.0,1,3,1.0,1.0,2.0,14,30.0,2,30.0,1,30,0,0,0,0,5,88.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,1,2.08,1.93640523668,0
2,100,78,1.0,0,4,1.0,2.0,3.0,21,49.0,2,39.0,3,30,24,49,66,340,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,1,1.65,2.13194581851,0
3,100,100,2.0,0,6,1.0,3.0,3.0,15,0,1,0.0,1,30,2,28,28,303,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,2,0.38,2.18286808257,0
1,100,100,1.0,0,2,1.0,1.0,1.0,18,35.0,1,0.0,2,30,10,23,23,23,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0,1,1,1.0,2.22411830996,0
1,100,97,64.0,1,4,1.0,2.0,2.0,13,35.0,1,8.0,2,30,8,8,8,8,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,57,4.0,1.1600190226,0
3,100,0,1.0,1,3,1.0,2.0,2.0,11,25.0,1,0.0,4,30,0,0,0,17,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0.19,2.01890946341,0
4,39,73,2.0,1,2,1.0,1.0,1.0,14,0,1,0.0,1,30,21,51,81,356,46,84.0,9.0,9.0,8.0,8.0,9.0,8.0,0,0,2,1.7,1.34348616185,0
1,100,100,1.0,1,4,1.0,0.0,2.0,18,20.0,2,25.0,1,30,0,0,0,193,24,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,1,1.65,4.24848493429,1
3,100,80,1.0,1,5,1.0,3.0,5.0,10,50.0,1,0.0,3,30,0,8,8,84,11,90.0,9.0,10.0,10.0,10.0,9.0,9.0,0,2,1,0.46,4.15903158762,0
2,100,100,1.0,1,2,1.0,1.0,1.0,12,0,1,0.0,2,5,0,0,0,75,27,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,1,1,2.06,2.00515231567,0
1,100,71,23.0,1,2,1.0,1.0,1.0,15,35.0,1,0.0,3,30,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,2,19,0.79,1.16183893331,0
1,80,100,1.0,1,2,1.0,1.0,1.0,7,30.0,1,0.0,2,30,0,0,0,0,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,1,0.93,2.61080457075,0
2,100,50,2.0,1,3,1.0,1.0,1.0,16,0,2,25.0,1,30,1,1,1,204,5,95.0,10.0,10.0,9.0,9.0,10.0,10.0,0,2,1,0.44,1.8120849776,0
2,100,83,1.0,0,7,2.0,5.0,7.0,12,0,1,0.0,2,30,13,13,13,13,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,1,1.0,1.04573867012,0
3,100,100,1.0,1,2,1.0,1.0,1.0,9,35.0,1,0.0,3,30,2,2,5,5,12,88.0,9.0,9.0,10.0,9.0,9.0,9.0,0,1,1,1.46,1.89569546846,0
2,100,50,1.0,1,2,1.0,1.0,1.0,12,25.0,1,0.0,2,30,0,0,0,0,9,93.0,10.0,10.0,9.0,10.0,10.0,9.0,0,0,1,0.57,2.96242353418,0
4,0,0,1.0,1,4,1.0,3.0,2.0,10,40.0,1,0.0,10,30,0,0,0,0,3,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0,2,1,0.26,3.53716155063,0
1,99,98,103.0,1,4,1.0,1.0,2.0,13,35.0,1,11.0,2,30,14,14,14,14,13,89.0,9.0,9.0,9.0,10.0,10.0,9.0,0,1,98,2.89,2.43506413117,0
2,96,94,3.0,1,2,1.0,1.0,1.0,15,15.0,1,0.0,1,30,1,16,39,314,52,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,2,3,1.99,2.37776303803,0
2,100,100,1.0,0,4,1.0,2.0,4.0,8,35.0,3,0.0,4,30,6,12,12,195,24,97.0,9.0,10.0,10.0,10.0,10.0,10.0,0,1,1,0.52,1.15443406545,0
1,100,100,2.0,1,4,1.0,2.0,4.0,21,45.0,2,50.0,4,30,4,4,4,187,19,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,2,2,0.77,1.57827452396,0
2,86,75,1.0,0,4,1.0,2.0,4.0,15,0,2,20.0,4,30,0,0,0,0,7,97.0,10.0,9.0,9.0,10.0,9.0,9.0,0,1,1,0.23,1.95355235963,0
4,0,0,1.0,1,4,1.0,1.0,2.0,9,0,1,0.0,2,30,0,0,0,0,5,96.0,10.0,8.0,10.0,10.0,9.0,10.0,0,2,1,0.4,3.02012127395,0
1,100,53,1.0,1,3,1.0,1.0,1.0,12,0,2,30.0,1,30,25,55,85,360,22,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0,2,1,4.82,1.7446461986,0
3,60,67,1.0,0,2,1.0,1.0,1.0,15,0,1,0.0,1,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0.0,2.15622506716,0
4,0,0,1.0,0,4,1.5,2.0,2.0,16,0,1,0.0,1,30,0,7,7,191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0.0,2.47862892619,0
4,0,0,1.0,1,2,1.0,1.0,1.0,10,20.0,1,0.0,1,30,11,17,17,232,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,2.30699202882,0
3,80,69,1.0,1,3,1.0,1.0,1.0,9,45.0,1,0.0,2,7,24,54,84,359,13,95.0,10.0,9.0,10.0,9.0,9.0,9.0,0,2,1,0.63,2.16371921478,0
2,93,78,1.0,0,3,1.0,1.0,2.0,19,20.0,3,15.0,2,30,14,24,50,325,10,96.0,10.0,9.0,10.0,10.0,8.0,9.0,0,1,1,3.8,8.47881711405,1
1,100,100,1.0,1,4,1.0,0.0,2.0,15,25.0,2,20.0,3,30,6,8,36,300,5,84.0,9.0,10.0,10.0,10.0,10.0,8.0,1,2,1,1.81,2.4109079885,0
2,100,87,8.0,1,2,1.0,1.0,1.0,22,30.0,0,0.0,1,30,12,35,50,318,72,92.0,9.0,9.0,10.0,10.0,9.0,9.0,0,2,8,2.85,4.26734434604,0
2,100,96,7.0,1,8,2.0,2.0,4.0,14,0,4,50.0,2,30,2,8,22,283,99,90.0,9.0,9.0,10.0,10.0,9.0,9.0,0,2,7,3.65,2.06604840681,0
1,83,100,1.0,0,2,1.0,1.0,1.0,14,20.0,1,0.0,3,30,0,0,0,0,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,1,1.61,4.03519626426,0
2,100,86,1.0,0,4,1.0,2.0,4.0,12,36.0,4,10.0,3,30,1,1,1,185,10,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,2,1,0.65,2.10641002416,0
2,100,17,1.0,0,2,1.0,1.0,1.0,11,25.0,1,0.0,2,30,12,28,42,317,5,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0,1,1,0.78,7.15093071816,0
1,100,100,1.0,1,2,1.0,1.0,1.0,14,40.0,1,0.0,2,30,2,2,2,247,18,99.0,10.0,10.0,10.0,10.0,9.0,9.0,0,2,1,2.07,2.8687634478,0
