,bathrooms,bedrooms,beds,accommodates,guests_included,distance_to_dam,distance_to_metro,review_scores_accuracy,review_scores_location,review_scores_value
222,1.0,1.0,1.0,1,0,4.2542212456,3.48750257281,10.0,9.0,9.0
13123,1.0,1.0,2.0,3,1,2.79055474769,1.01263589075,10.0,9.0,9.0
13580,1.0,1.0,1.0,2,1,3.78033804991,0.285171611804,0.0,0.0,0.0
5574,1.0,1.0,1.0,2,1,2.14988021059,0.279693557921,9.0,9.0,9.0
12586,2.0,1.0,1.0,2,1,3.03167614086,0.91164173507,9.0,9.0,9.0
5860,1.0,1.0,1.0,2,1,4.14229727348,1.84432796512,10.0,10.0,9.0
11467,1.0,1.0,1.0,2,2,2.56799982006,1.93873071222,10.0,9.0,9.0
1414,1.5,2.0,3.0,6,2,0.423373080988,0.603241784409,9.0,10.0,9.0
7439,1.0,1.0,1.0,2,1,2.41732522737,1.55106553706,0.0,0.0,0.0
7520,1.0,1.0,1.0,2,1,1.97858760608,1.34266239267,0.0,0.0,0.0
7180,1.0,1.0,1.0,2,1,1.48117448014,1.87966203351,8.0,8.0,8.0
6139,1.5,2.0,2.0,3,2,3.78388863139,0.434437320035,10.0,9.0,10.0
12624,1.0,0.0,1.0,2,1,3.22254264893,0.655249525365,10.0,9.0,9.0
11079,1.0,1.0,1.0,2,2,2.20357220615,1.97440461379,9.0,9.0,9.0
3240,1.0,1.0,1.0,2,1,3.0332204765,1.88045402896,0.0,0.0,0.0
11096,1.0,2.0,1.0,3,2,2.10859392949,1.84565894789,10.0,9.0,9.0
5400,1.0,1.0,1.0,2,2,2.65314682286,0.367544135683,0.0,0.0,0.0
9875,1.5,2.0,1.0,2,1,3.81516503065,0.882883867822,10.0,10.0,10.0
3627,1.0,2.0,1.0,2,1,3.68108656894,2.22819540359,10.0,9.0,10.0
6379,1.0,1.0,3.0,4,2,2.47381685267,1.650336147,0.0,0.0,0.0
10628,1.0,1.0,1.0,2,1,1.4611540601,1.96763206482,10.0,10.0,9.0
4680,1.5,2.0,2.0,4,2,1.05685562663,0.306888981121,8.0,10.0,8.0
13771,1.5,1.0,1.0,2,2,6.10355524412,1.54251775478,10.0,10.0,9.0
10423,1.0,1.0,1.0,3,2,3.10539797288,0.852438524947,10.0,8.0,8.0
12376,1.0,1.0,1.0,2,1,2.38692235245,1.87579861539,10.0,9.0,9.0
2396,1.5,2.0,2.0,4,1,1.16670141686,1.47522689708,0.0,0.0,0.0
9915,1.0,1.0,2.0,4,2,3.76211275558,0.999752190912,10.0,9.0,10.0
7177,1.0,1.0,1.0,2,1,2.05605623362,1.79507009947,0.0,0.0,0.0
12910,1.5,2.0,3.0,4,2,3.08419403894,0.722486691115,9.0,8.0,7.0
3800,1.0,1.0,2.0,4,2,2.07853456533,1.3698288083,9.0,10.0,9.0
8209,1.0,2.0,4.0,4,2,2.38595170161,0.689406277899,10.0,10.0,10.0
12829,1.0,1.0,1.0,2,1,3.18905241339,0.613221062591,10.0,8.0,9.0
12562,1.0,1.0,2.0,3,2,3.32549319309,0.620294949669,10.0,9.0,9.0
6049,1.0,3.0,3.0,4,2,3.98054748273,1.19380850643,10.0,9.0,9.0
7380,1.0,1.0,1.0,2,1,3.77671438605,0.273686287279,0.0,0.0,0.0
5953,1.0,1.0,1.0,2,0,3.65777255703,0.504160780644,10.0,10.0,10.0
11038,1.0,2.0,1.0,2,1,2.37594841306,2.00950994024,10.0,9.0,9.0
12259,1.0,1.0,1.0,2,2,2.63192373664,1.31803689105,9.0,8.0,8.0
11724,1.0,1.0,1.0,2,1,1.60781693863,1.98922103375,10.0,10.0,9.0
10890,1.0,0.0,2.0,2,2,2.22577465581,2.2477078768,9.0,10.0,9.0
4241,1.0,2.0,2.0,3,3,0.976893139656,0.98635581682,10.0,10.0,10.0
11636,1.0,1.0,1.0,2,1,2.79779789242,1.30979962549,0.0,0.0,0.0
13002,1.0,1.0,2.0,3,1,2.57710133731,1.22767053221,10.0,9.0,9.0
12432,1.0,2.0,2.0,2,1,1.41090981638,1.90630304082,10.0,10.0,10.0
11932,1.0,1.0,1.0,2,1,2.37640606763,1.80946968353,10.0,9.0,9.0
10414,1.0,2.0,1.0,2,1,1.35521271209,1.66932173727,0.0,0.0,0.0
8474,1.0,1.0,2.0,4,2,1.83998605457,1.3704098737,9.0,10.0,9.0
4855,1.0,0.0,1.0,2,1,0.724321618576,0.210634152207,9.0,9.0,8.0
5380,1.0,1.0,1.0,2,1,2.69183964336,0.268540001041,0.0,0.0,0.0
7136,1.0,2.0,2.0,4,1,1.97078873021,1.71007112477,10.0,10.0,10.0
5016,1.0,1.0,1.0,2,1,2.62337289693,0.696722042565,10.0,10.0,9.0
9149,1.0,1.0,1.0,2,2,2.98086463187,1.69078167822,9.0,10.0,9.0
8160,1.0,1.0,1.0,2,2,2.52701755982,0.833128929022,10.0,9.0,9.0
11104,1.0,1.0,1.0,1,1,2.38410771318,1.63350219004,10.0,9.0,10.0
8280,1.0,1.0,1.0,2,1,1.74277925644,0.900770932761,9.0,10.0,9.0
7149,1.0,1.0,2.0,3,2,1.29392219366,1.8129874315,9.0,10.0,9.0
8780,1.0,1.0,1.0,2,1,3.39168892926,0.895160962187,0.0,0.0,0.0
6374,1.0,1.0,1.0,2,1,1.77347520193,1.59402301435,5.0,6.0,3.0
5589,1.0,1.0,1.0,2,1,2.67111459174,0.446322467886,9.0,8.0,9.0
7199,1.0,0.0,2.0,4,2,1.51348371428,1.65168209266,9.0,9.0,8.0
10015,1.5,1.0,1.0,2,1,5.10641287256,0.768524105784,10.0,9.0,9.0
3355,1.0,3.0,3.0,4,1,3.46832351989,2.40333534947,9.0,9.0,8.0
5184,1.0,1.0,1.0,2,2,2.62657646031,1.39858429007,10.0,9.0,9.0
12087,1.0,1.0,1.0,2,1,2.63648711543,1.7538824517,10.0,10.0,10.0
2997,1.0,2.0,1.0,2,1,2.99763434888,1.64882920695,10.0,9.0,9.0
5378,1.5,2.0,2.0,4,1,2.52522434464,1.40648778499,0.0,0.0,0.0
9719,1.0,1.0,1.0,2,1,2.74814522574,1.24887306483,10.0,10.0,10.0
6940,1.0,1.0,1.0,2,2,2.1435195652,1.66860383406,9.0,9.0,9.0
12428,1.0,1.0,1.0,2,1,1.70648920085,2.11542658722,10.0,10.0,10.0
10524,1.5,1.0,1.0,2,1,2.40251179528,2.10301636698,10.0,10.0,10.0
10880,1.0,1.0,1.0,2,1,2.02212365548,2.05832195067,10.0,9.0,8.0
1241,0.0,1.0,1.0,2,1,0.442260971726,0.68248510731,9.0,10.0,9.0
6260,1.0,1.0,1.0,2,1,1.8003992942,1.8750300542,10.0,9.0,9.0
1023,1.0,1.0,1.0,2,1,8.14521196471,3.62651791097,10.0,10.0,10.0
12964,1.0,1.0,1.0,2,1,2.60246177176,1.27600614032,10.0,9.0,9.0
7566,1.0,1.0,1.0,2,1,2.46818212028,0.587039609005,10.0,10.0,10.0
1096,1.0,2.0,4.0,4,1,0.521704395777,0.617627579171,9.0,9.0,9.0
6002,1.0,0.0,1.0,2,1,3.1695749163,0.289612200567,0.0,0.0,0.0
4250,1.0,2.0,2.0,4,1,1.42570788823,0.231869462229,8.0,10.0,8.0
199,1.0,1.0,1.0,2,2,6.30549650421,5.50573647885,9.0,10.0,9.0
5276,1.0,1.0,1.0,2,1,2.21029926811,0.218644733417,10.0,10.0,10.0
9864,1.0,1.0,2.0,5,2,2.32095813166,1.68376438516,9.0,10.0,9.0
1788,1.0,1.0,1.0,2,1,0.982819957867,1.50466044963,0.0,0.0,0.0
6949,1.0,1.0,2.0,4,2,1.36121697508,1.66391520945,7.0,7.0,7.0
8720,1.0,1.0,3.0,4,2,2.19592921192,0.899889428297,10.0,10.0,9.0
9539,1.0,2.0,3.0,4,1,3.51961989862,1.3792575097,10.0,10.0,10.0
8968,1.0,1.0,2.0,2,0,3.62558647283,0.951644382831,9.0,9.0,9.0
9903,1.0,1.0,1.0,2,1,2.82273720581,1.70349786251,9.0,10.0,9.0
10066,1.0,0.0,1.0,2,1,5.12837713528,0.685628924999,10.0,9.0,10.0
11944,1.0,2.0,2.0,4,4,2.02987883152,2.09654028123,10.0,10.0,8.0
4574,1.0,1.0,1.0,2,1,1.36529015081,0.434052803668,0.0,0.0,0.0
4365,1.0,1.0,1.0,2,1,1.36251694856,0.765752701276,10.0,10.0,9.0
1549,1.5,2.0,2.0,4,4,0.904011675945,1.11600151215,9.0,10.0,9.0
10716,1.0,1.0,1.0,2,1,1.53164419163,2.03058981599,0.0,0.0,0.0
11512,1.0,2.0,2.0,2,1,1.90292325182,2.19233682754,9.0,10.0,9.0
3189,1.0,1.0,1.0,2,1,3.03116538346,1.60093678042,10.0,9.0,9.0
10852,1.5,1.0,1.0,2,1,1.70537893006,2.20383340696,0.0,0.0,0.0
3564,1.0,1.0,2.0,3,2,3.76243146678,2.26607838643,0.0,0.0,0.0
2323,1.0,2.0,2.0,4,2,0.251273770003,0.530871924802,10.0,10.0,9.0
13530,1.0,1.0,1.0,2,1,3.71038968433,0.466667274023,9.0,9.0,10.0
3994,1.5,1.0,1.0,2,1,0.779947472323,0.258999536707,10.0,10.0,10.0
7934,1.5,1.0,1.0,2,1,2.50005826912,0.407227432038,10.0,8.0,8.0
12248,1.0,1.0,1.0,2,1,3.22485563436,1.14925174363,0.0,0.0,0.0
11298,1.0,2.0,2.0,4,2,1.2649576114,1.6994736815,10.0,9.0,9.0
9066,1.0,0.0,2.0,3,1,2.30180062604,1.67377885311,10.0,10.0,9.0
5498,1.0,1.0,1.0,2,1,2.71395096195,0.836142168503,10.0,9.0,10.0
11029,1.0,2.0,3.0,4,1,2.48751905847,1.91568976144,0.0,0.0,0.0
3217,1.0,1.0,2.0,4,1,3.21459376592,1.8975289063,9.0,9.0,9.0
12905,1.0,0.0,1.0,2,1,3.27640476118,0.616692802735,0.0,0.0,0.0
10068,1.5,1.0,1.0,2,1,5.14034177304,0.825891391562,10.0,8.0,10.0
3730,1.0,0.0,2.0,3,1,1.60222561782,0.992343083179,10.0,9.0,9.0
1416,1.0,1.0,1.0,2,2,0.72367281229,0.459372279777,10.0,10.0,10.0
3143,1.0,2.0,3.0,4,2,3.00816671496,1.98308192688,10.0,10.0,9.0
13538,1.0,1.0,1.0,2,1,3.50158753865,0.670300330302,10.0,8.0,9.0
3521,1.0,1.0,2.0,3,2,3.72902659739,3.04341577014,0.0,0.0,0.0
6873,1.0,1.0,2.0,2,1,1.33296570332,1.76714583074,0.0,0.0,0.0
1625,1.0,1.0,1.0,2,1,0.202388597348,0.610427054114,10.0,10.0,10.0
6469,1.0,1.0,1.0,2,2,1.83776484341,2.02337071011,10.0,9.0,10.0
10045,1.0,1.0,1.0,2,1,5.16489326838,0.48952719886,10.0,9.0,9.0
10620,1.0,2.0,3.0,3,2,2.46149260482,1.84735964643,9.0,10.0,9.0
7255,1.0,1.0,2.0,3,2,7.5778375117,0.806471100636,7.0,7.0,7.0
10119,1.0,1.0,1.0,2,1,1.39576575782,1.86069801814,10.0,10.0,9.0
7937,1.0,1.0,1.0,2,1,2.00426666703,1.12561946071,10.0,10.0,10.0
6442,1.0,1.0,2.0,3,1,1.84679115436,1.67563388232,10.0,9.0,9.0
12547,1.0,2.0,8.0,9,2,2.55537827554,1.25154189013,9.0,8.0,9.0
832,1.0,1.0,1.0,2,1,7.20016514322,3.63745850209,9.0,9.0,9.0
12378,1.0,1.0,1.0,2,0,1.26876241047,1.6945611861,9.0,10.0,9.0
7410,1.0,2.0,2.0,3,1,2.62367798317,1.33394380302,9.0,9.0,9.0
10432,1.0,3.0,6.0,5,1,1.53825306166,1.75646224978,0.0,0.0,0.0
6292,1.0,2.0,1.0,2,0,1.63408797427,1.64970646274,10.0,10.0,10.0
13418,1.0,1.0,1.0,2,1,3.47726460935,0.700259945,10.0,9.0,10.0
10553,1.0,1.0,1.0,2,1,2.65737732174,1.76710502616,10.0,9.0,9.0
13714,1.0,1.0,1.0,2,0,5.84103757633,1.7249162362,10.0,10.0,10.0
8425,1.0,1.0,1.0,2,2,1.8412675896,0.519312617607,10.0,10.0,10.0
3512,1.0,1.0,1.0,4,2,2.8108910327,1.68908327963,10.0,9.0,9.0
11287,1.0,1.0,1.0,3,2,1.8298833902,2.23515328137,10.0,9.0,10.0
5561,1.0,2.0,2.0,3,1,2.16458619527,0.268496219087,0.0,0.0,0.0
7997,1.5,2.0,2.0,4,2,2.04544745994,0.630059215487,10.0,10.0,9.0
4126,1.0,0.0,1.0,2,1,0.979557943933,0.951795252107,9.0,10.0,9.0
4554,0.0,2.0,2.0,4,1,1.52812440398,0.71017549321,10.0,10.0,10.0
5646,1.0,1.0,1.0,2,1,2.08745007261,0.435543025768,9.0,10.0,9.0
4301,1.0,1.0,1.0,2,1,1.66230708597,0.515656491171,10.0,10.0,9.0
6315,1.0,1.0,1.0,2,1,2.21059825295,1.79507385809,0.0,0.0,0.0
6326,1.0,1.0,2.0,2,1,1.29146034989,1.60561478372,10.0,9.0,10.0
126,1.0,1.0,1.0,2,1,3.81697376,2.98900035549,10.0,9.0,10.0
2727,1.0,1.0,3.0,3,2,0.50350144995,0.981818591309,9.0,10.0,10.0
6712,1.0,1.0,1.0,2,2,1.59863674462,2.02014045009,10.0,8.0,9.0
1485,1.5,2.0,2.0,4,2,0.871398894576,0.864352096971,10.0,10.0,9.0
3516,1.5,2.0,2.0,4,1,3.0711329481,1.67579643217,10.0,9.0,9.0
262,1.0,1.0,1.0,2,1,3.48936543255,2.67746935108,10.0,10.0,10.0
5059,1.0,1.0,2.0,2,1,2.86392840121,1.4994601067,10.0,9.0,9.0
8053,1.5,1.0,1.0,2,1,2.08265005727,1.44080916963,8.0,10.0,10.0
1749,1.0,1.0,1.0,2,1,0.509776307464,0.364819919484,9.0,10.0,8.0
8295,1.0,2.0,1.0,3,2,1.88511747996,1.50814100511,10.0,10.0,10.0
12228,1.0,2.0,1.0,2,1,1.89040406543,2.22621758227,10.0,10.0,10.0
8647,1.0,1.0,1.0,2,1,1.76570092993,0.411008522564,10.0,10.0,10.0
11666,1.0,1.0,1.0,2,1,2.12784367559,2.21150518047,10.0,10.0,9.0
5422,1.0,1.0,1.0,2,1,2.69423033324,0.798671861132,10.0,8.0,8.0
10254,1.0,2.0,2.0,6,2,2.16582567721,2.21211853813,0.0,0.0,0.0
11345,1.0,2.0,3.0,4,1,2.99930263657,1.12441273004,10.0,9.0,9.0
13669,0.5,1.0,1.0,2,1,6.96680877106,2.47509110592,10.0,9.0,9.0
6025,1.0,1.0,1.0,2,2,4.11960471748,1.3439874805,10.0,9.0,9.0
13697,1.0,2.0,2.0,6,1,7.00897901539,2.61291642108,10.0,9.0,10.0
13174,1.0,1.0,2.0,3,1,3.01566117411,0.792620672571,9.0,8.0,8.0
1835,1.0,0.0,5.0,4,2,0.450160393486,0.576090082929,9.0,10.0,9.0
13479,1.0,1.0,1.0,2,1,3.96603829649,0.403029908534,10.0,10.0,10.0
9869,1.0,2.0,1.0,4,2,3.74476273296,0.892886167569,10.0,8.0,10.0
5100,1.0,1.0,1.0,3,2,2.29976088451,0.17037472469,9.0,9.0,8.0
4546,2.0,2.0,2.0,4,1,1.34123604009,0.37667744277,0.0,0.0,0.0
7463,1.0,4.0,8.0,8,8,2.34304307584,1.20418924839,7.0,7.0,7.0
4565,1.0,0.0,1.0,2,1,0.533475746014,0.338728429025,10.0,10.0,10.0
6173,1.5,1.0,3.0,3,2,9.25432354711,0.456493358776,9.0,8.0,7.0
8108,1.0,2.0,2.0,4,1,3.21135795052,0.918246185131,10.0,9.0,9.0
5004,1.0,1.0,1.0,2,1,2.39154685673,0.538039930876,10.0,9.0,9.0
2202,1.0,0.0,1.0,2,0,0.905066761751,1.40280718841,10.0,10.0,10.0
10708,1.0,1.0,1.0,2,1,3.01550668586,1.13284210268,10.0,9.0,10.0
11698,1.0,1.0,1.0,3,2,2.24539074827,2.00889758147,10.0,9.0,9.0
10967,1.0,1.0,1.0,2,2,2.07526989638,2.09604028581,10.0,10.0,8.0
8307,1.0,3.0,3.0,4,2,2.1034206664,1.39936222757,10.0,10.0,10.0
4072,1.0,0.0,1.0,2,1,0.915190160519,0.0512642780807,10.0,10.0,10.0
4539,1.0,1.0,1.0,2,2,1.97312637766,1.2327767427,9.0,9.0,8.0
2149,1.0,1.0,1.0,2,1,0.604838623639,0.844944471148,9.0,10.0,9.0
11866,1.0,1.0,1.0,1,1,1.96378401186,2.05741109495,0.0,0.0,0.0
4615,1.0,1.0,1.0,2,0,2.18282729931,0.95811476621,10.0,10.0,10.0
6068,1.0,2.0,1.0,2,1,3.21600013617,0.86281539156,0.0,0.0,0.0
10110,1.0,2.0,2.0,4,1,2.16909579884,2.24842853724,0.0,0.0,0.0
5189,1.0,2.0,2.0,3,0,2.31817918069,0.113077874747,10.0,10.0,9.0
8230,1.5,1.0,1.0,4,2,2.20599312734,0.836624607456,10.0,9.0,9.0
13272,1.0,1.0,1.0,2,1,6.23453252582,2.38510837731,0.0,0.0,0.0
10530,1.0,1.0,2.0,4,2,1.35029158894,1.76333727125,9.0,9.0,9.0
11205,1.0,1.0,1.0,2,1,2.86588775982,1.10728408153,10.0,9.0,8.0
8603,1.0,1.0,2.0,2,1,1.82043155301,0.625396900515,10.0,10.0,10.0
11292,1.0,1.0,1.0,2,1,2.13338664792,1.97149028971,9.0,9.0,9.0
12139,1.0,1.0,2.0,3,1,1.44527811532,1.9417408689,10.0,10.0,10.0
1935,1.0,1.0,1.0,2,1,1.07811305565,1.24168837509,10.0,10.0,10.0
3612,1.0,1.0,2.0,4,2,2.72384080553,1.95895675638,8.0,8.0,8.0
5961,1.0,1.0,1.0,2,2,3.48704605921,1.31665074516,10.0,9.0,9.0
12197,1.0,1.0,1.0,2,1,2.68878281939,1.29447914608,10.0,10.0,8.0
3382,1.0,1.0,1.0,2,2,3.06140887543,1.87901746867,0.0,0.0,0.0
3317,1.5,1.0,1.0,2,2,3.26969306925,1.96903157695,9.0,9.0,9.0
10645,1.0,1.0,1.0,2,2,1.85165051745,2.2384452512,10.0,9.0,9.0
13682,1.0,1.0,1.0,2,1,6.71117396166,2.50243690065,10.0,8.0,9.0
2011,1.0,1.0,2.0,4,2,0.731356425065,0.20213708356,10.0,10.0,9.0
6631,1.0,1.0,1.0,2,2,1.60332668693,1.82902469761,9.0,9.0,9.0
3713,1.0,1.0,2.0,4,2,1.19773925176,0.334587638938,9.0,10.0,9.0
13688,1.0,1.0,1.0,2,1,5.9755823286,1.5815954689,9.0,9.0,9.0
8250,1.0,2.0,3.0,4,2,1.93772322153,0.810872104341,9.0,10.0,9.0
12070,1.0,1.0,1.0,2,2,1.84173134031,2.01094699859,10.0,10.0,10.0
2004,1.5,3.0,3.0,4,1,0.557152297171,0.999737309217,6.0,10.0,6.0
9984,1.0,1.0,1.0,2,1,4.7291697909,0.210377322246,0.0,0.0,0.0
2138,1.0,0.0,1.0,2,1,0.394292544221,0.537632046994,9.0,9.0,9.0
13366,2.0,4.0,1.0,9,1,4.34679470786,0.618440915509,8.0,8.0,7.0
3366,1.0,1.0,1.0,2,1,3.15855762901,1.69011992804,6.0,8.0,6.0
6184,1.5,2.0,3.0,5,2,9.5949112138,0.489825179062,9.0,8.0,7.0
1145,1.0,0.0,2.0,2,2,0.995059791938,1.47214040637,7.0,9.0,8.0
8016,1.0,1.0,1.0,2,1,2.21250155569,0.746099933717,10.0,10.0,10.0
7386,1.0,1.0,1.0,2,1,2.86066007697,0.926379095164,9.0,9.0,9.0
1629,1.0,1.0,2.0,4,2,0.578498846631,1.0982080638,10.0,10.0,9.0
10802,1.0,1.0,1.0,2,1,3.02862111071,0.921878047732,0.0,0.0,0.0
7641,1.0,1.0,2.0,3,2,2.3815486292,1.51694476298,9.0,10.0,9.0
1385,1.0,1.0,1.0,2,1,1.21758247333,0.889385404613,0.0,0.0,0.0
5019,1.5,2.0,2.0,4,1,2.4710857441,1.16792728982,0.0,0.0,0.0
6854,1.0,3.0,3.0,4,1,1.89878579487,1.91702983767,10.0,10.0,8.0
9491,1.0,1.0,2.0,4,2,2.45874002521,1.54057316382,9.0,9.0,9.0
12761,1.0,1.0,4.0,4,1,2.43073865319,1.40647924361,9.0,9.0,9.0
7834,1.0,1.0,1.0,2,1,2.37809754159,1.60252623815,10.0,10.0,9.0
13692,1.0,1.0,1.0,1,1,6.90679867769,2.51563234135,9.0,9.0,10.0
8279,1.0,1.0,2.0,2,2,3.23507747881,0.806527935491,0.0,0.0,0.0
9813,2.0,4.0,4.0,7,4,2.57741681014,1.65421018782,10.0,10.0,10.0
1362,1.0,2.0,2.0,4,4,1.15188377675,1.43183244442,10.0,10.0,9.0
1481,1.0,2.0,2.0,4,2,1.12323437431,1.64191303198,10.0,10.0,9.0
1401,3.0,2.0,4.0,4,2,1.39612117644,1.16928018675,9.0,10.0,10.0
10120,1.0,1.0,1.0,2,1,2.2444055631,2.09367958108,0.0,0.0,0.0
7938,1.0,2.0,2.0,4,3,2.30753105922,0.84161219475,8.0,10.0,8.0
5499,1.0,1.0,1.0,2,1,2.62645367902,0.56164897539,10.0,9.0,9.0
10611,1.0,1.0,1.0,2,1,1.406159211,1.87197624439,0.0,0.0,0.0
13074,1.0,2.0,2.0,4,2,2.81178961238,1.24498308566,10.0,9.0,9.0
6997,1.0,1.0,2.0,2,1,1.87737557297,1.93847264921,0.0,0.0,0.0
10792,1.0,2.0,2.0,4,2,2.36823251776,1.92155768163,10.0,9.0,9.0
11867,1.0,2.0,2.0,4,1,2.30428497788,2.16186260919,10.0,10.0,9.0
7555,1.5,1.0,1.0,2,1,3.43920907325,0.560807828032,0.0,0.0,0.0
1621,1.0,2.0,4.0,4,2,0.541525917458,0.700735352368,9.0,10.0,9.0
7811,1.0,2.0,2.0,4,1,2.92734059661,1.15031806482,10.0,9.0,10.0
8369,1.0,2.0,2.0,4,2,1.81672679438,1.38545032035,10.0,10.0,8.0
5136,1.0,1.0,1.0,2,1,2.78660024364,0.932589082421,10.0,10.0,10.0
12852,1.5,1.0,1.0,2,1,2.35855725616,1.479857923,10.0,10.0,10.0
9540,1.0,1.0,1.0,2,1,3.43268442109,1.27421723498,10.0,9.0,10.0
7126,1.5,2.0,2.0,4,1,1.43966332803,1.9222264593,10.0,9.0,8.0
3833,1.0,1.0,1.0,2,1,1.05576510125,1.23108615231,10.0,10.0,9.0
11705,1.0,1.0,1.0,2,1,3.03342378732,1.17523780658,8.0,8.0,8.0
4740,1.5,1.0,3.0,5,1,1.13682494354,0.572573107562,10.0,10.0,9.0
8755,1.0,1.0,3.0,4,1,1.76399318716,1.14153216402,0.0,0.0,0.0
12677,1.0,2.0,2.0,4,1,2.66059299312,1.14298935943,0.0,0.0,0.0
13099,1.0,1.0,1.0,2,1,3.16948679118,0.852664462328,9.0,9.0,9.0
12976,1.0,2.0,2.0,4,1,2.84333703918,1.14397804849,10.0,6.0,8.0
7895,1.0,1.0,1.0,2,2,2.71737133889,1.24735166436,10.0,10.0,10.0
9777,1.0,1.0,1.0,2,1,3.5230085803,1.27966349928,10.0,9.0,10.0
10926,1.0,1.0,1.0,2,1,1.38428378938,1.8425770142,10.0,9.0,9.0
12260,1.0,1.0,1.0,2,1,2.95929579892,1.36677284842,10.0,10.0,10.0
11710,1.0,0.0,1.0,2,1,1.3264787458,1.76349507187,8.0,10.0,7.0
9070,1.0,1.0,1.0,2,1,3.43604234428,0.866908021262,0.0,0.0,0.0
2184,1.0,1.0,1.0,2,1,1.11939384885,1.56806532285,10.0,10.0,10.0
11460,1.5,1.0,2.0,3,2,2.35979568125,1.93851093336,0.0,0.0,0.0
6291,1.0,1.0,1.0,2,1,1.43153389389,1.82361545462,10.0,9.0,8.0
9762,1.0,1.0,1.0,4,2,3.20439759712,1.44999096725,10.0,9.0,9.0
11774,1.5,1.0,1.0,3,1,2.2678351076,1.67398863151,0.0,0.0,0.0
5760,1.0,1.0,2.0,3,2,2.67373528472,1.20612000961,9.0,9.0,9.0
920,1.0,2.0,2.0,4,4,6.6490702428,3.8307233154,10.0,10.0,10.0
4362,1.0,1.0,1.0,2,1,1.16104022962,0.308513089135,10.0,10.0,9.0
2795,1.0,1.0,1.0,2,2,0.69917940926,1.2178806532,10.0,10.0,9.0
9053,1.0,2.0,2.0,2,2,3.71871720844,0.953242389296,9.0,9.0,10.0
1138,1.5,1.0,1.0,2,1,1.11818697983,1.47025783244,9.0,10.0,9.0
7767,2.0,3.0,4.0,4,4,2.96983467693,0.979416288397,10.0,10.0,10.0
8983,1.0,1.0,1.0,2,1,3.57210189703,1.0946633411,0.0,0.0,0.0
12577,1.0,1.0,2.0,4,1,2.91074990175,0.957372051802,8.0,8.0,8.0
6757,1.0,1.0,3.0,3,2,1.49785975446,1.90936668926,9.0,9.0,8.0
2049,1.0,1.0,2.0,3,3,0.51332769678,0.724590536912,9.0,10.0,8.0
9889,1.0,1.0,1.0,2,1,3.75974815463,0.873017833295,10.0,9.0,9.0
1128,1.0,1.0,1.0,2,1,0.502999375767,0.884118638375,10.0,10.0,9.0
9051,1.0,1.0,1.0,1,0,2.01912749723,1.83593223629,10.0,10.0,10.0
7096,1.5,1.0,1.0,2,2,1.28076816365,1.52447559564,10.0,10.0,10.0
12630,1.0,1.0,2.0,2,1,2.90590864078,1.08673965657,10.0,9.0,9.0
9020,1.0,1.0,1.0,4,2,3.60274006341,1.27476457075,10.0,10.0,9.0
4383,1.0,2.0,3.0,4,0,1.0708254862,0.522196958467,10.0,10.0,9.0
7041,1.0,1.0,1.0,2,2,1.87302949361,1.93760617934,10.0,10.0,10.0
6695,1.0,1.0,2.0,4,1,1.3910690554,1.41844028869,9.0,9.0,9.0
7996,1.0,1.0,1.0,2,1,3.42910456128,0.643489258996,9.0,10.0,10.0
11687,1.0,1.0,1.0,2,1,1.52653055364,1.79716698131,10.0,10.0,9.0
5453,1.0,2.0,2.0,4,1,2.90862229606,0.79328981651,10.0,9.0,9.0
3277,1.0,1.0,1.0,2,2,3.57148357215,2.2545727639,0.0,0.0,0.0
7702,2.5,2.0,2.0,4,2,2.3847302882,1.26175348311,9.0,10.0,9.0
8630,1.0,1.0,2.0,2,1,2.47910498996,1.09815904534,10.0,10.0,9.0
5255,1.0,1.0,1.0,4,1,2.56369761991,1.18965501858,10.0,10.0,10.0
12143,1.0,1.0,1.0,2,1,1.85129833833,2.12240452689,10.0,9.0,10.0
11329,1.0,1.0,2.0,4,3,2.86210790202,1.13080207007,7.0,7.0,8.0
6821,1.0,1.0,1.0,2,1,1.34171401374,1.4728855481,9.0,8.0,7.0
13396,1.0,1.0,1.0,2,1,3.97568025031,0.44589571134,0.0,0.0,0.0
4815,1.5,1.0,1.0,2,2,1.02007894702,1.09805785286,9.0,9.0,9.0
8743,1.0,2.0,2.0,3,1,2.11669518342,1.41107838371,10.0,10.0,10.0
498,1.0,1.0,1.0,2,1,1.7869528153,0.954422794566,9.0,8.0,8.0
5529,1.0,1.0,1.0,2,1,2.51200914956,1.30283852653,9.0,10.0,9.0
13165,1.0,1.0,1.0,2,1,3.16284739548,0.713868129696,0.0,0.0,0.0
9105,1.0,1.0,1.0,2,1,4.2711304896,0.829105527755,10.0,9.0,9.0
398,1.0,1.0,2.0,2,1,3.61105739392,2.83627006368,8.0,8.0,8.0
7973,1.0,1.0,2.0,2,1,3.28444321457,0.762361434,10.0,10.0,10.0
1919,1.0,1.0,1.0,3,2,0.354656284268,0.480884636635,10.0,10.0,9.0
11755,1.0,2.0,4.0,4,2,2.36242746684,2.11478066155,9.0,9.0,9.0
2884,1.5,2.0,2.0,4,2,0.987611360633,1.4886252915,10.0,10.0,10.0
3299,1.0,1.0,1.0,2,1,3.04298981525,1.86026836858,10.0,9.0,9.0
