,bathrooms,bedrooms,beds,accommodates,guests_included,distance_to_dam,distance_to_metro,review_scores_accuracy,review_scores_location,review_scores_value
8973,1.0,1.0,3.0,3,1,1.89736134095,1.86235536113,10.0,10.0,10.0
7365,1.0,1.0,1.0,2,1,2.31215490996,1.50224054306,8.0,10.0,8.0
8970,1.5,1.0,1.0,2,1,2.07750540122,1.97391604038,0.0,0.0,0.0
7772,1.0,1.0,2.0,1,1,3.84048444024,0.917070562501,9.0,9.0,9.0
7740,1.0,1.0,1.0,2,1,2.67018045662,0.595264788312,10.0,9.0,10.0
2825,1.5,1.0,1.0,1,1,0.391601296634,0.361635647583,10.0,10.0,10.0
581,1.0,1.0,1.0,2,1,2.47650655791,1.67101321339,10.0,9.0,9.0
3337,1.0,1.0,1.0,2,1,3.34543831133,2.23832120489,0.0,0.0,0.0
8827,1.0,1.0,2.0,2,1,4.39381187655,0.948335408605,9.0,9.0,9.0
12418,1.0,1.0,1.0,2,2,1.59381682791,1.89975725588,9.0,9.0,9.0
6164,1.0,1.0,1.0,2,1,10.3341874907,0.405977133914,9.0,9.0,10.0
11359,1.0,1.0,1.0,2,1,1.49396769166,1.8322906772,10.0,10.0,10.0
3732,1.0,1.0,1.0,2,1,2.14146904985,1.45312579961,10.0,10.0,10.0
1754,1.0,1.0,3.0,3,2,0.888010772535,1.25595507919,9.0,10.0,9.0
8306,1.0,1.0,1.0,4,2,1.9148546658,1.46709549274,8.0,10.0,7.0
5030,1.0,1.0,2.0,3,2,2.15087899947,0.31602824198,9.0,9.0,9.0
2424,1.0,0.0,1.0,2,1,0.979902855105,0.946722699952,0.0,0.0,0.0
6798,1.0,1.0,1.0,2,1,2.08050276364,1.74499890826,10.0,10.0,9.0
12531,1.0,1.0,1.0,2,1,1.4535046322,1.87844613734,10.0,9.0,9.0
2494,1.0,1.0,2.0,3,2,0.552470542021,0.339263822936,10.0,10.0,9.0
6384,1.0,1.0,1.0,4,2,1.34520583331,1.86407784156,9.0,9.0,9.0
12468,1.0,2.0,2.0,4,2,1.56098248537,1.98675586015,10.0,10.0,9.0
1443,1.0,1.0,4.0,4,2,0.975043249122,1.48984032988,10.0,10.0,9.0
2374,1.0,1.0,1.0,2,1,1.04846989901,1.49736785021,0.0,0.0,0.0
9212,1.0,2.0,4.0,4,1,3.63577838891,1.0809812302,10.0,10.0,10.0
10285,1.0,1.0,1.0,2,1,3.08527347072,1.22873291405,0.0,0.0,0.0
4453,1.0,2.0,1.0,2,2,2.49350787425,1.80863183275,10.0,9.0,10.0
4705,1.0,0.0,2.0,4,2,2.31167492077,1.56267404707,9.0,9.0,9.0
6006,1.0,0.0,2.0,4,0,3.99261399937,0.151297113943,10.0,10.0,10.0
8539,1.5,3.0,4.0,4,1,2.64834410522,0.439902963214,0.0,0.0,0.0
8899,1.0,1.0,2.0,2,1,3.11115462261,1.17421287625,10.0,9.0,9.0
3229,1.5,1.0,1.0,2,2,2.88914364518,1.6219591925,10.0,10.0,9.0
3959,1.0,1.0,1.0,2,1,1.5055138784,0.927058872533,9.0,9.0,9.0
11202,1.0,1.0,1.0,3,1,3.00831417657,1.11373722018,10.0,9.0,9.0
7642,1.0,1.0,1.0,5,2,3.22421014321,0.807464529968,10.0,9.0,8.0
11540,1.5,1.0,2.0,4,1,2.32014306487,2.06648847897,10.0,9.0,9.0
11782,1.0,1.0,1.0,2,2,1.99937853286,2.09116391188,10.0,9.0,9.0
7822,1.5,2.0,2.0,3,1,3.15385287815,1.02342302458,9.0,9.0,9.0
5531,1.0,1.0,2.0,3,1,2.83821920323,0.412996676001,10.0,9.0,9.0
6634,1.0,1.0,1.0,2,1,1.36987653531,1.52769064827,0.0,0.0,0.0
609,1.0,2.0,4.0,4,2,2.76511464279,1.93231607032,10.0,9.0,9.0
4022,1.0,1.0,2.0,2,1,0.984159299455,0.693233969834,10.0,10.0,8.0
8981,1.0,4.0,4.0,4,1,3.94561582862,0.626223563816,0.0,0.0,0.0
1394,1.0,1.0,2.0,2,1,1.13098099796,1.13914195669,0.0,0.0,0.0
7850,1.5,1.0,1.0,3,1,2.60679158818,0.846845081045,9.0,10.0,9.0
3203,1.0,1.0,2.0,4,2,3.19934493491,1.75105763618,9.0,7.0,8.0
3383,1.0,0.0,1.0,2,1,2.84295605099,1.72977363384,10.0,10.0,10.0
12165,1.0,1.0,1.0,2,1,2.91295803431,1.4875196912,0.0,0.0,0.0
1189,1.5,1.0,1.0,2,1,0.935244842319,1.45652039164,8.0,10.0,6.0
8056,1.0,0.0,1.0,2,1,1.6737392211,0.95769402143,10.0,10.0,10.0
9092,1.0,1.0,2.0,3,2,3.62297229101,1.1054656914,10.0,10.0,9.0
8267,1.0,1.0,2.0,2,1,3.45759230846,1.03861671333,10.0,9.0,9.0
1974,1.0,1.0,1.0,3,2,0.491867050781,0.513845460886,10.0,10.0,9.0
4628,1.0,1.0,4.0,4,1,2.15057859788,1.23777306536,0.0,0.0,0.0
13255,1.5,1.0,1.0,1,1,4.48401056987,0.563125749647,0.0,0.0,0.0
4943,1.0,1.0,1.0,2,1,1.71468086097,1.20327846898,10.0,6.0,6.0
3448,1.0,1.0,1.0,2,2,3.09384468686,1.95215403526,10.0,9.0,9.0
2030,1.5,1.0,2.0,4,1,0.926421057377,1.34873332832,0.0,0.0,0.0
13288,1.0,1.0,1.0,1,1,5.76695583937,1.96815567694,10.0,9.0,10.0
40,1.0,1.0,1.0,2,2,8.36664142941,0.210513837543,8.0,7.0,8.0
2327,1.0,2.0,2.0,3,1,1.18868627789,1.01515502023,0.0,0.0,0.0
7547,1.0,1.0,1.0,2,1,2.37401802561,1.32653653202,10.0,10.0,10.0
5297,1.0,1.0,1.0,2,2,2.50853437944,1.29209679574,10.0,8.0,9.0
13386,1.0,2.0,2.0,4,3,4.29179764842,0.178459265861,7.0,9.0,7.0
7450,2.0,2.0,2.0,3,2,3.35476280914,0.497828124725,10.0,9.0,10.0
13508,1.0,1.0,1.0,2,1,4.68821644184,0.61670912253,10.0,9.0,9.0
4946,1.5,1.0,1.0,2,1,1.28553475753,0.763724557306,9.0,10.0,9.0
5667,1.0,2.0,2.0,4,4,2.49338495371,0.232794085606,10.0,10.0,8.0
7660,1.0,2.0,1.0,4,2,2.26866190772,1.11938961954,9.0,10.0,10.0
7346,1.0,1.0,1.0,2,1,2.07533015626,0.685919603802,10.0,10.0,9.0
11435,1.0,2.0,2.0,4,4,3.13152261589,1.21439375453,10.0,10.0,10.0
11317,1.0,1.0,1.0,2,1,1.5540193687,2.01377021142,10.0,10.0,10.0
6116,1.0,0.0,2.0,4,1,4.19639706732,0.100035589293,9.0,8.0,9.0
11271,1.0,2.0,2.0,4,2,1.61723999749,2.12471844953,10.0,9.0,10.0
10250,1.0,1.0,1.0,2,1,2.77968993384,1.35970077858,10.0,10.0,9.0
11734,1.0,1.0,2.0,4,1,2.85339370032,1.15408228279,0.0,0.0,0.0
7967,1.0,2.0,1.0,4,2,3.01478720129,0.971613795196,10.0,9.0,9.0
9535,1.0,1.0,1.0,2,2,4.01535749238,0.844826969323,9.0,10.0,10.0
2802,1.0,1.0,1.0,2,2,0.480482986585,0.395571226795,10.0,10.0,9.0
6214,1.0,1.0,1.0,2,1,9.30371650578,0.737864012266,9.0,9.0,9.0
5142,1.0,1.0,1.0,2,1,2.96074426614,0.458060160873,10.0,9.0,9.0
4055,1.0,1.0,1.0,2,2,1.28148675312,1.11243878567,10.0,10.0,10.0
8733,1.0,1.0,1.0,2,1,3.12541571557,0.58399471229,10.0,8.0,6.0
11628,1.0,2.0,2.0,4,1,2.00657992007,2.24260006444,10.0,9.0,9.0
1677,1.0,1.0,1.0,2,2,0.282124502052,0.265449381823,8.0,10.0,8.0
12297,1.0,1.0,2.0,3,1,1.67823290088,2.13521035725,9.0,9.0,7.0
4285,1.0,1.0,1.0,2,2,2.15753762094,1.46495518913,10.0,10.0,9.0
2436,1.0,1.0,1.0,2,1,0.99073576072,1.50859065205,10.0,10.0,9.0
7875,1.0,1.0,1.0,2,2,2.40549873457,1.5430142582,10.0,10.0,10.0
11859,1.0,1.0,1.0,2,1,2.50241835724,1.92389000725,10.0,9.0,9.0
10006,1.0,1.0,1.0,2,1,5.20282597697,0.982645614448,0.0,0.0,0.0
2356,1.0,0.0,1.0,2,1,0.613346161644,1.03055407378,10.0,10.0,10.0
7883,1.5,3.0,3.0,4,2,2.48050085662,1.46078375983,10.0,9.0,9.0
864,1.0,3.0,3.0,4,2,8.59224818499,3.36846921309,10.0,9.0,9.0
6536,1.0,3.0,5.0,5,1,2.54598728476,1.54867163735,10.0,10.0,10.0
9975,1.0,1.0,1.0,2,1,4.72920532327,0.819419002092,9.0,9.0,9.0
10315,1.0,1.0,2.0,3,1,3.01917248047,1.4572325484,9.0,9.0,9.0
9980,1.0,2.0,4.0,2,1,5.64724110077,0.316377970011,0.0,0.0,0.0
8157,1.0,2.0,2.0,4,1,2.13237789777,0.742604802874,10.0,10.0,10.0
4468,1.0,1.0,1.0,2,1,1.67114674548,0.116117184972,10.0,10.0,10.0
6682,1.0,1.0,1.0,2,1,1.70797575799,1.99482080735,0.0,0.0,0.0
10456,1.0,1.0,1.0,2,1,1.83115446414,2.28873361533,10.0,9.0,9.0
4724,1.0,0.0,1.0,2,1,2.3743206615,1.55656019649,10.0,9.0,9.0
9733,2.5,2.0,3.0,4,2,1.884344054,1.92097862715,10.0,10.0,10.0
12656,1.0,1.0,1.0,3,2,2.24086330467,1.56648147981,10.0,9.0,9.0
10976,1.0,1.0,1.0,2,1,1.32164177468,1.65909193965,10.0,10.0,10.0
9060,1.0,1.0,1.0,2,0,3.53713419999,1.10350961979,9.0,9.0,9.0
9432,1.0,1.0,1.0,2,1,4.12600639968,0.956770285817,10.0,9.0,8.0
8500,1.0,1.0,1.0,2,1,1.86353489674,1.47243459969,9.0,10.0,9.0
8957,1.0,1.0,1.0,2,1,1.99292346813,1.87540030639,7.0,10.0,8.0
5578,1.0,1.0,1.0,2,1,2.8670540402,0.442827160902,0.0,0.0,0.0
4176,2.0,3.0,3.0,4,4,2.55757461138,1.92988364866,10.0,9.0,9.0
11760,2.0,1.0,1.0,2,1,2.17413320653,2.21660212077,10.0,10.0,10.0
6876,1.0,1.0,1.0,2,1,1.79578583135,1.60015736393,10.0,10.0,10.0
2059,1.0,1.0,1.0,2,1,0.36548517282,0.88395306821,10.0,10.0,10.0
3088,1.0,1.0,2.0,4,2,3.39232080845,2.22713916294,10.0,8.0,8.0
4197,1.0,1.0,1.0,4,1,1.07788616231,0.510490638343,0.0,0.0,0.0
12526,1.0,1.0,1.0,3,2,2.44895032851,1.48510176792,10.0,9.0,9.0
5979,1.0,0.0,1.0,2,1,4.32546443455,0.367758819547,10.0,10.0,10.0
8740,1.0,3.0,3.0,4,2,1.76692754077,0.489871996801,0.0,0.0,0.0
11830,1.0,1.0,1.0,2,1,2.88443219169,1.23680049727,10.0,9.0,10.0
10514,1.0,2.0,2.0,4,2,1.74378755106,2.22964726692,10.0,9.0,9.0
10394,1.0,1.0,1.0,2,1,2.29142850133,1.66588958944,0.0,0.0,0.0
2862,1.0,1.0,4.0,5,1,0.379495105501,0.183161111905,8.0,10.0,8.0
8467,1.0,3.0,4.0,4,6,2.46867406398,1.46460850497,0.0,0.0,0.0
13453,1.0,1.0,1.0,2,2,3.67647653591,0.445029037694,9.0,8.0,9.0
12207,1.0,1.0,1.0,1,1,1.84060228729,2.12283045074,0.0,0.0,0.0
6881,1.0,0.0,1.0,2,1,1.92957156792,1.69513493267,10.0,10.0,10.0
4975,1.0,1.0,1.0,2,1,1.34968601311,0.308738601008,7.0,9.0,7.0
10195,1.0,1.0,1.0,3,2,2.77257916764,1.26288489195,10.0,9.0,9.0
3160,1.0,1.0,2.0,4,1,2.97604407021,1.74954616346,10.0,9.0,9.0
12916,1.0,3.0,4.0,6,1,2.52132487458,1.29266716633,10.0,9.0,10.0
6227,1.0,2.0,2.0,4,2,1.86432914954,1.94642337529,9.0,9.0,9.0
12955,1.0,1.0,1.0,2,1,3.09452419641,0.716635266554,10.0,9.0,9.0
10094,1.0,1.0,2.0,4,1,4.82529610409,0.904548373838,0.0,0.0,0.0
7824,1.0,0.0,1.0,2,1,3.38444080063,0.880226531111,9.0,9.0,9.0
2228,1.0,1.0,1.0,2,1,1.64266569423,1.35323968269,10.0,10.0,9.0
10206,1.0,2.0,2.0,4,2,2.67537482437,1.25062018937,0.0,10.0,10.0
6823,1.0,1.0,1.0,2,1,1.75102062173,1.89127133623,0.0,0.0,0.0
3920,1.0,1.0,2.0,2,1,1.39397800104,0.876105512394,8.0,10.0,8.0
4974,1.5,1.0,2.0,2,0,1.67192542321,0.138601830875,10.0,9.0,9.0
13431,1.0,1.0,1.0,2,1,4.40164641816,0.687879919141,0.0,0.0,0.0
4538,1.0,1.0,1.0,2,1,1.28314967938,0.402835518241,10.0,8.0,8.0
6544,1.0,1.0,1.0,2,2,2.02580582623,1.78623366908,10.0,10.0,10.0
10370,1.0,1.0,1.0,2,1,2.48500040083,1.80235995045,9.0,9.0,8.0
12044,1.0,1.0,1.0,2,1,2.96018015752,1.31384044742,10.0,10.0,9.0
6736,1.0,1.0,1.0,3,2,1.78614123805,2.07950547812,10.0,9.0,8.0
7504,1.0,1.0,1.0,2,1,2.70408056865,0.673954355202,10.0,10.0,9.0
3095,1.0,2.0,2.0,3,0,3.58569010367,2.36920494639,10.0,10.0,10.0
12449,1.0,1.0,1.0,1,1,2.46335666317,1.96692557479,10.0,9.0,9.0
5702,1.0,1.0,1.0,2,1,2.79760723639,0.722202874842,10.0,10.0,10.0
5772,1.0,1.0,1.0,2,1,2.64662738854,1.14947343251,10.0,9.0,9.0
8769,1.0,1.0,1.0,2,2,2.03034449607,1.05786292347,10.0,10.0,9.0
10334,1.0,2.0,2.0,4,1,2.71225745634,1.77523111541,10.0,9.0,9.0
12510,1.0,2.0,3.0,3,1,2.22873929199,2.03018330875,0.0,0.0,0.0
8962,1.0,1.0,2.0,2,1,3.31669702056,1.05027631919,9.0,9.0,9.0
2435,1.0,1.0,1.0,2,1,0.445678665153,0.301164267557,9.0,10.0,10.0
11695,1.0,1.0,1.0,2,1,2.20615144471,2.21731076667,0.0,0.0,0.0
3973,1.0,1.0,1.0,2,1,1.52531767667,0.934169316108,10.0,10.0,10.0
1591,1.0,1.0,1.0,2,1,0.540165998778,0.394084920988,10.0,10.0,10.0
9664,1.0,1.0,1.0,2,1,3.91368122796,0.684080809909,9.0,9.0,9.0
12191,1.0,1.0,1.0,2,1,2.93293707193,0.998123712601,10.0,8.0,9.0
7196,1.0,1.0,1.0,2,1,2.15622506716,1.65394185053,0.0,0.0,0.0
4660,1.0,2.0,2.0,4,2,0.774770792381,0.259559727897,0.0,0.0,0.0
5428,1.5,1.0,1.0,2,2,1.9690936579,0.377594155521,10.0,10.0,10.0
10626,1.0,1.0,1.0,2,2,2.95925873848,1.16406858694,9.0,9.0,9.0
12036,1.0,2.0,5.0,4,1,2.18102673293,2.21955461099,10.0,10.0,10.0
5292,1.0,1.0,1.0,2,1,2.78954320806,0.395580033137,9.0,9.0,9.0
1497,1.0,2.0,2.0,4,1,1.13882001049,0.833548652457,10.0,10.0,10.0
1732,1.0,1.0,1.0,2,1,0.748625411836,0.461769666074,0.0,0.0,0.0
1650,1.0,0.0,1.0,2,1,0.272757394945,0.747385618946,10.0,10.0,9.0
11635,1.0,1.0,1.0,2,1,1.43610878714,1.75273226516,9.0,9.0,9.0
4290,1.5,2.0,2.0,4,1,1.56024043966,0.108955149102,10.0,10.0,8.0
10799,1.0,3.0,4.0,4,1,2.28765678472,2.07400641379,9.0,9.0,9.0
3394,1.0,2.0,2.0,4,2,3.18741482235,1.6126961377,9.0,8.0,9.0
3622,1.0,1.0,1.0,2,1,2.83567271451,1.69929278956,0.0,0.0,0.0
11131,1.0,1.0,1.0,2,1,2.0933680845,1.92776468019,0.0,0.0,0.0
7352,1.0,3.0,4.0,4,1,3.33260701235,0.817217531977,10.0,10.0,10.0
7607,1.0,1.0,1.0,4,2,2.31501743247,1.0711248197,10.0,10.0,10.0
3788,1.0,1.0,1.0,2,1,1.51781423969,0.451754140401,8.0,9.0,8.0
8789,1.0,1.0,1.0,2,1,2.65902759996,1.28656710218,10.0,10.0,10.0
9974,1.0,1.0,2.0,4,4,5.36898309821,0.308769670026,10.0,10.0,10.0
9025,2.5,2.0,2.0,4,2,3.30441827608,1.25777360029,0.0,0.0,0.0
1307,1.0,1.0,2.0,3,2,0.310795549035,0.521686146939,10.0,10.0,10.0
13579,1.0,1.0,5.0,5,1,3.50721993666,0.62507761107,4.0,6.0,6.0
4883,1.0,1.0,1.0,2,2,1.28070636145,1.12345163647,9.0,10.0,9.0
11008,1.0,1.0,1.0,2,1,1.97097561768,2.200220802,9.0,9.0,8.0
3874,1.0,1.0,2.0,4,2,0.905856066099,0.387145079372,10.0,10.0,9.0
4446,1.0,0.0,3.0,4,2,0.817126844841,0.349263268485,10.0,10.0,9.0
1579,1.0,1.0,3.0,4,2,0.380605712598,0.325102586314,10.0,10.0,10.0
5591,1.0,3.0,3.0,4,1,2.55885480107,0.133359990091,10.0,10.0,10.0
9740,1.0,1.0,1.0,2,1,3.62786789322,1.26730194115,10.0,9.0,9.0
8574,1.0,1.0,1.0,2,1,3.27301426908,0.862912606315,9.0,9.0,8.0
6761,1.5,1.0,1.0,2,1,1.79424355033,1.91374992889,0.0,0.0,0.0
11148,1.0,1.0,2.0,3,1,2.99164111396,1.11591066915,10.0,10.0,10.0
12766,1.0,1.0,1.0,2,0,3.06499347515,0.947442141686,9.0,9.0,9.0
7361,1.0,1.0,1.0,2,1,2.65535437027,1.28136810176,10.0,8.0,2.0
5349,1.0,1.0,2.0,4,2,2.48272183907,0.0768069338665,9.0,8.0,7.0
13517,1.0,2.0,2.0,4,2,3.56552469824,0.792592380245,10.0,9.0,8.0
4642,1.0,0.0,1.0,2,2,0.983360167543,1.05128127057,10.0,10.0,9.0
