"","x"
"2497",120
"2498",139
"2499",90
"2500",63
"2501",52
"2502",30
"2503",95
"2504",160
"2505",35
"2506",49
"2507",111
"2508",120
"2509",100
"2510",47
"2511",55
"2512",160
"2513",140
"2514",100
"2515",159
"2516",50
"2517",140
"2518",79
"2519",65
"2520",98
"2521",70
"2522",70
"2523",35
"2524",120
"2525",105
"2526",60
"2527",69
"2528",99
"2529",190
"2530",50
"2531",125
"2532",59
"2533",100
"2534",63
"2535",90
"2536",80
"2537",220
"2538",100
"2539",25
"2540",125
"2541",70
"2542",85
"2543",50
"2544",35
"2545",89
"2546",75
"2547",42
"2548",75
"2549",54
"2550",80
"2551",130
"2552",155
"2553",159
"2554",45
"2555",115
"2556",105
"2557",116
"2558",75
"2559",80
"2560",120
"2561",191
"2562",70
"2563",80
"2564",124
"2565",111
"2566",146
"2567",65
"2568",75
"2569",195
"2570",60
"2571",50
"2572",75
"2573",70
"2574",251
"2575",60
"2576",300
"2577",100
"2578",70
"2579",60
"2580",79
"2581",70
"2582",164
"2583",89
"2584",150
"2585",90
"2586",175
"2587",162
"2588",85
"2589",10
"2590",36
"2591",89
"2592",40
"2593",75
"2594",60
"2595",185
"2596",146
"2597",150
"2598",60
"2599",60
"2600",85
"2601",84
"2602",130
"2603",169
"2604",159
"2605",80
"2606",159
"2607",84
"2608",195
"2609",95
"2610",75
"2611",52
"2612",75
"2613",49
"2614",100
"2615",40
"2616",58
"2617",75
"2618",70
"2619",95
"2620",191
"2621",65
"2622",111
"2623",200
"2624",58
"2625",99
"2626",41
"2627",59
"2628",28
"2629",69
"2630",85
"2631",80
"2632",75
"2633",35
"2634",120
"2635",181
"2636",110
"2637",91
"2638",60
"2639",65
"2640",80
"2641",70
"2642",59
"2643",105
"2644",41
"2645",130
"2646",49
"2647",62
"2648",175
"2649",50
"2650",45
"2651",110
"2652",50
"2653",62
"2654",70
"2655",67
"2656",60
"2657",69
"2658",90
"2659",63
"2660",89
"2661",79
"2662",55
"2663",120
"2664",73
"2665",300
"2666",56
"2667",60
"2668",75
"2669",55
"2670",58
"2671",99
"2672",149
"2673",181
"2674",91
"2675",99
"2676",80
"2677",98
"2678",251
"2679",70
"2680",49
"2681",59
"2682",49
"2683",90
"2684",42
"2685",45
"2686",38
"2687",100
"2688",42
"2689",120
"2690",140
"2691",251
"2692",120
"2693",70
"2694",34
"2695",65
"2696",300
"2697",60
"2698",60
"2699",70
"2700",150
"2701",376
"2702",80
"2703",80
"2704",149
"2705",98
"2706",200
"2707",65
"2708",80
"2709",111
"2710",125
"2711",130
"2712",80
"2713",60
"2714",139
"2715",65
"2716",40
"2717",175
"2718",59
"2719",50
"2720",25
"2721",59
"2722",149
"2723",276
"2724",44
"2725",115
"2726",76
"2727",90
"2728",100
"2729",150
"2730",93
"2731",66
"2732",95
"2733",181
"2734",160
"2735",180
"2736",90
"2737",100
"2738",110
"2739",75
"2740",175
"2741",74
"2742",200
"2743",551
"2744",55
"2745",150
"2746",79
"2747",130
"2748",150
"2749",52
"2750",300
"2751",251
"2752",111
"2753",99
"2754",90
"2755",300
"2756",175
"2757",62
"2758",160
"2759",69
"2760",169
"2761",40
"2762",70
"2763",100
"2764",137
"2765",100
"2766",251
"2767",90
"2768",49
"2769",140
"2770",175
