"","bedrooms","distance_to_dam","accommodates","review_scores_communication","review_scores_location","host_response_time","bathrooms","beds","reviews_per_month","review_scores_value"
"13124",1,2.70113251176,2,10,9,4,1,1,0.77,9
"13125",2,3.11519159464,5,9,8,4,1,2,0.15,9
"13126",1,3.17281625478,2,10,9,3,1,1,2.16,10
"13127",1,3.6728788861,2,10,10,2,1,2,0.41,10
"13128",2,2.61504038024,3,10,8,4,1,2,0.08,10
"13129",1,2.51279904932,2,10,9,3,1,1,0.49,10
"13130",1,3.80000117229,2,9,9,2,1,1,5.77,9
"13131",1,2.51187384858,2,10,9,2,1,2,2.12,9
"13132",1,2.92488495804,2,10,9,4,1.5,1,0.18,10
"13133",1,3.48409245244,4,0,0,4,4,2,0.21,0
"13134",1,2.99285293257,2,10,8,1,1,1,0.49,8
"13135",2,2.91075885625,2,10,10,3,1,1,0.16,10
"13136",1,3.07520167116,4,0,0,1,1,2,0,0
"13137",1,2.89391984148,2,0,0,4,1,1,0,0
"13138",1,3.25255536366,2,10,9,1,1,1,1.68,10
"13139",2,2.33727940781,4,10,9,3,1,2,0.19,9
"13140",1,2.54027450188,2,10,10,2,1,1,1,8
"13141",2,2.59644869108,3,10,9,3,1,2,0.94,9
"13142",1,2.67666999997,2,10,9,1,1,1,0.96,10
"13143",1,3.37851924721,2,9,8,3,0,1,0.56,9
"13144",2,2.58796070902,4,10,9,4,1,2,0.85,9
"13145",2,2.15588578147,4,10,10,3,1,2,0.57,10
"13146",1,3.35899551351,3,4,8,2,1,1,1,2
"13147",1,2.22411830996,2,10,8,1,1,1,1,10
"13148",2,2.92387204609,4,9,8,2,1,2,1.43,6
"13149",2,2.96704811035,4,10,9,1,1.5,3,3,9
"13150",1,3.46943579173,1,10,10,4,1,1,0.08,10
"13151",1,3.10613259818,3,0,0,3,1,3,0,0
"13152",1,2.94228868155,2,10,8,1,1,1,0.87,9
"13153",2,2.58365405955,4,10,8,3,1,2,2.31,9
"13154",1,3.37203523804,2,10,10,1,1,1,0.49,9
"13155",1,3.04883262593,2,0,0,4,1,1,0,0
"13156",0,3.36057838155,3,0,0,4,1,2,0.13,0
"13157",1,2.7767619168,2,0,0,4,1,1,0,0
"13158",1,3.0369249925,4,0,0,2,1,1,0,0
"13159",1,3.24369227385,2,9,8,3,1,1,0.67,9
"13160",2,2.58613860985,4,9,9,1,1,2,3.75,9
"13161",2,2.64713244259,4,9,9,1,1.5,4,0.23,8
"13162",2,2.76161811203,3,10,9,2,1.5,3,0.28,8
"13163",1,2.50811848893,2,0,0,4,1,1,0.16,0
"13164",0,3.23861143368,2,10,9,3,1,1,1.68,9
"13165",1,3.16284739548,2,0,0,1,1,1,0.91,0
"13166",1,3.43261959364,2,0,0,2,1,1,0,0
"13167",1,3.30481853071,4,10,8,3,1,2,0.72,9
"13168",1,3.71123267366,3,10,9,2,1,3,3.57,9
"13169",2,2.82480826296,2,10,9,2,1,1,0.14,10
"13170",1,3.21573482617,3,10,9,1,1,2,2.2,9
"13171",1,2.51500962798,2,10,8,4,1,1,0.52,9
"13172",3,3.16808535076,4,10,9,4,1,4,0.39,10
"13173",1,3.05701908997,2,10,8,2,1,1,0.87,9
"13174",1,3.01566117411,3,8,8,4,1,2,0.31,8
"13175",0,3.33824966424,2,9,7,2,1,1,1.86,8
"13176",1,3.16276341001,3,9,9,1,1,2,4.95,9
"13177",1,3.0447990798,2,10,9,4,1,1,0.35,9
"13178",1,3.5440184236,3,8,7,2,1,1,0.71,7
"13179",1,3.75682320139,2,10,8,2,1,1,1.15,9
"13180",1,2.83486186382,2,0,0,3,1,1,0,0
"13181",1,3.13751325607,4,10,9,3,1,2,0.98,9
"13182",2,2.89441356863,4,10,10,3,1,2,0.28,9
"13183",2,3.08944534054,4,10,9,3,1,2,2.42,9
"13184",1,2.37813247504,2,10,9,2,1,1,0.35,9
"13185",0,3.27435823655,2,10,9,1,1,1,4.86,10
"13186",1,2.90118120307,2,10,9,2,1,2,3.23,9
"13187",1,3.18106054977,2,0,0,3,1,1,0,0
"13188",1,2.55497225774,3,10,9,2,1,2,2.76,9
"13189",2,2.82251114013,4,10,10,3,1,2,0.66,10
"13190",1,3.3623115994,4,0,0,1,1,2,0,0
"13191",1,3.47027534017,2,10,9,1,1,1,8.46,9
"13192",1,2.55149648371,2,10,10,3,2,1,1.53,9
"13193",1,2.82592685975,2,9,10,1,1,1,0.64,10
"13194",1,3.14578755493,2,10,8,4,1,1,0.2,9
"13195",1,3.31156332973,2,10,8,3,1,1,1.2,8
"13196",1,2.80218484473,2,10,9,3,1,2,0.22,10
"13197",3,3.81065360582,4,10,9,1,1,3,0.56,9
"13198",1,2.96118804489,1,10,10,4,1,1,0.38,10
"13199",1,2.23602520213,2,10,8,2,1,1,1.15,8
"13200",1,2.68728944893,2,0,0,4,1,1,0,0
"13201",2,2.97386689205,3,10,8,2,1,2,0.83,8
"13202",2,3.11594489163,4,10,10,2,1,2,0.43,9
"13203",1,2.2617776512,2,10,9,4,1,1,0.34,10
"13204",1,3.70811602196,2,10,7,1,1,1,0.85,9
"13205",1,3.18742405133,3,10,9,2,1,2,1.11,9
"13206",1,3.77168420281,1,5,4,1,1,1,1.09,5
"13207",1,3.05805401236,6,9,9,4,1,3,3.06,8
"13208",2,2.96370933841,3,10,9,1,1,2,1.69,9
"13209",1,3.72027830075,2,0,0,2,1,1,0.63,0
"13210",1,2.72831111437,2,10,9,1,1,1,1.05,9
"13211",1,2.86853401135,2,10,9,4,1,1,0.4,10
"13212",1,2.52541207909,2,0,0,2,1,2,0,0
"13213",1,2.46970017362,3,10,8,2,1,1,0.74,8
"13214",0,3.23633238019,2,10,9,1,0.5,1,1.18,10
"13215",3,3.45711007368,6,10,10,3,1,3,2.17,10
"13216",2,2.9289204027,4,10,9,3,1,3,0.66,10
"13217",1,3.1349920756,2,10,10,2,1,1,0.99,10
"13218",1,3.77730246229,2,10,9,2,1,1,3.98,9
"13219",3,3.27689782164,4,10,10,1,1,3,0.2,10
"13220",2,3.22877210842,4,0,0,1,1,2,0,0
"13221",1,3.06561574873,2,10,10,1,1,1,0.68,10
"13222",1,2.52657145927,2,10,9,1,1,1,0.82,9
"13223",2,3.48230981993,3,10,8,2,1,1,0.71,9
"13224",1,3.11153383336,2,10,8,4,1,1,0.26,9
"13225",1,3.16452958328,2,8,8,2,1,1,1.72,8
"13226",1,3.17717222713,2,10,8,4,1.5,1,0.16,8
"13227",1,2.20344532218,2,10,9,2,1,1,4.97,10
"13228",1,4.07417892981,2,0,0,3,1,1,0,0
"13229",2,3.93722085644,3,10,6,2,1,1,0.64,7
"13230",1,4.60422947657,3,10,10,1,1,2,2,8
"13231",1,4.08062196714,2,10,9,2,1.5,1,5.27,10
"13232",2,3.96110854236,5,0,0,2,1,3,0,0
"13233",1,4.31155009748,4,10,9,3,1,2,1.45,9
"13234",1,5.13745169525,2,10,10,2,1,1,0.62,10
"13235",1,4.0243508177,3,10,9,3,1,1,3.97,9
"13236",1,4.11385808072,2,0,0,3,1,1,0,0
"13237",1,6.57380516764,4,8,8,2,1,2,0.4,8
"13238",3,6.35581223971,10,10,7,2,1.5,6,0.99,8
"13239",2,5.20615818819,4,10,8,1,1.5,4,0.89,9
"13240",1,4.80384600717,2,0,0,3,1,1,0.25,0
"13241",1,5.38694248309,4,0,0,2,1,2,0,0
"13242",1,5.17173117863,3,0,0,4,1,2,0,0
"13243",1,5.0272595935,2,9,8,1,1,1,0.51,8
"13244",1,5.27957250491,2,10,9,1,1,1,2.9,10
"13245",1,4.12558176269,2,10,9,3,1,2,2.23,10
"13246",1,4.31939401839,2,10,8,1,1,1,3.33,9
"13247",3,3.97406469299,7,10,9,2,1,5,0.49,9
"13248",1,4.7088463698,3,10,8,1,1,2,5.7,9
"13249",1,6.14833260121,2,10,8,2,1,1,1.56,9
"13250",1,4.98316133019,2,10,10,1,2,1,2.16,10
"13251",1,6.24179756822,2,10,9,3,1,2,4.17,10
"13252",1,3.93688132979,2,10,9,1,1,2,2.68,9
"13253",1,4.88151803848,2,9,10,4,1,2,1.28,10
"13254",1,4.37883463854,2,0,0,4,2,1,0,0
"13255",1,4.48401056987,1,0,0,2,1.5,1,0,0
"13256",1,5.7459483677,2,0,0,4,1,1,0,0
"13257",2,6.35408905791,3,0,0,1,1,2,1,0
"13258",1,4.69493017694,3,0,0,1,1,3,0,0
"13259",1,3.99138061467,2,10,9,1,1,1,2.55,9
"13260",1,4.4437077145,2,0,0,4,2,1,0,0
"13261",4,4.64406697388,4,9,7,1,1.5,4,0.21,8
"13262",1,5.03850816357,2,9,7,1,1,1,2.64,8
"13263",4,4.28740901442,6,10,9,3,1.5,4,0.94,9
"13264",1,4.2840512992,2,9,8,1,1,2,4.29,9
"13265",1,4.01831325712,2,10,8,1,0.5,2,0.98,9
"13266",1,5.47436603241,4,9,8,3,1,3,2.46,8
"13267",2,4.22675333251,4,10,9,2,1,2,0.99,9
"13268",2,4.8641521046,4,0,0,4,1,1,0,0
"13269",1,6.16364736027,4,9,8,2,1,2,2.27,8
"13270",1,4.14107932792,2,0,0,2,1,1,0,0
"13271",2,4.11327599271,4,8,6,3,1.5,2,0.17,8
"13272",1,6.23453252582,2,0,0,3,1,1,0,0
"13273",1,4.10301952763,2,10,9,2,1.5,1,4.29,8
"13274",3,4.11057719193,5,0,0,1,2,5,0,0
"13275",1,3.96256216016,2,10,8,3,1,1,0.17,9
"13276",1,4.04907067709,2,9,8,3,1,1,0.22,8
"13277",3,4.09340895197,6,10,4,2,2.5,6,0.16,8
"13278",1,6.28493469688,3,9,8,2,1.5,1,4.27,9
"13279",1,4.94479493997,2,9,8,2,1,1,4.7,8
"13280",1,4.51146103036,2,8,7,3,1,1,0.36,7
"13281",1,6.16863081465,1,10,9,3,1,2,0.83,8
"13282",2,5.51022097215,6,10,9,2,1,4,6.67,9
"13283",1,4.87748854638,3,10,9,1,2,2,3.17,9
"13284",1,4.50165443574,3,9,7,1,1,1,2.8,8
"13285",1,6.03261597282,2,0,0,3,1,1,0,0
"13286",1,4.01129749104,2,10,9,2,1.5,1,1.58,10
"13287",3,3.85582551425,3,0,0,2,1,3,0,0
"13288",1,5.76695583937,1,10,9,1,1,1,2.22,10
"13289",1,3.90081753012,2,9,8,1,1,1,3.86,8
"13290",1,5.85186689185,2,9,8,3,1,1,1.05,9
"13291",4,3.94189117791,8,9,7,3,1,5,0.13,6
"13292",1,5.01618054166,2,10,8,2,1,1,2.25,9
"13293",2,5.74337014979,2,10,9,2,1,2,1.69,9
"13294",1,4.42575872911,2,10,9,3,1,1,0.92,10
"13295",5,3.97855480133,6,9,8,2,2.5,8,0.07,8
"13296",1,4.06682349346,2,10,9,1,1,2,9.52,9
"13297",2,4.02025436692,4,10,9,3,1,2,0.94,9
"13298",1,4.6117645513,2,2,4,4,1,1,0.34,2
"13299",1,6.04887378912,4,10,8,2,0,4,1.06,8
"13300",2,6.22901988891,6,0,0,4,1.5,2,0,0
"13301",2,4.35314559095,3,10,10,2,1,1,1.56,10
"13302",4,4.30545268192,9,0,0,4,2,1,0,0
"13303",2,6.31987309339,3,10,9,2,1,2,4,10
"13304",3,5.08098893815,4,0,0,3,1,3,0,0
"13305",3,4.03799509631,4,0,0,4,1,3,0,0
"13306",1,5.1045972425,2,0,0,4,1,1,0,0
"13307",1,6.29989190297,2,10,8,1,1,1,3.16,9
"13308",2,4.98469791011,2,0,0,4,1,1,0,0
"13309",4,5.313294613,8,10,8,1,1,4,3.55,9
"13310",2,6.26668721388,4,7,7,1,1,3,0.62,8
"13311",1,4.22329936715,4,10,10,3,1,2,0.17,9
"13312",1,4.33701038146,2,10,9,2,1.5,1,2.02,10
"13313",1,5.69154099024,2,0,0,4,1,1,0,0
"13314",1,3.96657827462,2,10,10,1,1,1,4.07,10
"13315",1,6.25816325419,2,10,9,1,1,1,0.78,9
"13316",1,4.9492231065,2,0,0,3,1,1,0,0
"13317",2,5.11998017111,3,10,9,2,1,2,1.34,9
"13318",3,4.15827668537,5,0,0,1,2.5,4,0,0
"13319",2,5.46327193279,4,10,8,2,1,3,1.63,8
"13320",2,4.10551560003,4,10,9,2,1.5,4,0.54,8
"13321",2,6.65745359106,4,10,10,2,1,4,0.84,10
"13322",1,3.93591804277,2,0,0,2,1,1,0,0
"13323",1,4.79317876147,1,10,9,3,1,1,4.5,9
"13324",1,4.4333677813,2,8,10,4,1,1,0.44,10
"13325",1,5.03144214987,3,0,0,2,1.5,1,0,0
"13326",1,5.83401016563,1,8,7,1,1,1,1.36,8
"13327",2,6.82906070343,6,9,8,2,1,6,1.14,10
"13328",1,5.50770813926,2,10,9,2,1,1,1.3,10
"13329",2,4.84250106899,4,10,9,4,1,2,0.75,9
"13330",1,3.91304256538,2,10,9,2,1,1,0.25,10
"13331",1,4.32262689315,1,10,9,3,1.5,1,0.99,9
"13332",1,6.29741035948,1,6,8,3,1,1,0.52,6
"13333",1,6.35620005627,2,9,7,1,1,1,0.73,7
"13334",1,4.16144231121,2,10,8,2,1.5,1,5.17,9
"13335",4,4.07769710356,5,10,8,4,1,3,0.16,10
"13336",2,5.52844328555,4,10,8,4,1,2,0.09,10
"13337",1,6.15164881275,4,10,9,2,1.5,2,3.03,9
"13338",1,4.06730014985,2,9,8,3,1,1,1.24,9
"13339",1,4.11147101839,4,10,8,1,1,2,1.39,9
"13340",1,4.17929804874,2,9,8,3,1,2,1.77,8
"13341",1,6.41687317844,2,9,8,1,1,1,2.81,9
"13342",1,4.70576451397,2,10,8,1,1.5,1,0.7,9
"13343",1,3.94462000167,2,10,9,1,0.5,2,1.23,9
"13344",1,4.62551099503,2,9,8,1,1.5,1,3.38,8
"13345",1,4.35496941353,2,10,9,2,1,1,0.91,9
"13346",3,6.96110498468,4,0,0,4,1.5,3,0,0
"13347",1,5.05483776426,2,10,8,2,1,1,2.11,9
"13348",1,4.55634405439,2,9,8,1,1,1,1.68,8
"13349",1,4.67129391951,1,0,0,2,0.5,1,0,0
"13350",1,4.59146922665,1,10,9,1,1,1,2.51,9
"13351",1,4.54425047799,2,10,8,3,1,2,3.69,8
"13352",1,3.92905573721,2,8,8,1,1,1,2.56,9
"13353",1,4.9749568285,3,10,10,1,1,2,2.94,10
"13354",1,6.5987173777,2,0,0,2,1,2,0,0
"13355",1,6.33367307271,2,10,9,2,1.5,1,4.19,9
"13356",1,4.44964621015,2,10,10,1,1,1,2.34,10
"13357",2,6.52034869276,4,9,8,2,1,3,1.1,9
"13358",1,4.46536087561,2,10,9,3,1.5,1,0.48,10
"13359",1,6.23434495624,4,10,10,3,1,4,0.11,8
"13360",1,6.33635499791,4,9,8,3,1,3,0.43,9
"13361",1,6.0250405145,2,0,0,4,1,1,0,0
"13362",2,3.97024368744,4,10,10,2,1,2,1.18,10
"13363",1,4.33038052418,2,9,8,2,1,2,0.26,10
"13364",1,4.03930868379,2,0,0,2,1,2,0,0
"13365",3,3.85410719818,4,0,0,2,2.5,4,0,0
"13366",4,4.34679470786,9,8,8,4,2,1,2,7
"13367",2,4.24539114464,4,0,0,4,1,2,0,0
"13368",1,4.18183602622,2,10,10,1,1,1,2.5,10
"13369",1,3.45078469621,2,10,9,2,1.5,1,1.12,9
"13370",1,4.21953270703,2,10,9,4,1.5,1,0.69,9
"13371",1,5.02947038584,2,0,0,4,1,1,0,0
"13372",1,4.28753407804,2,10,9,2,1,1,6,9
"13373",2,4.90978544797,3,10,9,2,1,3,0.53,10
"13374",1,3.64612041497,2,8,8,2,1,1,4.92,7
"13375",1,3.83942604776,3,10,9,4,1,2,0.76,10
"13376",1,3.66064084976,2,10,9,2,1,1,1.54,10
"13377",1,3.84134557842,2,9,9,2,1,1,1.42,9
"13378",2,3.05846938099,4,10,9,2,1,2,1.65,9
"13379",1,4.38035075215,2,9,8,4,1.5,1,0.21,9
"13380",3,4.48562447456,3,10,7,4,1,2,0.48,9
"13381",2,4.67423014739,4,8,6,2,1,2,0.33,8
"13382",3,3.80181898709,4,10,9,2,1,3,1.25,10
"13383",1,3.8993474716,2,0,0,4,1.5,1,0,0
"13384",2,3.820403734,3,0,0,1,1,2,0,0
"13385",2,4.04167007082,3,10,9,2,1,2,0.9,9
"13386",2,4.29179764842,4,10,9,3,1,2,2.47,7
"13387",1,3.81654945583,2,10,8,2,1,1,0.68,9
"13388",2,3.80214824533,4,9,8,1,1,2,1.38,9
"13389",2,3.49943423066,6,0,0,1,1,3,0,0
"13390",2,5.2001380168,4,9,7,2,1,2,1.36,10
"13391",1,4.55934778385,2,10,9,3,1,1,8.52,9
"13392",2,3.62441809832,4,10,9,1,1,2,4,9
"13393",1,4.08764375892,1,0,0,4,1.5,1,0,0
"13394",2,3.52389487623,3,8,7,1,1,2,0.91,8
"13395",2,3.9066453835,4,10,7,4,1,4,0.06,9
"13396",1,3.97568025031,2,0,0,4,1,1,0,0
"13397",1,4.77470952147,2,0,0,1,1,2,0,0
"13398",1,4.09040921685,2,0,0,4,1.5,1,0,0
"13399",1,3.78539448452,2,10,10,1,1.5,1,1,10
"13400",1,3.90738338722,2,8,8,1,1,1,0.16,6
"13401",1,4.10523121029,3,10,9,4,1,1,0.82,9
"13402",3,3.56244623765,5,9,9,3,1,4,0.2,9
"13403",2,4.79199519237,4,10,9,3,1,2,0.46,8
"13404",1,3.53953414025,4,9,9,4,1,2,1.03,8
"13405",1,4.69685035493,3,9,8,1,1,2,1.04,9
"13406",1,3.99704440713,2,10,9,1,1.5,1,0.29,8
"13407",1,3.52290328357,2,8,8,4,1,1,0.86,9
"13408",1,4.95882686085,2,10,9,1,1,1,3.64,9
"13409",1,4.89424289071,2,10,10,3,1.5,1,0.36,10
"13410",3,3.47332065108,8,0,0,1,1,3,0,0
"13411",1,4.75426030353,3,0,0,4,1,2,0,0
"13412",2,3.62326920204,5,10,9,1,2,4,2.83,9
"13413",1,4.34893575738,2,10,8,3,1,1,0.21,10
"13414",1,5.03100204012,2,0,0,4,1,1,0,0
"13415",1,4.2937300201,2,10,9,2,1,1,0.4,10
"13416",2,3.86802176359,2,10,8,1,1.5,1,1,10
"13417",1,4.54576158957,2,9,8,2,1,1,2.5,9
"13418",1,3.47726460935,2,10,9,1,1,1,1.12,10
"13419",1,3.68550740913,2,10,6,1,1,1,1,8
"13420",1,4.11451446362,3,9,8,2,2,1,1.63,8
"13421",1,3.45533434254,2,10,9,2,1,1,1.14,9
"13422",1,4.47947769879,2,10,9,2,1,1,2.24,9
"13423",1,4.19768608836,2,0,0,2,1.5,1,0,0
"13424",3,4.32060471633,6,10,9,2,1,3,0.62,9
"13425",2,3.50877847733,4,0,0,3,1.5,3,0,0
"13426",2,4.21286971797,4,10,9,2,1,2,0.81,9
"13427",2,4.16178360143,6,0,0,4,1,3,0,0
"13428",1,4.90474367191,2,10,9,1,1,1,5.95,9
"13429",0,4.52529531659,2,10,9,2,1,2,0.51,9
"13430",1,3.75742956538,2,10,8,3,0.5,1,1.9,9
"13431",1,4.40164641816,2,0,0,3,1,1,0.03,0
"13432",4,4.90262789593,4,0,0,4,2,4,0,0
"13433",2,4.31967780264,4,0,0,4,1,2,0,0
"13434",1,4.3518070948,2,0,0,1,1,1,0,0
"13435",1,3.77656190893,4,9,8,2,1,6,1.07,5
"13436",1,4.94102657074,2,10,9,2,1,1,1.88,9
"13437",3,3.6994616505,6,0,0,2,1,3,0,0
"13438",1,3.92036713709,2,0,0,1,1,1,0,0
"13439",2,3.6859811028,4,10,9,1,1,4,3,9
"13440",1,3.84694739679,3,10,9,2,1,3,1.39,9
"13441",1,3.26350151354,2,10,8,4,1,1,0.13,10
"13442",2,4.42491708339,5,10,9,3,1,2,0.23,8
"13443",2,3.87874961376,4,0,0,1,1,2,1,0
"13444",3,3.83759956644,5,10,10,4,1,4,0.44,10
"13445",2,3.92090853682,4,10,10,3,1,4,1,10
"13446",2,4.43988769872,6,10,10,2,1,3,2.05,9
"13447",1,5.1849143943,2,10,9,2,1,1,0.49,7
"13448",1,4.15675491875,2,10,9,1,1.5,1,4.37,10
"13449",1,4.90928173457,2,10,9,1,1,1,1.2,10
"13450",1,4.01871738402,2,10,10,2,1,1,1.88,10
"13451",1,3.67831581814,2,10,8,2,1,1,1,10
"13452",1,3.86388092773,4,7,8,4,2,4,0.89,7
"13453",1,3.67647653591,2,9,8,1,1,1,4.95,9
"13454",4,3.79287511989,4,10,9,2,1,3,0.11,9
"13455",1,3.8218498755,2,10,8,1,1,1,0.24,9
"13456",1,4.01411193513,4,10,10,1,1,1,1.55,10
"13457",1,4.47210488245,2,10,9,2,1,1,1.58,9
"13458",3,3.66648239315,7,0,0,4,1,3,0,0
"13459",2,4.85020391288,3,9,7,2,1,2,4.14,8
"13460",1,4.19173256218,2,0,0,4,1.5,1,0,0
"13461",3,4.07020111483,6,0,0,3,1,4,0,0
"13462",2,4.40628028602,3,9,7,3,1.5,2,0.49,8
"13463",1,4.28186253544,2,10,9,3,1.5,1,2.18,9
"13464",2,4.18433403524,4,9,8,1,1,2,5.11,9
"13465",2,4.17528134042,3,10,9,1,1,2,0.27,9
"13466",2,3.8484518962,3,9,9,3,1,3,0.36,9
"13467",0,5.28001300957,2,10,9,2,1,1,3,9
"13468",2,4.98028796639,3,9,8,3,1,2,0.6,9
"13469",3,3.60825948493,5,10,8,1,1.5,3,0.11,8
"13470",1,3.47345938236,3,0,0,4,1,1,0,0
"13471",1,3.65688310722,2,10,9,3,1,1,1.7,10
"13472",1,3.62748005077,2,10,9,3,1.5,1,0.56,9
"13473",1,3.44497383752,2,10,9,4,1,1,1.05,9
"13474",1,3.91523006308,2,10,9,3,1,1,0.41,10
"13475",2,3.42908030182,4,9,9,3,2,2,2.93,9
"13476",1,3.48503961617,2,10,9,1,1,1,4,10
"13477",2,4.87075322206,4,0,0,1,1,2,0,0
"13478",3,4.99222397882,5,0,0,3,1,3,0,0
"13479",1,3.96603829649,2,10,10,3,1,1,0.81,10
"13480",1,4.12733492343,2,10,10,1,2,1,2.18,10
"13481",2,3.78548487482,5,10,9,1,1,4,2.79,10
"13482",1,3.48994482347,2,10,10,1,1,1,0.22,10
"13483",3,4.09127283729,6,10,10,2,1.5,6,0.81,9
"13484",1,3.08477326643,4,6,8,2,1,4,0.35,2
"13485",2,4.15261589417,4,10,9,2,1,2,0.51,10
"13486",1,3.84247775544,2,10,8,1,1.5,1,0.06,10
"13487",1,4.66128831218,2,10,8,2,1,1,2.17,8
"13488",2,4.05956473893,4,10,9,2,1,2,0.7,9
"13489",1,3.5157072307,2,10,9,4,1,1,0.15,9
"13490",1,3.83776802395,1,8,6,1,1,1,0.22,8
"13491",1,4.73664405271,2,0,0,1,0.5,1,0,0
"13492",1,3.63274682045,4,10,8,1,1,1,4.53,9
"13493",1,4.00781222984,2,10,10,4,1,1,0.34,10
"13494",1,4.48759816316,1,9,8,2,1,1,0.48,9
"13495",1,3.35959603284,2,10,9,2,1,1,0.93,9
"13496",2,3.73203266984,4,10,9,3,1,2,0.86,9
"13497",3,4.10528752446,4,0,0,4,1,3,0,0
"13498",1,4.23339324302,2,9,9,4,2,1,0.3,9
"13499",1,3.83926219139,1,0,0,4,1,1,0,0
"13500",1,4.62408765334,2,10,9,1,1.5,1,5.14,9
"13501",1,4.71509339587,2,10,9,1,1.5,1,2.07,10
"13502",1,4.9751774199,2,10,9,1,1,1,2.01,10
"13503",1,3.62506641676,2,10,8,4,1,1,0.1,8
"13504",1,3.89616568992,2,10,9,1,1,1,2.7,9
"13505",1,3.51612230353,2,10,9,3,1,1,0.87,9
"13506",1,4.83429820312,2,9,8,1,1,1,1.51,8
"13507",1,3.41086825803,2,9,8,3,1.5,2,4.24,9
"13508",1,4.68821644184,2,9,9,2,1,1,3.84,9
"13509",1,4.85678329776,2,9,9,3,1.5,1,1.03,9
"13510",1,3.53197323745,2,10,9,2,1,1,2.78,9
"13511",1,3.60670710693,2,10,10,4,1,1,0.31,10
"13512",2,4.87956812289,4,10,8,1,1,2,0.27,9
"13513",2,4.87564480031,4,10,10,1,1,3,1,10
"13514",1,3.79490466802,2,10,9,2,1,1,5.7,9
"13515",1,4.41213715117,2,9,8,2,1.5,1,1.41,7
"13516",2,4.78940404109,4,10,9,2,1.5,2,2.05,9
"13517",2,3.56552469824,4,9,9,1,1,2,0.13,8
"13518",1,3.77875912253,3,9,8,1,1,1,3.49,9
"13519",1,4.12351213792,2,10,9,2,1.5,1,2,10
"13520",1,4.4960764747,2,10,8,2,1,1,0.8,8
"13521",2,3.55871607952,4,10,9,3,1,2,0.35,9
"13522",1,3.89833266668,3,10,10,1,1.5,2,0.85,10
"13523",1,3.13840606822,2,10,9,4,1,1,0.18,10
"13524",3,3.94483639024,5,10,9,2,1,3,0.13,5
"13525",2,3.96303032706,4,9,7,2,1,1,1.14,9
"13526",1,4.33545617131,1,10,8,4,1,1,0.14,10
"13527",1,4.37861956852,1,0,0,4,1,1,0,0
"13528",1,3.65634434955,2,10,9,1,1.5,1,1.92,9
"13529",0,3.67954101584,2,9,8,2,1,1,0.3,8
"13530",1,3.71038968433,2,10,9,2,1,1,6.28,10
"13531",0,4.2254039972,3,10,10,2,1,1,1,10
"13532",1,3.64449203626,6,0,0,4,1,6,0,0
"13533",1,3.58794389744,3,10,10,1,1,2,1.05,9
"13534",1,3.64655916472,2,10,9,4,1,1,0.75,9
"13535",3,4.25318616415,6,10,9,1,3,4,0.21,9
"13536",1,4.24895826086,2,10,10,2,2,1,0.56,8
"13537",2,3.50121156791,3,0,0,1,1,2,0,0
"13538",1,3.50158753865,2,9,8,3,1,1,1.86,9
"13539",0,3.7115371168,2,10,7,3,1,1,0.96,8
"13540",1,4.26965484413,2,0,0,4,1,1,0,0
"13541",1,3.66117020676,2,10,9,3,1,1,0.53,9
"13542",1,4.71888314547,2,10,9,4,1,1,0.25,10
"13543",1,4.81428865331,2,10,10,3,1,1,0.18,10
"13544",1,4.21841252548,2,0,0,4,1,1,0,0
"13545",1,3.51623333218,2,10,9,1,1,1,4.75,9
"13546",1,3.7610852562,2,10,9,2,1,1,1.89,10
"13547",1,4.36696711615,2,0,0,1,1,1,0,0
"13548",1,4.66946483115,2,7,6,2,1,1,0.67,7
"13549",1,4.46604170314,2,10,9,2,1,1,0.4,9
"13550",3,3.76814373581,6,0,0,1,1,4,0,0
"13551",1,3.77126460889,16,5,7,3,1,5,0.75,7
"13552",1,3.38361382814,2,9,9,4,1,1,0.72,10
"13553",1,4.54051257529,2,10,10,2,1.5,1,1.14,9
"13554",1,4.59621764313,2,10,10,1,2,1,1,10
"13555",2,3.44081306512,2,10,8,4,1,1,0.13,10
"13556",3,4.27435755716,4,10,7,4,1,4,0.69,9
"13557",1,3.3478909903,2,0,0,4,1,1,0,0
"13558",1,4.75093395203,2,0,0,4,1,1,0,0
"13559",2,4.8045159701,4,10,10,1,1,2,0.07,10
"13560",1,4.91687718421,2,10,9,1,1,1,3.49,9
"13561",2,4.08638536093,4,8,8,4,1,2,0.33,8
"13562",3,4.09211337782,4,0,0,4,1,4,0,0
"13563",2,3.53669668329,4,0,0,4,1,4,0,0
"13564",1,4.28842126538,2,10,9,3,1.5,1,1.88,9
"13565",1,3.49432002422,4,10,10,3,1,2,0.62,10
"13566",4,3.73138919995,5,10,8,4,1,4,0.42,10
"13567",3,5.03670488706,4,10,10,2,1,2,0.62,10
"13568",2,4.79481245317,4,9,8,1,1,3,1.39,8
"13569",3,3.68658090774,7,10,7,4,1,3,0.31,7
"13570",1,4.4523979909,2,10,9,2,1.5,1,1.28,9
"13571",1,4.84411320678,2,10,10,3,1,1,0.73,9
"13572",0,4.51180899278,2,10,8,1,1,2,0.65,9
"13573",1,4.41574902754,2,10,8,1,1,1,2,10
"13574",1,4.07302281491,1,10,9,1,1,1,1.59,9
"13575",1,3.49240335682,2,0,0,1,1,1,0.51,0
