"","bedrooms","distance_to_dam","accommodates","review_scores_communication","review_scores_location","host_response_time","bathrooms","beds","reviews_per_month","review_scores_value"
"12671",1,3.21060922122,2,10,9,2,0.5,1,1.87,9
"12672",1,2.63585410592,2,10,9,3,1,1,2.5,10
"12673",1,2.50042086616,4,9,9,2,1,2,1.75,9
"12674",2,3.63051224468,3,10,9,4,1,2,0.27,10
"12675",2,3.10709943142,3,10,9,3,1,3,0.54,9
"12676",2,2.49346401301,2,10,10,3,1,1,0.2,10
"12677",2,2.66059299312,4,0,0,2,1,2,0,0
"12678",2,2.81160756794,4,10,9,1,1,2,1.43,9
"12679",2,3.13263347017,3,10,9,2,1,3,0.75,8
"12680",2,2.63078748807,3,10,9,4,1,2,0.29,9
"12681",1,2.19011665277,2,10,9,1,1,1,2.77,9
"12682",1,3.14420889552,4,10,8,1,1,1,0.78,9
"12683",0,2.64531054501,2,9,8,1,1,1,5.14,8
"12684",2,3.69609860067,5,10,9,1,1,2,1.94,10
"12685",1,2.1222082021,4,10,9,4,1,3,0.3,9
"12686",1,3.00594185276,4,10,10,2,1,1,1,10
"12687",1,3.04608390993,2,10,10,1,1,1,0.18,10
"12688",2,2.40604785558,4,0,0,4,2,4,0.08,0
"12689",1,2.55778406867,2,10,10,1,1,1,1.62,10
"12690",1,2.64025828528,2,0,0,4,1,1,0,0
"12691",1,3.70175743677,1,0,0,2,1,1,0.45,0
"12692",2,3.76633208961,4,10,9,2,1,2,0.51,9
"12693",1,2.26606538872,2,10,9,1,1,1,3.83,9
"12694",2,2.7425603774,2,9,10,2,1,2,0.58,10
"12695",1,2.89083665245,2,10,9,2,1,1,0.26,9
"12696",1,2.1808935394,2,10,9,2,1,1,0.33,8
"12697",1,3.05931026305,2,0,0,1,1,2,1,0
"12698",1,3.1419546564,2,9,8,2,0.5,1,1.53,8
"12699",2,2.91352486652,2,10,8,4,1.5,1,0.09,10
"12700",0,3.31211208483,2,9,9,3,1,1,3.73,9
"12701",1,2.98931851821,2,10,10,3,1,1,0.37,9
"12702",1,3.14992558272,2,9,8,3,1,1,0.34,9
"12703",1,3.00098902993,2,10,9,2,1,1,1.18,9
"12704",1,2.71687224959,3,10,9,2,1,2,2.45,8
"12705",1,2.45509513646,2,9,10,4,1,1,0.55,9
"12706",1,2.9943783751,2,10,10,1,1,1,0.7,10
"12707",2,2.6041749764,4,10,9,2,1,3,2,9
"12708",1,2.87571136643,2,10,9,1,1,1,0.78,8
"12709",2,2.06006407078,4,10,9,1,1.5,2,0.16,10
"12710",1,3.18351362221,2,8,8,3,1,1,0.16,10
"12711",2,2.26555923075,4,10,10,1,1,2,1,10
"12712",2,2.88117352825,2,0,0,4,1,1,0,0
"12713",1,2.75997833072,2,10,8,1,1,1,0.82,10
"12714",1,2.58719686617,2,9,9,4,1,1,0.17,9
"12715",1,2.75043939083,3,10,10,2,1,2,2.78,9
"12716",4,3.68541253088,6,10,9,1,1,6,0.18,10
"12717",2,2.63682845854,3,10,9,2,1,2,0.33,10
"12718",1,2.89047290054,1,10,9,1,0.5,1,2.63,9
"12719",1,2.8343545994,2,10,10,3,1,2,0.17,10
"12720",1,3.18192309953,2,0,0,2,1,1,0,0
"12721",1,3.11953810818,2,9,8,3,1.5,1,2.33,9
"12722",3,2.56861148468,5,0,0,2,1,4,0,0
"12723",1,2.23602714676,2,9,10,2,1,1,2.05,9
"12724",1,3.01280249844,2,10,9,3,1.5,1,0.63,9
"12725",2,2.5969275394,4,10,9,2,1,2,0.33,9
"12726",0,2.46690640679,2,10,9,1,1,1,0.25,9
"12727",1,2.28032668952,2,10,8,3,1,1,0.37,9
"12728",2,3.01922076438,3,9,10,1,1,3,2,9
"12729",3,3.04259410808,4,0,0,1,1,3,0,0
"12730",1,2.95858426567,2,10,9,1,0.5,1,0.33,9
"12731",0,3.16944441246,4,9,8,1,1,2,2.28,9
"12732",1,2.26454619415,2,0,0,3,1,1,0,0
"12733",1,3.27556736096,1,0,0,1,1,1,0,0
"12734",1,3.10089377696,2,10,9,4,1,1,0.87,9
"12735",1,2.25828975522,2,10,8,2,1,1,1.19,9
"12736",2,2.66332984374,4,0,0,2,1,2,0,0
"12737",1,3.43718058229,1,9,8,2,1,1,2.06,8
"12738",1,2.69589800409,2,9,9,2,1,1,0.12,9
"12739",1,2.42557511596,2,10,9,4,1,1,1.24,9
"12740",2,3.70880895764,4,10,9,2,1,2,0.98,10
"12741",1,3.54004929964,2,10,9,3,0.5,2,0.92,9
"12742",1,2.35420923698,2,10,10,2,1,1,0.55,9
"12743",3,2.8968229494,5,10,8,2,1.5,4,0.34,7
"12744",2,3.43778542851,4,10,9,3,1,2,1.29,10
"12745",2,2.50161768876,3,10,8,2,1,2,0.95,9
"12746",1,2.15242756699,2,10,10,1,1.5,1,1,10
"12747",1,3.40723332508,2,10,9,2,1,1,2.5,10
"12748",1,3.13545484446,2,10,9,2,1.5,2,0.98,10
"12749",2,2.47533824775,3,10,8,3,1,1,0.72,8
"12750",2,2.69151783421,4,10,9,1,1,2,1.63,10
"12751",1,2.52012654651,2,10,8,2,1,1,0.93,8
"12752",2,2.90914968063,4,10,8,4,1,2,0.22,9
"12753",1,2.99009597242,2,0,0,3,1,1,0,0
"12754",1,3.51159525897,2,10,10,2,1,1,0.11,10
"12755",2,2.83325105903,3,0,0,4,1,2,0,0
"12756",2,2.32855249,3,0,0,2,1,2,0,0
"12757",3,3.75967741207,4,10,8,2,1,3,0.27,9
"12758",1,3.27996708779,2,0,0,4,1,1,0,0
"12759",2,2.92921736541,2,10,9,1,1,1,0.82,9
"12760",0,3.38346505315,2,10,10,3,1,2,0.23,9
"12761",1,2.43073865319,4,10,9,1,1,4,0.6,9
"12762",0,3.02507429016,2,10,9,2,1,1,2.03,9
"12763",1,2.96136837166,2,10,9,3,1,1,1.15,9
"12764",3,2.39293480029,4,9,10,3,1,3,0.18,9
"12765",1,3.15563909273,2,8,8,4,1.5,1,0.05,8
"12766",1,3.06499347515,2,10,9,1,1,1,0.2,9
"12767",2,3.00871650436,4,0,0,4,1.5,3,0,0
"12768",2,3.17053076796,3,10,10,4,1,3,0.25,9
"12769",3,2.66553023588,5,10,10,2,1,5,0.5,10
"12770",2,3.09763362265,4,10,9,2,1,2,0.65,9
"12771",2,3.26668116546,5,0,0,3,1,3,0,0
"12772",1,3.69845717654,2,10,9,2,1,1,1.08,10
"12773",1,2.76613177995,2,10,10,4,1,1,0.21,10
"12774",2,2.94141176169,4,10,9,1,1,2,0.96,9
"12775",0,3.64659484,2,10,8,1,1,1,5.24,9
"12776",2,2.89770240281,3,10,8,4,1,2,0.09,9
"12777",1,3.1864012194,2,10,9,1,1,1,1.21,9
"12778",1,2.10767367465,2,0,0,4,1,1,0,0
"12779",1,2.72891604133,2,10,10,4,1.5,1,0.94,10
"12780",1,2.91945565833,3,10,9,2,1,1,0.4,9
"12781",3,3.46137854205,4,10,9,2,2,4,1.7,9
"12782",1,2.76016843784,3,10,9,2,1,1,1.17,9
"12783",3,3.78622623123,6,10,9,2,1,4,0.61,10
"12784",1,2.34267158502,3,9,8,2,1,1,2.93,9
"12785",2,3.04092939724,3,10,9,1,1,2,0.67,8
"12786",3,3.64893298639,6,10,9,3,1,4,1.13,9
"12787",1,2.74916680965,3,10,9,2,1,2,1.59,9
"12788",1,3.10291343752,2,10,8,4,2,1,0.1,10
"12789",1,3.06181853001,2,10,9,2,1,1,0.65,9
"12790",2,2.80068965068,4,10,9,1,1,4,0.94,9
"12791",1,3.53578887126,1,10,8,2,1,1,0.58,8
"12792",1,2.64149204559,2,10,9,3,1,1,1,9
"12793",1,2.18317577908,2,10,9,2,1,1,0.38,9
"12794",1,2.40249769515,3,9,9,2,1,2,1.72,8
"12795",1,2.87772518486,2,0,0,3,1,1,0,0
"12796",1,2.28386379481,2,10,9,3,1,1,1.61,9
"12797",2,2.98221235863,4,0,0,2,1,2,0,0
"12798",0,3.16337812691,2,9,8,3,1,1,0.57,9
"12799",2,3.17632400624,3,0,0,1,1,2,0.06,0
"12800",1,3.49539780599,2,10,8,4,1,1,1.15,8
"12801",0,3.26420731274,3,10,9,1,1,2,2.28,9
"12802",1,2.68881817961,3,10,8,2,1,2,1.14,8
"12803",3,3.10511466498,2,10,9,2,1,2,0.34,9
"12804",3,2.46716124984,6,9,8,3,1.5,3,1.37,9
"12805",1,2.46743359821,2,10,9,1,1,1,2.99,9
"12806",1,2.78474977083,2,8,6,4,0.5,1,0.13,6
"12807",1,2.93471189946,2,10,10,2,1,1,0.52,9
"12808",1,3.54598359358,1,10,8,2,1,1,0.52,8
"12809",1,3.43504686616,1,10,8,2,1,1,0.26,8
"12810",1,2.17237815172,2,0,0,4,1,1,0,0
"12811",1,2.6505566925,2,9,9,2,1,1,2.3,9
"12812",2,3.01945511179,3,10,10,3,1,2,0.79,9
"12813",3,2.53284049436,4,0,0,1,1,3,0,0
"12814",2,2.15223569794,3,10,9,3,1,2,1.17,9
"12815",0,3.37390028642,2,7,8,1,1,1,1.2,9
"12816",2,2.67330099063,3,0,0,4,1,2,0,0
"12817",2,2.65293760674,4,0,0,4,1,2,0,0
"12818",1,2.87258265885,2,10,10,4,1,1,0.07,10
"12819",1,2.58842315897,1,9,8,1,1,1,0.25,8
"12820",1,2.91791542621,2,9,9,2,1,1,0.74,9
"12821",1,2.07323509107,2,10,9,4,1,1,0.24,9
"12822",0,2.73071862506,2,9,8,1,1,1,5.76,9
"12823",1,2.86973577169,2,10,9,2,1,1,2.06,9
"12824",2,3.24356851971,4,10,9,3,1,2,0.75,8
"12825",1,2.33920977414,2,10,10,2,1,1,0.58,10
"12826",1,2.26266175633,2,10,9,3,1,1,1.07,10
"12827",2,3.22173336483,4,10,9,3,1,3,0.83,10
"12828",1,2.66149909209,2,10,9,4,1,1,0.41,9
"12829",1,3.18905241339,2,10,8,3,1,1,1.18,9
"12830",1,2.65385252868,3,9,9,2,1,2,1.72,9
"12831",1,2.82002571841,2,10,9,1,1,1,0.51,9
"12832",1,2.49496785064,2,10,10,1,1,1,1,10
"12833",2,2.66453080956,5,9,8,3,1,2,1.57,8
"12834",0,3.39517236004,2,10,9,1,1,1,2.78,9
"12835",1,2.96737131739,2,10,8,2,1,1,0.92,9
"12836",2,2.62913286893,6,10,9,3,1,3,1.02,9
"12837",1,2.21331153479,4,10,9,2,1,2,1.26,9
"12838",2,3.0950876915,3,10,9,1,1,2,0.99,9
"12839",1,2.55576002723,2,9,7,4,1,1,0.29,6
"12840",1,2.81790140618,2,10,10,3,1,1,1.18,9
"12841",3,3.1265222816,4,0,0,3,1,4,0,0
"12842",1,2.69770866797,4,10,10,1,1,2,1,10
"12843",1,3.09310126978,2,10,8,1,1,1,2.75,8
"12844",2,2.72398631445,2,0,0,3,1,2,0,0
"12845",3,3.03438521116,4,10,9,2,1.5,6,1.28,10
"12846",1,2.55197211402,2,10,10,4,1,1,0.3,9
"12847",2,2.14030547649,4,0,0,1,1,2,0,0
"12848",2,2.1708704938,3,9,8,1,1,2,1.17,9
"12849",2,3.12306918917,4,0,0,1,1.5,2,0,0
"12850",1,3.00872834434,2,10,9,2,1,1,2.56,10
"12851",1,2.28159907408,2,10,9,2,1,1,0.28,9
"12852",1,2.35855725616,2,10,10,3,1.5,1,1,10
"12853",1,2.99240930286,2,10,8,2,1,1,1.2,9
"12854",2,3.07195999786,4,9,9,3,1,2,0.92,9
"12855",1,2.18767493083,2,10,8,3,1,2,0.17,8
"12856",0,3.15602899491,2,10,8,2,1,1,0.44,10
"12857",2,3.05470137589,6,10,9,2,1,2,0.86,9
"12858",0,3.19394264545,2,9,9,1,1,1,2.26,9
"12859",1,3.74277671576,2,10,8,3,1.5,1,0.79,9
"12860",1,2.1265253702,2,10,10,1,1,1,0.18,6
"12861",1,2.82005098238,2,10,9,1,1,1,1.47,9
"12862",3,2.59130965538,4,0,0,1,1,3,0,0
"12863",1,2.74813642643,2,10,8,2,1.5,1,0.2,6
"12864",1,2.94916106528,4,9,8,2,1,1,0.82,8
"12865",2,3.01690174722,4,10,8,3,1,4,0.82,9
"12866",2,3.25081955495,4,0,0,2,1,2,0,0
"12867",1,2.76012313031,4,10,8,3,1,1,0.18,9
"12868",2,2.48369586023,3,10,9,4,1,2,1.05,9
"12869",0,3.38406334199,2,0,0,4,1,1,0,0
"12870",1,3.2866906827,2,9,7,2,1,1,0.24,8
"12871",1,3.13898683832,2,10,8,3,1,1,0.46,9
"12872",1,3.07749822812,2,10,9,1,1,1,1.4,10
"12873",1,2.50439757802,2,10,9,4,1,1,0.25,9
"12874",1,2.19388269245,2,10,9,2,1,1,0.36,10
"12875",2,2.97119341258,3,10,9,3,1,2,2.03,10
"12876",1,3.28885254778,2,7,8,1,1,1,2.63,7
"12877",2,3.11229212483,4,10,8,3,1,4,0.81,9
"12878",1,2.16963696118,2,0,0,4,0.5,1,0,0
"12879",1,2.29052494301,2,0,0,1,1,1,0,0
"12880",1,3.11495518794,4,10,10,4,1,2,0.13,10
"12881",1,3.37275965088,2,10,9,3,1,1,0.22,9
"12882",3,2.58777378668,4,0,0,1,1,3,0,0
"12883",1,2.79725195746,2,10,9,1,1,1,2.41,9
"12884",0,3.05376883587,4,9,8,1,1,2,2.13,8
"12885",1,2.87780743935,2,9,7,2,1,1,1.04,8
"12886",1,3.02380484837,2,9,9,4,1,1,0.47,9
"12887",2,3.50892817731,2,0,0,4,1,1,0,0
"12888",2,3.05489782208,4,10,10,2,1,2,1,10
"12889",1,3.42757140442,3,9,8,2,1,2,6,9
"12890",1,3.07297511958,2,10,8,2,1,1,5.38,9
"12891",1,3.12269164567,4,4,6,1,1.5,2,0.24,6
"12892",1,2.7915438268,2,9,8,1,1,1,6.44,8
"12893",1,3.15712026829,4,9,8,2,1,2,1.45,8
"12894",1,2.78469944064,2,10,8,1,1,1,0.25,7
"12895",1,2.78422366238,3,10,9,2,1.5,1,1.38,9
"12896",1,2.57445869804,2,0,0,2,1,1,0,0
"12897",2,2.23467343372,4,10,10,3,1,2,1,8
"12898",1,3.05650136173,4,10,9,1,1.5,2,0.15,9
"12899",1,3.27635346552,2,0,0,4,1,1,0,0
"12900",2,3.16246936226,4,10,9,1,1,2,0.99,10
"12901",1,2.2601007546,2,10,9,4,1,1,1.43,10
"12902",1,2.25707928318,2,10,10,2,1,1,2,10
"12903",4,2.50328549655,4,10,10,3,1.5,4,0.44,9
"12904",1,2.14523669507,2,0,0,3,1,2,0,0
"12905",0,3.27640476118,2,0,0,3,1,1,0,0
"12906",0,3.29601670659,2,9,8,4,1,1,0.83,9
"12907",2,2.14947605401,4,10,9,1,1,2,1.22,9
"12908",1,3.08257875378,2,10,9,2,1,1,0.48,9
"12909",2,3.35184601823,4,0,0,4,1,4,0,0
"12910",2,3.08419403894,4,9,8,2,1.5,3,1.01,7
"12911",1,2.79326204366,3,9,9,2,1,2,1.66,9
"12912",2,3.11429862326,4,9,8,1,1,4,2.66,8
"12913",1,3.30571460001,2,10,9,2,1,1,0.99,9
"12914",1,3.15425098865,2,10,9,4,1,1,0.33,10
"12915",1,3.10450224593,2,10,9,4,1,1,0.95,9
"12916",3,2.52132487458,6,10,9,3,1,4,0.22,10
"12917",2,3.6470225728,4,10,8,1,1,2,0.85,10
"12918",1,2.42099107408,2,10,9,1,1,1,0.29,10
"12919",2,2.98093013424,4,0,0,1,1,2,0,0
"12920",1,3.03948846185,4,0,0,4,1,2,0,0
"12921",0,2.64994560159,2,10,9,4,1,1,0.95,9
"12922",2,3.08436196683,4,10,9,1,1.5,4,1.9,10
"12923",1,3.36911906352,2,10,7,1,1,1,1.76,6
"12924",1,3.31194974743,2,8,7,2,1,1,6,9
"12925",1,3.18771898267,2,0,0,2,1,1,0,0
"12926",1,2.68832580533,2,10,9,3,1,1,0.4,10
"12927",1,3.60445394433,2,9,8,1,1,1,1.12,8
"12928",1,2.76919270872,2,9,8,3,1,1,0.64,9
"12929",2,3.08134952603,2,9,9,4,1,3,0.21,9
"12930",1,3.24286510662,4,0,0,4,1,2,0,0
"12931",2,2.32655486914,3,9,9,3,1,2,1.54,9
"12932",2,3.18135782161,4,10,9,1,1.5,4,1.18,10
"12933",1,2.75138864479,3,10,9,3,1,3,0.87,9
"12934",1,2.50779487156,4,10,9,1,1,1,0.71,8
"12935",1,2.99498409395,2,10,8,3,1,1,0.51,8
"12936",2,2.41984137282,4,10,8,1,1,3,3,8
"12937",1,3.52162710618,1,9,9,3,1,1,2.7,9
"12938",1,2.30772947657,2,10,9,1,1.5,1,0.38,9
"12939",0,3.30603898105,2,9,8,1,1,1,2.54,9
"12940",1,2.23877341876,3,10,9,1,1,1,5.36,9
"12941",1,2.8366286208,4,10,10,1,1,2,1,10
"12942",1,3.15400942761,2,0,0,1,1,1,0,0
"12943",2,3.09389398418,4,10,9,2,1,4,3.25,9
"12944",1,2.45589416231,2,9,9,1,1,1,4.12,9
"12945",1,2.82037122204,2,10,9,3,1,1,1.68,9
"12946",1,3.25548272278,2,0,0,3,1,1,0,0
"12947",1,2.6150325181,4,10,9,2,1,3,0.79,9
"12948",1,2.26220888488,2,10,9,2,1,1,1.43,10
"12949",1,2.26523772787,2,10,9,1,1,1,0.97,10
"12950",1,3.12772907945,2,0,0,1,1,1,0.34,0
"12951",1,3.30950893782,2,0,0,3,1,1,0,0
"12952",1,3.11120079592,2,9,8,4,1,1,0.6,9
"12953",1,2.92209781381,2,10,9,2,1,1,1.84,9
"12954",1,3.16833931411,2,0,0,4,1,1,0,0
"12955",1,3.09452419641,2,10,9,2,1,1,4.11,9
"12956",0,3.24845196172,2,10,8,1,1,1,2,8
"12957",0,3.25395662426,4,0,8,1,1,1,1,10
"12958",2,2.98075494784,4,0,0,1,1,2,0,0
"12959",1,3.30783422188,1,10,8,2,1,1,0.17,10
"12960",0,3.28820760136,3,0,0,3,1,1,0,0
"12961",0,3.36937603432,2,9,10,3,1,1,1.48,8
"12962",3,2.23407310393,4,10,9,1,1,3,2.31,9
"12963",1,2.12097105378,3,10,9,1,1,1,5.49,9
"12964",1,2.60246177176,2,10,9,1,1,1,1.98,9
"12965",0,3.29940563341,4,10,10,1,1,2,1.8,10
"12966",1,2.61965317533,2,0,0,2,1,1,0,0
"12967",1,3.5764753705,2,10,10,3,1.5,1,1.7,10
"12968",1,2.78845835056,2,10,10,3,1,1,0.26,9
"12969",2,3.26085073763,4,0,0,2,1,2,0,0
"12970",1,2.9104790116,3,10,9,2,1,1,3.26,9
"12971",1,2.7664207722,2,9,8,3,1,1,1.42,8
"12972",1,3.24023604107,2,9,10,3,1,1,1.03,10
"12973",1,3.35302302637,2,10,9,1,1,1,1.78,9
"12974",2,2.54602872144,10,9,8,1,1,10,1.74,8
"12975",1,3.40618045735,1,10,9,3,1,1,1.35,10
"12976",2,2.84333703918,4,10,6,1,1,2,0.2,8
"12977",1,3.21250835442,2,9,9,4,1,1,0.23,10
"12978",2,3.34916373285,2,10,9,4,1,1,0.98,9
"12979",1,2.98087994262,2,10,10,1,1,1,0.42,10
"12980",1,3.02703743452,4,10,9,4,1,2,0.6,9
"12981",0,3.33654440686,4,10,8,1,1,2,1.94,8
"12982",1,2.76562669275,2,10,9,3,1,1,0.29,9
"12983",2,3.10992170612,4,10,9,1,1,2,2.86,10
"12984",1,2.74554022304,2,8,8,2,1,1,0.52,6
"12985",1,2.75762828696,3,10,9,4,1,2,0.34,9
"12986",3,3.35441489724,4,10,9,1,1.5,5,1.11,10
"12987",1,3.24952723114,4,9,9,4,2,2,0.63,9
"12988",1,3.13240035706,3,0,0,3,1,2,0,0
"12989",1,2.31828722304,4,10,8,1,1,2,1,8
"12990",2,3.09501770686,4,10,9,3,1,2,1.13,10
"12991",1,2.46294553576,2,10,8,2,1,1,0.8,8
"12992",1,2.49072202091,2,0,0,1,1,1,0,0
"12993",1,2.32702979472,2,10,10,1,1,1,0.74,10
"12994",3,3.23220480611,6,10,9,4,1.5,4,0.11,9
"12995",1,2.99441203624,2,10,8,1,1,1,1.55,9
"12996",2,3.46620344784,4,10,9,1,1,4,1.75,9
"12997",2,3.20757930294,4,9,8,1,1,2,0.45,10
"12998",2,3.68057845724,4,10,9,4,1,2,0.49,9
"12999",1,3.55532024097,2,10,8,4,1,2,0.83,9
"13000",1,2.79787841965,2,0,0,2,1,1,0,0
"13001",3,2.58084396886,4,0,0,4,1,1,0,0
"13002",1,2.57710133731,3,10,9,4,1,2,0.32,9
"13003",1,2.17057035065,3,10,9,1,1,1,1.04,9
"13004",0,3.42113936454,2,10,8,4,1,1,1.12,9
"13005",1,3.02522077854,1,10,9,1,1,1,0.69,10
"13006",2,2.15465289922,2,10,9,4,1,2,0.55,9
"13007",1,2.45242402412,2,10,9,1,1,1,2.76,9
"13008",1,2.44313697378,2,9,9,2,1,1,0.29,9
"13009",1,3.61555548149,2,10,7,2,1,2,0.36,7
"13010",3,2.12229545688,4,10,9,1,1,4,1.27,10
"13011",1,2.86810037246,2,10,9,2,1,2,2.71,9
"13012",0,3.18686698187,2,9,9,3,1,2,1.54,9
"13013",1,3.06110730236,2,10,9,3,1.5,1,1.94,10
"13014",1,3.36758978806,2,0,0,1,1,1,0,0
"13015",1,2.63279127521,2,0,0,4,1,1,0,0
"13016",1,3.59645634703,2,0,0,1,1,1,0,0
"13017",2,2.83840373172,4,10,8,1,1,2,1.65,9
"13018",1,2.41616482806,3,10,10,4,1,2,0.58,10
"13019",1,3.02396343063,2,9,9,1,1,1,1.67,9
"13020",2,2.16675541045,4,9,9,2,1,2,1.3,9
"13021",2,2.35819286816,3,10,9,4,1,2,0.92,10
"13022",0,3.2827104243,2,10,9,1,1,1,4,10
"13023",1,3.20571550502,2,10,9,4,1,1,0.34,9
"13024",1,3.06499457237,2,10,8,4,2,1,0.19,10
"13025",3,2.30285396435,6,10,9,3,1,4,1.03,9
"13026",1,3.03949920176,2,10,9,1,1,1,0.53,8
"13027",1,3.37601753317,2,10,9,2,2,1,0.26,10
"13028",1,2.65935520495,4,10,10,1,1,3,0.5,8
"13029",2,3.05685125061,4,0,0,1,1,2,1,0
"13030",1,2.5876846812,2,0,0,1,1,1,0,0
"13031",1,3.09831045485,2,0,0,3,1,1,0,0
"13032",2,2.99618720735,4,0,0,3,1,2,0,0
"13033",1,3.49479302177,2,0,0,2,1,1,0,0
"13034",1,2.51887413825,3,9,9,2,1,1,0.9,9
"13035",1,3.62185701992,2,10,9,1,1,1,5.21,10
"13036",1,2.10624061407,3,9,9,2,1,1,2.16,8
"13037",1,2.74280604725,2,0,0,4,1,1,0,0
"13038",1,3.06539503188,2,10,6,1,1,1,1,8
"13039",1,3.10949319807,2,10,9,2,1,1,1.25,9
"13040",1,3.05084710152,2,0,0,4,1,1,0,0
"13041",2,2.53838359667,4,10,8,3,1,2,0.64,8
"13042",1,3.01811252729,2,10,9,2,1,1,1.03,10
"13043",1,2.18024382525,2,10,10,1,1,1,0.51,10
"13044",0,3.11711188552,2,9,8,1,0.5,1,2.78,8
"13045",1,2.47496765442,2,10,5,2,1,1,4,8
"13046",2,3.08773248155,2,9,9,4,1,2,0.6,9
"13047",1,2.45675929832,2,10,10,4,1,1,0.16,10
"13048",1,2.89006055879,1,10,9,2,1,1,2.05,10
"13049",2,3.21402963517,4,10,8,4,1,2,0.52,8
"13050",1,2.6085001665,2,9,9,3,1,1,1.06,8
"13051",1,2.87094022689,2,9,9,4,1,1,0.08,9
"13052",1,2.31841919484,2,10,9,1,1,1,0.58,9
"13053",1,2.3625029778,2,10,7,4,1,1,0.26,9
"13054",1,2.58217804159,2,10,10,4,1,1,0.16,10
"13055",1,3.06588111375,4,10,10,1,1,4,0.34,9
"13056",1,2.77216363872,2,10,9,1,1,1,4.05,7
"13057",1,2.59059776417,2,8,8,3,1,1,0.33,10
"13058",2,3.17935608183,4,10,9,4,1,2,0.23,10
"13059",1,2.85579045785,2,0,0,2,1,1,0,0
"13060",1,3.26806907108,3,9,8,2,1.5,2,5.27,8
"13061",1,2.66411224028,2,10,10,1,1,1,1,8
"13062",1,3.40890092719,1,0,0,4,1.5,1,1,0
"13063",1,3.79424419361,2,10,9,4,1,1,0.7,9
"13064",2,2.87534144507,4,10,9,2,1,2,0.3,9
"13065",1,3.11080977167,2,10,9,3,1,1,0.86,9
"13066",1,3.69142334496,2,9,8,3,1,1,0.65,9
"13067",1,2.6828725497,4,10,10,3,2,2,0.38,8
"13068",1,2.26312418467,2,10,10,1,1,1,0.11,8
"13069",1,3.09776300054,4,10,10,2,1,1,1,10
"13070",1,2.40602478984,2,9,9,2,1,2,0.94,8
"13071",1,3.13109778914,2,10,9,3,1,1,0.28,9
"13072",0,3.30564240036,2,9,9,1,1,1,1.13,9
"13073",1,2.78357265227,2,10,9,1,1,1,0.75,9
"13074",2,2.81178961238,4,10,9,2,1,2,1.11,9
"13075",1,2.29047522013,2,10,8,2,1,1,1.14,9
"13076",2,2.64650232828,3,0,0,2,2,2,0,0
"13077",2,3.17039159715,3,0,0,2,1,2,0,0
"13078",2,2.73920083639,4,0,0,1,1,3,0,0
"13079",1,3.19643196414,2,10,8,1,1,1,0.52,8
"13080",3,2.45864536093,5,10,9,2,2,5,1.14,9
"13081",1,2.47874545943,2,10,10,1,1,1,2,10
"13082",1,2.53193873877,2,10,9,4,1,1,0.61,9
"13083",1,3.06095126012,2,9,8,2,1,2,1.71,9
"13084",1,2.2141767739,2,10,10,1,1,1,0.52,9
"13085",0,3.12301040656,3,10,10,4,1,2,0.63,10
"13086",1,3.37780257658,4,8,6,2,1,2,2,8
"13087",0,3.30114105614,2,0,0,3,1,1,0,0
"13088",1,2.18272360151,3,10,9,2,1,1,1.29,9
"13089",1,3.10057473682,2,10,8,1,1,1,4.5,8
"13090",1,3.52878686079,2,10,9,2,1,1,2.41,10
"13091",3,2.72539823186,4,10,10,1,2,3,0.19,10
"13092",1,2.63219796578,2,10,10,1,1,1,1.47,10
"13093",1,2.97958055373,2,10,10,3,1,1,0.32,10
"13094",2,2.29745196828,3,10,10,3,1,2,1.03,9
"13095",1,2.72268572003,2,10,9,3,1,1,2,9
"13096",3,3.25167284134,4,10,8,3,1,4,1.01,9
"13097",1,3.38552211852,4,10,10,4,1,2,0.38,9
"13098",1,2.68578065035,4,10,8,2,1,1,2,8
"13099",1,3.16948679118,2,9,9,1,1,1,0.26,9
"13100",1,2.44544753414,2,10,9,1,1,1,1.05,8
"13101",1,2.20335088997,2,10,9,1,1,1,1.47,9
"13102",1,3.58063852195,3,0,0,2,1,1,0,0
"13103",1,3.68488607203,1,10,9,2,1,1,1.34,9
"13104",2,3.03700302421,3,10,9,1,1,2,1.15,9
"13105",1,2.92615762186,2,10,9,1,1,1,0.95,9
"13106",1,2.61644743503,2,10,9,3,1,1,1.14,9
"13107",1,2.30857764262,2,10,10,3,1,1,1.03,10
"13108",1,2.97272031494,2,9,9,2,1,1,1.74,10
"13109",1,3.03378218929,2,9,8,2,1,1,3.79,9
"13110",1,2.15129310042,2,0,0,1,1,1,0,0
"13111",1,2.228680908,2,10,9,2,1,1,1.43,9
"13112",1,2.51592899788,2,10,9,3,1,1,0.81,10
"13113",1,3.29985987647,6,0,0,1,1,6,0,0
"13114",0,3.36036040281,2,10,8,2,1,2,0.24,9
"13115",1,2.96191503337,2,10,8,1,1,1,2.86,9
"13116",1,2.61092332562,2,0,0,4,1,1,0,0
"13117",1,3.30000103872,2,10,10,2,1,1,1.76,10
"13118",1,2.79083075235,2,9,8,2,1,1,0.54,8
"13119",1,3.15554481595,2,10,10,2,1,1,1,10
"13120",2,3.07839205612,3,10,9,1,1,2,0.93,9
"13121",1,2.77798371024,4,10,10,1,1.5,2,1,10
"13122",1,2.15851131671,2,10,10,1,1,1,0.28,10
"13123",1,2.79055474769,3,10,9,1,1,2,2.5,9
