"","bedrooms","distance_to_dam","accommodates","review_scores_communication","review_scores_location","host_response_time","bathrooms","beds","reviews_per_month","review_scores_value"
"1",1,7.95882398732,2,10,8,1,1,2,0.81,8
"2",1,8.59698601436,2,10,9,1,1,1,4,9
"3",1,8.90764078213,2,10,7,3,1,1,0.48,9
"4",1,8.07495100436,3,10,10,3,1.5,1,1.62,10
"5",1,7.15252109544,1,10,8,3,1,1,0.65,9
"6",0,8.55947320098,2,0,0,4,1,2,0,0
"7",3,7.95390967691,5,10,9,2,1.5,5,0.51,10
"8",2,8.85972810328,4,10,8,1,1,2,0.5,10
"9",2,8.44433726316,4,10,10,1,1,2,1,10
"10",2,8.88739138379,4,10,10,4,1,2,0.57,10
"11",1,7.7115236655,6,0,0,4,1,3,0.07,0
"12",1,7.23171108265,2,10,8,2,1,1,0.68,8
"13",3,8.37075886385,5,0,0,1,1,3,0,0
"14",1,8.13858312951,2,10,7,3,1,1,1.48,9
"15",2,7.91160703027,4,10,10,1,1,2,3.58,10
"16",1,8.77839627316,2,10,9,1,2,1,5.45,10
"17",1,8.83047552179,1,10,9,1,2,1,3.8,10
"18",1,8.61989670535,1,7,9,4,1,1,1.53,10
"19",1,7.36190623009,2,9,8,4,1,1,0.6,9
"20",1,7.52663477873,2,0,0,3,1,1,0,0
"21",1,7.44893696379,2,7,4,4,1,1,0.38,5
"22",2,8.7567540622,4,0,0,4,1,1,0,0
"23",2,7.74523229912,4,10,9,2,1,2,1.14,10
"24",1,7.78179674591,2,10,8,2,1,1,5.37,9
"25",1,8.98501959474,2,9,9,1,1.5,1,2.05,9
"26",0,6.99642922311,2,9,8,2,1,1,3.73,9
"27",1,7.80290886232,2,10,8,1,1,1,1.68,8
"28",1,7.39448824465,1,10,8,1,1,1,3.42,9
"29",1,7.74539739532,1,0,0,4,1,1,0,0
"30",1,7.51933951137,5,7,6,1,1,3,1.24,7
"31",1,7.56029222132,2,9,8,1,2,1,3.44,9
"32",1,8.47439506845,2,0,0,2,1.5,1,0,0
"33",1,8.39743505266,3,10,9,1,1,2,0.48,9
"34",2,8.31128596599,4,10,9,1,1,3,1.12,9
"35",1,8.11362371068,2,8,8,2,1,1,2.08,9
"36",2,8.18165436237,6,0,0,1,1,2,1,0
"37",1,7.69987819121,4,10,8,1,1,2,3.54,9
"38",2,8.0850559157,4,0,0,4,1,4,0,0
"39",1,7.39181486894,2,0,0,4,1,1,0,0
"40",1,8.95100173151,2,10,8,4,1,1,2.1,9
"41",1,8.36664142941,2,10,7,1,1,1,5.33,8
"42",1,7.97554839584,1,0,0,4,1,1,0,0
"43",1,7.95626847731,2,10,8,2,1,1,2.69,9
"44",1,7.89402340045,4,9,9,3,1,3,1.02,9
"45",2,7.68650059953,4,10,9,4,1.5,2,0.46,10
"46",2,8.51755611214,4,0,0,2,1.5,2,0,0
"47",1,7.91513409743,2,10,9,4,1,1,0.26,10
"48",3,7.6801597245,4,0,0,3,1,4,0,0
"49",1,8.78231810399,2,10,9,1,1,1,4.55,10
"50",0,8.23296035262,2,10,9,1,1,1,1.92,9
"51",1,8.5971628754,2,0,0,2,1.5,1,0,0
"52",1,8.47881711405,3,10,8,2,1,2,3.8,9
"53",2,8.10938421797,4,0,0,1,1,2,0,0
"54",1,8.57177222765,2,10,9,1,1,1,3.46,9
"55",1,8.0687191861,1,10,8,1,1,1,0.9,9
"56",2,7.61452458107,4,0,0,4,1.5,2,0,0
"57",1,7.53303682824,2,0,0,1,1,1,0,0
"58",1,8.19754996738,4,0,0,4,1.5,3,0,0
"59",2,8.99036457603,2,9,8,2,1,2,5.21,9
"60",1,8.45191092744,2,0,0,2,1,1,0,0
"61",1,8.04009098128,1,9,9,1,1,1,2.67,9
"62",1,8.14803559858,4,0,0,4,1,1,0,0
"63",1,7.73764295413,2,10,8,1,1,2,5,9
"64",2,8.13901614737,4,10,10,1,1,4,1,10
"65",1,7.29930149706,2,10,8,3,1,1,0.57,8
"66",1,8.46389396045,4,10,10,1,1,2,3.42,9
"67",2,8.12104187792,5,10,8,1,0.5,3,3.85,9
"68",1,8.64020382682,2,10,6,4,1,1,0.16,8
"69",2,8.47424220736,5,10,8,2,2,2,5.65,9
"70",1,9.01622056133,2,6,6,1,1.5,1,0.75,6
"71",1,7.6430208495,2,0,0,4,1,1,0,0
"72",1,7.79494647808,2,9,8,1,1,1,1.84,9
"73",1,3.98798402051,2,0,0,4,1,1,0,0
"74",1,3.80276018495,2,0,0,4,1,1,0,0
"75",1,5.1166933652,2,10,9,3,1,1,4.84,10
"76",2,5.85397542277,5,10,9,2,1,4,1.14,9
"77",1,4.85973589557,3,10,10,2,1,2,0.51,10
"78",1,5.27066498326,3,10,9,2,1,1,0.85,9
"79",4,5.63850565147,5,0,0,4,1,4,0,0
"80",1,7.69426868762,2,0,0,1,1,1,0,0
"81",2,3.99315520769,4,0,0,2,1,2,0,0
"82",1,3.94761175701,2,10,8,1,1,1,5.08,9
"83",1,7.19228849526,4,10,9,2,1,4,1.3,9
"84",4,4.59210791206,4,10,9,1,1,4,2.07,9
"85",1,3.89463505791,4,9,9,1,1,3,2.31,9
"86",3,4.66013225796,4,10,9,3,1,3,0.09,9
"87",2,4.69705491873,4,0,0,1,1,4,0,0
"88",1,5.61278114258,4,9,9,2,1,4,1.81,9
"89",2,4.73763878216,4,10,10,2,1,3,0.81,8
"90",3,4.31749485985,4,0,0,4,1,5,0,0
"91",0,6.16363648874,2,10,10,3,1,2,0.99,10
"92",2,6.79582092714,4,10,10,2,1,2,1.61,10
"93",1,7.00837823192,3,10,10,2,1,3,1.54,9
"94",2,4.44077249332,4,0,0,1,1,3,0,0
"95",2,3.99465843368,4,0,0,2,1,2,0,0
"96",4,5.04325099499,6,10,9,2,1.5,6,0.38,9
"97",3,4.71682823112,4,10,9,4,1,4,0.32,9
"98",1,4.94464286381,2,10,9,4,1,2,0.32,10
"99",4,4.6639107167,4,10,10,2,1,5,0.78,10
"100",1,3.96478753462,2,10,9,2,1,1,0.53,10
"101",0,4.82936193729,2,10,9,1,1,1,7.08,9
"102",2,6.23788378038,4,10,9,1,1,3,4.29,9
"103",3,4.42641679033,4,10,8,3,1,6,1,8
"104",1,5.73539911329,2,9,9,2,1,2,1.38,9
"105",3,6.22839027399,6,10,10,1,1,6,0.74,10
"106",2,7.933266994,4,9,9,2,1,4,1.73,9
"107",1,6.81070636232,4,9,8,2,1,3,0.26,8
"108",3,5.88190810564,12,10,8,3,1,7,0.11,9
"109",1,4.50061770736,2,0,0,1,1,1,0,0
"110",2,4.81195877273,4,0,0,1,1,2,0,0
"111",2,8.0164432514,2,10,10,2,1,3,4.46,10
"112",0,6.23413736198,2,0,0,3,1,2,0,0
"113",2,4.58973572411,4,10,10,2,1.5,4,0.52,10
"114",2,4.60980168423,5,10,10,3,2,3,0.45,10
"115",3,5.00419992344,4,10,10,1,1,4,0.4,10
"116",1,4.09757077587,2,10,9,3,1,2,1.2,9
"117",1,4.29366816932,2,10,8,4,1,1,0.16,0
"118",1,9.13657547394,2,10,10,2,1,2,0.97,9
"119",3,3.56039027963,4,10,10,3,1,3,0.13,9
"120",1,4.49075978795,4,0,0,2,1.5,2,0,0
"121",3,7.37693979207,4,0,0,2,1,6,0,0
"122",4,4.54683368202,6,10,9,4,2,6,0.26,10
"123",1,4.90752607785,2,8,8,2,1,1,2,8
"124",3,4.61668847121,4,9,8,2,1,3,2.11,9
"125",1,4.66325164976,2,0,0,3,1,1,0,0
"126",3,7.03262182501,4,0,0,2,1,4,0,0
"127",1,3.81697376,2,10,9,2,1,1,1.47,10
"128",2,4.75122489763,4,0,0,2,1,2,0,0
"129",3,5.0823113322,4,9,7,1,1,4,0.7,7
"130",3,10,6,10,10,3,2,6,0.42,9
"131",1,4.27862324723,4,0,0,2,1.5,2,0,0
"132",4,6.18686234802,5,10,9,2,1,4,0.26,10
"133",2,4.51813485162,4,10,9,3,1,2,2.34,9
"134",2,7.29326423387,4,0,0,1,1,3,0,0
"135",4,4.58550988951,6,0,0,4,2,4,0,0
"136",2,4.38306507724,4,0,0,4,1,2,0,0
"137",3,4.83903961298,4,10,8,2,1,3,0.36,10
"138",1,4.85728136873,2,10,8,2,1,1,1.15,9
"139",1,4.93938947274,2,0,0,3,1,1,0,0
"140",3,4.06635575907,4,0,0,1,1,3,0,0
"141",3,3.55478791788,4,0,0,2,1,3,0,0
"142",1,4.2710902851,2,10,9,1,1,1,2.66,9
"143",1,3.59106938302,1,10,8,2,1,1,1.33,7
"144",2,4.4988089863,4,0,0,2,1,4,0,0
"145",1,6.25917037664,2,10,9,2,1,1,3.19,9
"146",1,5.71238508077,6,10,10,2,0,6,1.14,10
"147",1,4.59850573733,2,10,9,1,1.5,1,4.16,10
"148",1,4.35895763538,3,10,9,1,1,2,3,10
"149",1,4.79694949559,2,10,10,2,1,1,1,10
"150",3,4.75435488719,4,0,0,2,1,2,0,0
"151",4,4.65345376459,4,8,6,2,1,4,0.46,4
"152",0,5.78047766909,2,10,9,1,1,2,0.5,10
"153",3,3.4708600964,4,0,0,2,1,3,0,0
"154",4,4.71635723435,4,0,0,2,1,4,0,0
"155",4,4.59917900213,4,10,10,2,1,3,0.17,10
"156",1,4.18558913244,2,0,0,4,1,1,0,0
"157",2,5.87039701246,6,10,9,2,1,5,1.28,9
"158",1,4.23722215656,2,9,9,2,1,1,3.73,9
"159",1,7.39199001959,4,0,0,2,1,2,0,0
"160",4,4.50111639916,5,8,8,3,1,4,0.09,8
"161",3,4.75745172051,4,0,0,1,2,3,0,0
"162",3,4.51494041837,4,0,0,3,1,3,0,0
"163",1,5.04918935306,4,10,6,4,1,2,0.16,10
"164",1,4.63872767301,2,10,9,1,1,2,2.33,9
"165",3,5.59825226568,4,10,9,3,1.5,3,3.05,9
"166",2,3.9845262303,4,9,7,3,1,2,0.8,8
"167",2,5.09126319847,4,0,0,3,1,3,0,0
"168",1,6.37452558695,2,10,10,4,1,1,0.41,10
"169",1,4.91587392313,2,10,9,1,1,1,3.29,8
"170",3,4.57941171495,5,10,10,1,1.5,4,1,10
"171",1,4.42720901382,2,0,0,3,1,1,0,0
"172",1,4.83494479365,2,10,10,2,1,1,1.24,10
"173",1,7.85978073537,4,10,9,2,1,4,1.8,9
"174",1,6.23118784384,2,0,0,1,1,1,0,0
"175",1,4.26110098524,1,9,9,1,1,1,2.13,8
"176",2,4.91011273744,4,10,8,1,1,4,0.81,10
"177",2,3.74881356521,4,0,0,2,1,3,0,0
"178",2,4.45887895959,4,0,0,4,2,4,0,0
"179",3,4.56735479256,5,0,0,2,2,4,0,0
"180",1,4.76228195136,2,5,5,2,1,1,1.65,4
"181",2,4.48606553751,3,0,0,1,1,2,0,0
"182",3,7.4527004677,5,10,10,1,1.5,5,0.71,10
"183",3,4.71797672417,4,10,8,4,2,3,0.21,10
"184",1,3.68733533452,4,10,8,2,1,2,2.54,10
"185",1,4.34031132529,2,10,9,1,1,1,2.09,10
"186",1,6.73639312123,2,10,10,2,1.5,1,0.73,10
"187",1,5.08426698199,2,0,0,4,1,1,0,0
"188",1,4.55773419577,4,9,8,2,1,2,0.66,9
"189",4,4.57581743359,8,10,10,3,1.5,6,0.11,9
"190",1,4.8237666084,2,9,10,1,1,2,2,9
"191",4,6.95163856938,6,10,8,3,1,6,0.27,7
"192",1,7.38463561375,2,10,10,2,1,1,0.12,9
"193",3,4.81806338155,4,10,8,3,1.5,4,0.24,8
"194",1,4.93944019692,2,0,0,4,1.5,4,0,0
"195",4,5.02007673323,7,0,0,4,3,7,0,0
"196",0,5.11297372985,2,10,9,3,1,1,2.45,10
"197",4,3.46467911102,4,10,9,3,2,4,0.26,9
"198",2,4.84466565082,4,10,10,1,1.5,2,2,10
"199",1,3.60633423672,2,10,9,2,1,2,0.61,9
"200",1,6.30549650421,2,10,10,2,1,1,1.54,9
"201",1,5.01248575514,3,10,9,1,1,2,2.38,9
"202",1,3.69355553104,2,10,10,2,1,1,0.35,10
"203",1,4.64698523932,2,10,9,1,1,1,5,9
"204",2,8.26819714066,4,10,9,2,1,4,0.34,9
"205",1,10,3,10,10,3,1,2,2.44,9
"206",1,4.81453413469,2,9,9,3,1.5,1,2,9
"207",2,4.59384832658,6,0,0,1,2,3,0,0
"208",4,4.88349656406,5,0,0,2,1,6,0,0
"209",1,6.55502120158,2,0,0,4,1,1,0,0
"210",2,4.32073608425,2,0,0,4,1,2,0,0
"211",1,4.79925438316,4,10,9,1,1,4,1.97,9
"212",3,4.62905401871,6,0,0,3,1,3,0,0
"213",1,4.10131508711,2,10,8,3,1,1,1.05,9
"214",1,3.76753432178,2,10,9,1,1,1,1.43,9
"215",2,5.06199148846,4,0,0,2,2,5,0,0
"216",4,3.61534275872,4,0,0,3,1,6,0,0
"217",2,5.082678197,4,10,10,1,1,4,2.32,9
"218",1,7.39776513296,2,10,10,1,1,2,0.03,10
"219",1,4.50667901156,2,0,0,4,1,0,0,0
"220",1,4.86125658033,1,10,9,1,1,1,2.15,9
"221",1,4.9391185479,3,9,9,1,1,2,1.58,9
"222",1,6.19133835278,4,9,9,3,1,4,3.1,9
"223",1,4.2542212456,1,10,9,3,1,1,1.11,9
"224",3,5.72769942105,6,10,10,4,2,3,0.13,10
"225",0,6.65852739542,2,10,10,2,1,1,0.16,9
"226",1,7.58389268032,4,10,10,4,0,4,0.16,10
"227",1,4.36061454043,2,9,9,1,1,1,2.93,9
"228",2,5.20977272751,3,0,0,4,1,2,0,0
"229",1,4.82182038766,2,6,7,2,1,1,2.05,7
"230",2,4.51543562788,4,0,0,4,1,3,0,0
"231",3,4.63811815091,4,10,10,3,2,4,6,9
"232",1,3.69227915475,2,10,9,1,1,1,1.62,9
"233",2,4.69839975365,4,10,10,1,1,3,0.35,10
"234",3,4.05720208638,4,10,9,2,1,4,0.59,9
"235",2,3.69463332943,4,0,0,4,1,2,0,0
"236",4,4.3296185233,6,10,9,2,2,6,0.35,9
"237",1,5.49627077104,5,0,0,1,1,3,0,0
"238",3,4.25136473437,3,0,0,3,1,6,0.25,0
"239",1,4.23144442105,3,10,8,2,1,2,1.94,9
"240",1,5.67366607703,2,4,5,1,1,1,1.67,4
"241",4,4.03500918782,8,10,9,2,1,6,0.98,10
"242",2,4.45163998837,2,10,9,3,1,1,0.92,10
"243",3,3.65689244634,5,10,10,3,1,5,0.16,10
"244",1,5.43811927988,1,9,9,3,1,1,1.48,9
"245",0,5.23150254607,2,10,9,1,1,2,3.99,9
"246",1,3.60772742589,2,0,0,1,1,1,0,0
"247",2,4.14980274672,3,9,9,2,1,2,2.69,8
"248",3,3.87640514299,4,10,8,1,1,4,1,8
"249",1,4.94623765665,2,0,0,3,1,1,0,0
"250",1,4.25955736446,2,10,9,2,1,1,2.29,8
"251",3,3.32338081133,4,10,10,4,1,4,0.55,9
"252",4,3.60805604266,4,0,0,3,1,4,0,0
"253",1,3.90308029497,3,10,9,1,1,2,2.29,10
"254",1,3.86612332528,4,10,8,2,1,3,3.63,9
"255",1,4.55339040421,2,0,0,1,1,1,1,0
"256",2,4.59779142178,4,10,8,1,1.5,6,1.03,8
"257",4,3.604445917,4,0,0,1,3,4,0,0
"258",2,3.5327084834,4,10,10,1,1,5,0.08,10
"259",1,3.67064447532,2,0,0,1,1,1,0,0
"260",1,4.07470489032,2,10,9,1,1,1,3.16,9
"261",1,4.60515423193,1,10,9,2,1,1,0.8,10
"262",2,3.49636959339,4,9,8,3,1,3,2.5,9
"263",1,3.48936543255,2,10,10,2,1,1,1,10
"264",1,4.93072072216,2,9,8,2,1,1,3.35,9
"265",1,4.20535555443,2,10,9,2,1.5,1,3.93,9
"266",4,5.09530070102,5,10,10,4,1,4,0.3,10
"267",1,5.64285985387,2,10,8,1,0.5,1,1.03,9
"268",1,4.68860765308,3,0,0,3,1.5,1,0,0
"269",3,3.63007054695,6,10,9,2,1,6,0.54,10
"270",1,4.26734434604,2,10,9,2,1,1,2.85,9
"271",1,4.13938285727,4,10,8,2,2,2,1.67,8
"272",4,4.59024508571,8,0,0,4,2,8,0,0
"273",2,5.79486747474,4,10,8,4,1,3,0.16,8
"274",1,4.11458534618,2,0,0,4,1,1,0,0
"275",1,3.7976113317,2,10,9,3,1,1,0.94,9
"276",1,4.88750081837,3,10,9,2,1,2,0.3,10
"277",1,5.28257838217,2,10,10,2,1.5,1,1.6,9
"278",1,4.17716103239,2,10,9,2,1,1,2.5,9
"279",3,5.22710347574,4,10,9,2,1,4,0.58,10
"280",3,3.6164752145,6,10,9,4,2,3,0.32,9
"281",1,5.63181259993,2,9,8,1,1,2,1.05,7
"282",1,4.19902447264,2,10,8,3,1,2,0.81,6
"283",1,3.48838563749,4,9,8,2,1,2,0.89,9
"284",3,4.86175533258,4,0,0,2,1,3,0,0
"285",1,5.38134300266,2,10,9,2,0.5,1,2.6,10
"286",1,3.51691924702,1,10,7,2,1,1,3.06,9
"287",2,5.22527670336,4,8,8,2,1,2,0.27,9
"288",4,4.02117374651,6,10,8,1,1,6,0.05,8
"289",2,4.89496014475,4,10,9,4,1,2,1.16,9
"290",3,3.43264373882,3,10,8,3,1,3,0.16,8
"291",3,5.40089744635,6,0,0,4,1,3,0,0
"292",2,4.67402697721,4,10,10,4,1.5,2,0.09,8
"293",2,3.9936434258,4,10,9,2,1,2,0.96,10
"294",1,3.36747779451,4,8,8,2,0.5,2,1,4
"295",4,3.91418144248,6,0,0,3,1,5,1,0
"296",1,4.27871894606,2,10,9,2,1,2,4.09,9
"297",1,4.27511324498,3,9,8,2,1,2,2.31,8
"298",2,4.37857640191,4,0,0,3,1,3,0,0
"299",2,4.79301876123,4,10,10,1,1,2,0.8,10
"300",1,4.20170803172,2,10,8,1,1,2,3.09,8
"301",1,3.75880862019,2,10,9,4,1,1,1.72,9
"302",1,3.37602786122,2,10,9,1,1,1,5.02,10
"303",3,4.13400195157,5,9,9,3,1,6,1.03,9
"304",1,4.54324385141,2,10,9,2,1.5,1,0.79,9
"305",1,4.06999736757,2,10,9,1,1,1,5.41,9
"306",1,5.64377878574,3,10,8,1,1,2,5.44,9
"307",0,5.0250168153,2,10,9,1,1,1,3.41,9
"308",1,4.70208322676,2,0,0,4,1,1,0,0
"309",1,5.25651770231,2,10,10,3,1.5,1,0.16,10
"310",1,5.06554508646,2,9,8,2,1,1,1.32,9
"311",4,3.70137215502,4,8,10,1,1.5,4,2,8
"312",4,3.44765229189,6,10,8,2,1.5,6,0.62,9
"313",1,4.96059346591,2,10,10,4,1,2,0.41,10
"314",1,3.50497544025,4,10,9,2,1,1,1.93,9
"315",1,5.34333509493,2,9,7,2,1,1,1.91,7
"316",2,4.65496287273,4,10,10,3,1,2,4.84,10
"317",3,5.23449843381,4,10,8,1,1,4,1.52,9
"318",3,4.30892265761,6,10,7,2,1,4,0.28,10
"319",1,4.42060338043,2,9,9,1,1,1,2.52,9
"320",2,3.65609910576,4,10,9,2,1,2,4.9,10
"321",3,4.52899766045,4,10,8,3,1,4,0.76,9
"322",4,4.32990601271,4,10,10,4,1,4,0.98,10
"323",3,3.41815274788,4,0,0,2,1.5,4,0,0
"324",1,4.00260585578,3,10,8,2,1,2,2.55,9
"325",1,4.84948854618,2,10,9,2,1,1,3.45,9
"326",1,4.56835692709,2,0,0,4,1,1,0,0
"327",1,3.66032624608,1,10,9,1,1,1,0.73,10
"328",2,4.48492100923,4,0,0,4,2,3,0,0
"329",3,4.06281452011,4,0,0,1,1,3,0,0
"330",3,4.26368308298,4,0,0,1,1,3,0,0
"331",3,4.02642041555,4,0,0,1,1.5,4,0,0
"332",2,3.62083407329,3,10,10,3,1,2,0.09,10
"333",4,3.5301373588,5,0,0,3,1,4,0,0
"334",1,4.6880453517,2,10,6,2,0,2,0.11,10
"335",1,4.59687364671,1,0,0,2,1,1,0,0
"336",2,4.70763164165,4,10,9,2,1,4,1.01,10
"337",1,4.1893928824,2,10,8,3,1,2,0.98,9
"338",3,4.20525154813,4,9,9,2,1,4,3.22,9
"339",2,4.60221386944,2,10,10,4,1,1,0.32,10
"340",1,4.09228082737,2,9,8,2,1,1,1.71,8
"341",1,4.96272238931,2,10,10,3,1,1,2.59,10
"342",1,5.62238057888,4,10,8,1,1.5,2,5.22,9
"343",3,4.18830364906,6,9,9,1,1,3,1.71,9
"344",3,4.61805157402,4,8,8,4,2,3,0.09,8
"345",1,3.65540068913,3,0,0,3,1.5,2,0,0
"346",2,3.54279491868,6,10,10,1,1.5,2,0.12,10
"347",2,3.26496729495,4,8,8,3,0.5,4,2.9,8
"348",1,4.52402702228,2,10,9,3,1,1,4.29,9
"349",1,4.20228183926,2,9,9,2,1,1,3.44,9
"350",1,4.98964001894,2,9,9,1,1,2,3.19,9
"351",2,3.40418157481,4,9,9,3,1,2,0.61,10
"352",10,4.30148918414,16,10,10,2,3,14,1,10
"353",0,5.26513678246,2,10,10,2,1,2,0.3,10
"354",1,4.21526073265,2,10,9,3,1,1,1.34,9
"355",3,4.27347503598,4,10,9,4,1,4,0.22,9
"356",2,3.8040007504,4,10,9,4,1,2,1.22,10
"357",1,4.60914239266,2,10,10,3,1.5,1,3.94,10
"358",2,4.46741166364,6,10,8,3,1,2,2.77,8
"359",0,5.60495359256,4,8,8,2,1.5,2,1.75,7
"360",1,4.25084100243,2,9,9,3,1,1,3.05,9
"361",0,4.76057110419,2,10,9,3,1,1,1.68,9
"362",2,3.73948338744,4,10,9,3,1.5,2,0.62,9
"363",1,3.92345531135,2,10,9,3,1.5,2,0.58,9
"364",1,4.1863575337,1,10,9,2,0.5,1,3.91,10
"365",4,4.05265865484,5,10,8,2,2,5,1.01,8
"366",2,4.94919533848,2,9,8,3,1,1,0.14,9
"367",1,4.21256029182,2,10,10,4,3,1,0.07,6
"368",1,5.3885814637,2,10,9,2,1,1,2.14,9
"369",4,4.669457717,8,0,0,2,1,8,0,0
"370",2,4.19448285278,3,10,8,2,1.5,2,2.69,9
"371",1,3.5513494387,2,10,10,4,1,1,0.1,10
"372",1,5.67678698662,1,0,0,1,1,1,0,0
"373",2,3.39040020366,3,0,0,1,1,3,0,0
"374",2,3.85287033984,4,10,9,3,2,4,0.75,9
"375",3,5.05536590862,4,0,0,2,1,3,0,0
"376",3,5.71242662305,8,8,6,1,1.5,5,0.6,6
"377",1,5.13153598689,2,0,0,4,1,1,0,0
"378",1,5.66897658394,2,0,0,1,1,1,0,0
"379",2,3.86310561595,4,10,10,2,2,2,0.16,10
"380",1,5.54237701182,2,0,0,1,1,1,0,0
"381",1,5.69686182573,2,10,10,2,1,1,2.79,10
"382",2,3.82446322363,4,10,9,1,1,2,2.76,9
"383",1,5.53954157303,1,6,5,1,1,1,2,6
"384",1,3.97383313868,2,10,8,2,1,2,0.4,10
"385",1,4.50201546647,4,10,9,2,1,4,3.81,9
"386",1,3.65611242223,3,10,10,2,1.5,2,0.98,9
"387",0,4.72272656248,4,10,8,3,1,2,3.53,8
"388",2,4.93237384485,4,0,0,3,2,2,0,0
"389",1,4.94332967351,2,10,9,1,1,1,6.06,10
"390",1,5.53754073142,2,9,9,2,1,1,1.13,9
"391",2,4.22518575992,6,7,8,3,1,3,0.29,6
"392",2,3.81230409038,4,10,9,2,1,2,1.44,9
"393",1,3.69350492503,2,10,9,1,1,1,1.45,10
"394",1,3.59582574581,4,9,9,2,1,2,0.83,8
"395",2,4.56084614241,4,8,6,4,1,3,0.26,8
"396",4,3.46500375415,5,10,10,2,2,6,2,10
"397",2,4.56243456384,5,10,9,2,1,3,1.53,9
"398",2,4.02136087654,5,0,0,4,1,3,0,0
"399",1,3.61105739392,2,10,8,3,1,2,2.75,8
"400",3,4.90962044039,5,10,9,2,1,5,0.18,10
"401",0,5.47299718651,2,10,9,1,1,1,0.81,9
"402",2,3.80627933037,4,10,9,1,1,3,0.8,9
"403",1,3.70516487748,4,10,10,1,1,3,0.92,10
"404",2,3.93856591873,4,9,9,3,1,4,0.36,9
"405",0,3.90011378657,2,9,8,1,1,2,4.38,8
"406",1,5.06908860098,2,10,9,3,1.5,1,4.68,9
"407",2,4.32043873888,4,0,0,4,1,2,0,0
"408",1,5.08684800419,3,10,9,1,1,2,3.84,9
"409",1,3.64571890186,2,10,9,4,1,1,0.9,9
"410",1,5.04129792886,2,10,10,2,1,2,1,10
"411",2,5.05160706486,4,10,10,2,1,4,0.33,8
"412",1,5.74684722642,4,10,10,2,1,2,2.75,10
"413",3,4.65268794036,4,0,0,2,1,6,0,0
"414",1,4.26949414774,2,9,8,2,1,1,3.35,9
"415",2,4.0384035396,3,8,8,4,1,3,0.16,8
"416",2,3.13170642797,4,0,0,2,2,2,0,0
"417",2,2.43384917252,4,9,8,2,1,3,1.35,9
"418",1,1.60596024902,2,10,8,3,1.5,2,1,10
"419",1,3.0932965939,2,9,9,2,1,1,0.49,9
"420",3,2.60513164839,6,0,0,1,5,3,0,0
"421",1,3.26185471982,2,10,9,3,1,1,0.49,8
"422",1,2.99079909758,2,9,9,3,1.5,1,0.48,7
"423",2,1.53207943081,4,9,9,1,1,2,2.17,8
"424",2,2.94449249569,4,10,9,3,2,2,1.44,10
"425",2,2.37002321387,2,9,9,1,1,1,1.03,8
"426",1,2.84692743485,2,10,10,3,1,1,0.47,9
"427",2,2.33023478514,4,0,0,3,1.5,2,0,0
"428",2,3.3685108247,3,10,9,1,1,2,1.77,9
"429",0,3.12437546,2,10,10,1,8,2,4.35,10
"430",2,3.49309860409,4,9,9,1,1,2,0.29,9
"431",10,2.98371540243,16,10,10,3,6,16,0.16,10
"432",2,2.01095812846,4,10,9,4,1.5,2,0.49,9
"433",1,2.01250855279,2,0,0,1,1,1,0,0
"434",10,2.97062909448,16,0,0,3,5,16,0,0
"435",1,1.5783450031,3,9,9,1,0,3,2.01,8
"436",1,2.33003034494,2,0,0,1,1,1,0,0
"437",0,1.87307423343,2,10,9,2,1,2,1.38,9
"438",1,2.9615952053,6,10,8,1,1,6,2.72,9
"439",1,3.00428912293,4,10,9,2,2,4,0.5,9
"440",2,2.5030955318,4,10,9,1,1,4,3.89,10
"441",3,3.2716079708,5,0,0,3,1,3,0,0
"442",2,2.89544553459,5,9,9,1,0.5,3,2.27,8
"443",3,1.35811035369,7,10,8,1,2,6,1,8
"444",1,3.241535248,2,0,0,2,1,1,0,0
"445",1,1.74332045432,2,10,9,1,1,1,1.16,9
"446",1,3.70418891553,2,10,9,1,1,1,1.61,9
"447",3,1.50067540122,5,10,10,1,1.5,3,0.66,10
"448",0,2.51737001856,3,10,10,2,0.5,3,0.35,10
"449",2,2.9894993718,3,10,9,1,0.5,2,2.33,8
"450",1,3.08327948652,2,10,10,1,1,1,1,10
"451",1,3.29450308703,2,9,8,2,1.5,1,2.81,9
"452",1,3.09366862074,2,7,8,3,3,1,0.7,4
"453",1,3.33281077105,3,9,9,2,1,2,0.63,8
"454",1,2.23593939237,2,10,9,4,1,1,0.41,10
"455",2,2.64545200748,4,10,9,3,1,2,1.44,9
"456",1,1.50308918532,2,9,9,1,1.5,1,1.33,8
"457",2,1.32239433391,4,0,0,1,1,3,0,0
"458",1,2.25069545503,2,10,9,1,1,1,1.33,9
"459",1,2.70857179312,2,10,9,4,1.5,1,0.33,9
"460",3,2.60691766511,4,9,8,2,1,4,0.44,9
"461",1,2.09255428853,3,9,9,1,1,2,4.78,8
"462",3,3.65988929847,4,0,0,2,2,3,0,0
"463",1,1.61795219178,2,10,10,1,1,1,0.06,9
"464",1,3.67263614801,3,7,9,1,1,2,2.77,7
"465",2,3.55439447209,4,10,10,1,1,2,0.08,10
"466",0,3.52274198206,2,9,9,1,1,1,0.77,9
"467",2,3.34898198565,3,10,9,3,1,2,0.96,9
"468",1,3.35372680112,2,10,10,4,1,2,0.79,10
"469",3,3.4929777882,4,9,9,4,1,4,1.41,10
"470",1,2.26300634979,2,0,0,4,1,1,0,0
