bathrooms,accommodates,distance_to_dam,beds,reviews_per_month,bedrooms,review_scores_cleanliness,review_scores_checkin,guests_included,review_scores_communication
1.0,2,3.46679516537,1.0,0.34,1.0,9.0,10.0,1,10.0
1.0,2,3.1653250315,1.0,0.64,1.0,10.0,10.0,1,10.0
1.0,4,4.31155009748,2.0,1.45,1.0,9.0,10.0,4,10.0
1.0,2,1.66646905297,1.0,1.33,1.0,10.0,10.0,1,10.0
1.0,2,3.44172295718,1.0,0.94,1.0,10.0,10.0,2,10.0
1.0,2,2.47242558655,1.0,1.23,1.0,9.0,9.0,1,9.0
1.0,2,2.74281984384,2.0,0.2,1.0,9.0,10.0,1,10.0
1.0,4,2.1795334462,2.0,0.18,2.0,9.0,9.0,2,9.0
1.0,3,2.92954017523,2.0,0.0,2.0,0.0,0.0,1,0.0
1.0,2,4.35496941353,1.0,0.91,1.0,10.0,9.0,2,10.0
1.0,4,1.10384270535,2.0,0.42,2.0,7.0,10.0,1,10.0
1.0,2,1.77858371826,1.0,5.0,1.0,8.0,10.0,0,10.0
1.0,4,2.09638791219,2.0,0.32,2.0,10.0,10.0,2,9.0
1.0,3,3.07839205612,2.0,0.93,2.0,9.0,9.0,2,10.0
1.0,3,2.48369586023,2.0,1.05,2.0,10.0,10.0,1,10.0
1.0,2,2.8671780673,1.0,1.14,1.0,9.0,10.0,1,9.0
1.0,4,0.772174122005,3.0,1.41,1.0,9.0,10.0,2,10.0
1.0,2,1.59500776102,1.0,2.14,1.0,10.0,8.0,1,8.0
0.5,2,2.78474977083,1.0,0.13,1.0,8.0,2.0,1,8.0
1.0,5,2.09313897974,5.0,1.51,2.0,10.0,10.0,2,10.0
1.0,3,2.40003781552,2.0,0.7,2.0,10.0,10.0,1,10.0
1.5,5,1.70678289453,5.0,5.0,3.0,10.0,10.0,4,10.0
1.0,2,3.08893555492,1.0,1.01,1.0,10.0,10.0,1,10.0
0.5,2,2.33263182518,1.0,0.59,1.0,10.0,10.0,1,10.0
1.0,6,3.80803256851,3.0,1.23,2.0,9.0,10.0,3,10.0
1.5,2,4.28842126538,1.0,1.88,1.0,10.0,10.0,1,10.0
1.5,4,1.82133787268,0.0,1.0,2.0,8.0,10.0,1,10.0
1.0,2,2.285241648,1.0,2.28,1.0,9.0,9.0,0,9.0
1.5,2,1.96374967097,2.0,2.54,1.0,9.0,10.0,1,10.0
1.0,3,3.14223693208,2.0,0.0,1.0,0.0,0.0,1,0.0
1.0,4,2.69151783421,2.0,1.63,2.0,10.0,10.0,0,10.0
1.0,2,2.47427718514,1.0,1.07,1.0,10.0,9.0,1,10.0
1.0,2,9.34732303734,1.0,0.4,1.0,9.0,10.0,1,10.0
1.0,2,3.76836596734,1.0,3.76,1.0,10.0,10.0,1,9.0
1.0,2,2.00339318899,1.0,0.48,1.0,9.0,10.0,2,10.0
1.0,4,2.76093462353,2.0,0.44,1.0,10.0,10.0,2,10.0
1.0,3,0.901741811809,2.0,0.55,2.0,9.0,9.0,2,9.0
1.0,2,3.81491535053,1.0,0.75,1.0,9.0,9.0,1,10.0
1.0,2,0.642382418797,1.0,2.0,1.0,10.0,9.0,2,10.0
1.0,1,1.47235038587,1.0,5.62,1.0,9.0,10.0,1,10.0
1.0,2,2.15851131671,1.0,0.28,1.0,10.0,10.0,1,10.0
1.0,4,0.487156348901,4.0,1.4,0.0,8.0,8.0,2,8.0
1.0,2,1.70527715862,1.0,1.08,1.0,10.0,10.0,1,10.0
